lila_lemma	lila_inftype	inftype_qid
lemma/90312	v4r	Q335
lemma/90350	v1r	Q331
lemma/92559	v1r	Q331
lemma/94241	v1r	Q331
lemma/95943	v1r	Q331
lemma/97060	v1r	Q331
lemma/99625	v3r	Q334
lemma/102141	v3r	Q334
lemma/103335	v1r	Q331
lemma/106497	v1r	Q331
lemma/107528	v1r	Q331
lemma/108431	v1r	Q331
lemma/112580	v1d	Q330
lemma/112581	v1r	Q331
lemma/114441	v1r	Q331
lemma/114446	v1d	Q330
lemma/114447	v1r	Q331
lemma/116303	v3r	Q334
lemma/119765	v2r	Q332
lemma/119798	v1r	Q331
lemma/122415	v3r	Q334
lemma/122444	v1r	Q331
lemma/122877	v1d	Q330
lemma/122878	v1r	Q331
lemma/123560	v1r	Q331
lemma/124351	v1r	Q331
lemma/126063	v1r	Q331
lemma/126114	v5r	Q336
lemma/128057	v1r	Q331
lemma/130482	v1r	Q331
lemma/132601	v1r	Q331
lemma/133575	v1d	Q330
lemma/136129	v1	Q344
lemma/141710	v3r	Q334
lemma/26410	v1r	Q331
lemma/26910	v1r	Q331
lemma/28232	v1r	Q331
lemma/32135	v1r	Q331
lemma/36857	v1r	Q331
lemma/37449	v3e	Q339
lemma/43190	v4d	Q340
lemma/43527	v2r	Q332
lemma/45822	v3r	Q334
lemma/46244	v1d	Q330
lemma/46847	v1r	Q331
lemma/46861	v3r	Q334
lemma/47765	v4r	Q335
lemma/47816	v3r	Q334
lemma/50354	v1r	Q331
lemma/50556	v1r	Q331
lemma/59828	v1r	Q331
lemma/60160	v1r	Q331
lemma/60601	v1r	Q331
lemma/66889	v1r	Q331
lemma/70003	v1r	Q331
lemma/70565	v3r	Q334
lemma/70616	v1r	Q331
lemma/76332	v1r	Q331
lemma/76855	v1d	Q330
lemma/81612	v4r	Q335
lemma/84587	v3r	Q334
lemma/86861	v3r	Q334
lemma/88591	v4r	Q335
lemma/88642	v1r	Q331
lemma/93107	v1r	Q331
lemma/93922	v1d	Q330
lemma/93923	v1r	Q331
lemma/94079	v1r	Q331
lemma/94855	v3r	Q334
lemma/94947	v1r	Q331
lemma/95627	v1r	Q331
lemma/98090	v1r	Q331
lemma/98306	v3r	Q334
lemma/100306	v3r	Q334
lemma/101581	v1r	Q331
lemma/103626	v4r	Q335
lemma/106796	v1r	Q331
lemma/107208	v1r	Q331
lemma/108039	v1r	Q331
lemma/110597	v1r	Q331
lemma/113653	v4r	Q335
lemma/113964	v1r	Q331
lemma/117231	v2r	Q332
lemma/118439	v1d	Q330
lemma/120348	v3r	Q334
lemma/122643	v1r	Q331
lemma/122656	v3r	Q334
lemma/124458	v1r	Q331
lemma/125984	v4r	Q335
lemma/127555	v2r	Q332
lemma/128581	v1r	Q331
lemma/129792	v1d	Q330
lemma/136380	v2r	Q332
lemma/137407	v1r	Q331
lemma/27230	v1r	Q331
lemma/28289	v1r	Q331
lemma/31110	v4r	Q335
lemma/32089	v1r	Q331
lemma/32142	v1r	Q331
lemma/32163	v1r	Q331
lemma/34022	v1r	Q331
lemma/43942	v1r	Q331
lemma/46439	v1r	Q331
lemma/46661	v1r	Q331
lemma/46745	v3d	Q338
lemma/47121	v1r	Q331
lemma/47357	v3r	Q334
lemma/48734	v1r	Q331
lemma/52070	v3r	Q334
lemma/58749	v1r	Q331
lemma/59718	v1r	Q331
lemma/60142	v1r	Q331
lemma/62085	v1r	Q331
lemma/66639	v1r	Q331
lemma/71892	v1r	Q331
lemma/73069	v1r	Q331
lemma/75112	v1r	Q331
lemma/76690	v1r	Q331
lemma/78893	v1r	Q331
lemma/90551	v1r	Q331
lemma/90602	v1r	Q331
lemma/94242	v4r	Q335
lemma/95916	v2r	Q332
lemma/96294	v1d	Q330
lemma/96343	v1d	Q330
lemma/96834	v1r	Q331
lemma/98210	v3r	Q334
lemma/99626	v4r	Q335
lemma/100715	v5d	Q341
lemma/101769	v1r	Q331
lemma/104453	v1r	Q331
lemma/106498	v3r	Q334
lemma/108327	v3r	Q334
lemma/108389	v1r	Q331
lemma/108433	v3r	Q334
lemma/108782	v3r	Q334
lemma/110405	v1d	Q330
lemma/111480	v1d	Q330
lemma/111481	v1r	Q331
lemma/116307	v1r	Q331
lemma/116704	v1r	Q331
lemma/116854	v2r	Q332
lemma/116908	v2r	Q332
lemma/117678	v1r	Q331
lemma/119301	v3d	Q338
lemma/122416	v3r	Q334
lemma/122445	v1r	Q331
lemma/122757	v1r	Q331
lemma/122821	v3r	Q334
lemma/123429	v1r	Q331
lemma/126064	v3r	Q334
lemma/126891	v3r	Q334
lemma/126932	v5r	Q336
lemma/127850	v3r	Q334
lemma/130307	v2r	Q332
lemma/131309	v1r	Q331
lemma/135105	v3r	Q334
lemma/136840	v1r	Q331
lemma/141711	v3r	Q334
lemma/29431	v1d	Q330
lemma/29822	v1d	Q330
lemma/31060	v1r	Q331
lemma/31167	v1r	Q331
lemma/31226	v1r	Q331
lemma/32085	v1r	Q331
lemma/32708	v1r	Q331
lemma/36782	v1r	Q331
lemma/38498	v4d	Q340
lemma/46741	v1d	Q330
lemma/47766	v1d	Q330
lemma/50655	v1r	Q331
lemma/55322	v1r	Q331
lemma/58553	v1r	Q331
lemma/61168	v1r	Q331
lemma/67292	v1d	Q330
lemma/69786	v1r	Q331
lemma/75415	v1r	Q331
lemma/76501	v4r	Q335
lemma/87725	v2r	Q332
lemma/94718	v1r	Q331
lemma/95629	v1r	Q331
lemma/96683	v1r	Q331
lemma/98142	v1r	Q331
lemma/98658	v1r	Q331
lemma/98925	v2r	Q332
lemma/100641	v1r	Q331
lemma/100672	v1r	Q331
lemma/101582	v3r	Q334
lemma/102365	v3r	Q334
lemma/102834	v1r	Q331
lemma/104953	v1r	Q331
lemma/109267	v1r	Q331
lemma/110962	v1r	Q331
lemma/113459	v1r	Q331
lemma/113654	v1d	Q330
lemma/113655	v1r	Q331
lemma/114214	v6d	Q353
lemma/116618	v1d	Q330
lemma/116855	v3r	Q334
lemma/117233	v3r	Q334
lemma/119214	v1d	Q330
lemma/119722	v3r	Q334
lemma/120701	v3r	Q334
lemma/122644	v3r	Q334
lemma/122967	v3r	Q334
lemma/123970	v1r	Q331
lemma/126530	v3r	Q334
lemma/128583	v3r	Q334
lemma/129385	v5r	Q336
lemma/131438	v3r	Q334
lemma/26347	v1r	Q331
lemma/26756	v1r	Q331
lemma/27291	v1r	Q331
lemma/33105	v4r	Q335
lemma/33922	v1r	Q331
lemma/39043	v1r	Q331
lemma/43433	v3r	Q334
lemma/44906	v1r	Q331
lemma/46101	v1r	Q331
lemma/46282	v1r	Q331
lemma/46389	v3r	Q334
lemma/46397	v1r	Q331
lemma/51970	v1r	Q331
lemma/56140	v1r	Q331
lemma/58914	v1r	Q331
lemma/59719	v1r	Q331
lemma/60409	v1r	Q331
lemma/66426	v3d	Q338
lemma/67318	v1r	Q331
lemma/67865	v1r	Q331
lemma/71127	v3r	Q334
lemma/73371	v1d	Q330
lemma/73789	v3r	Q334
lemma/74751	v3r	Q334
lemma/77251	v1r	Q331
lemma/88724	v3r	Q334
lemma/89612	v1r	Q331
lemma/94243	v1r	Q331
lemma/95917	v5r	Q336
lemma/96226	v3r	Q334
lemma/97600	v3r	Q334
lemma/98551	v1r	Q331
lemma/98577	v2r	Q332
lemma/99374	v3r	Q334
lemma/99576	v3r	Q334
lemma/99627	v4r	Q335
lemma/102143	v1r	Q331
lemma/103520	v3r	Q334
lemma/104651	v4r	Q335
lemma/105846	v3r	Q334
lemma/106539	v1r	Q331
lemma/107017	v3r	Q334
lemma/107457	v1r	Q331
lemma/114016	v1r	Q331
lemma/119302	v3r	Q334
lemma/119668	v3r	Q334
lemma/120242	v3r	Q334
lemma/122368	v1r	Q331
lemma/126892	v1r	Q331
lemma/130308	v3r	Q334
lemma/132552	v3	Q333
lemma/134546	v1r	Q331
lemma/136196	v3r	Q334
lemma/138434	v1r	Q331
lemma/141994	v3r	Q334
lemma/26620	v2r	Q332
lemma/27328	v1r	Q331
lemma/27430	v1d	Q330
lemma/27594	v1r	Q331
lemma/29719	v1d	Q330
lemma/40158	v1r	Q331
lemma/42940	v1r	Q331
lemma/43422	v1r	Q331
lemma/47767	v4r	Q335
lemma/48738	v1d	Q330
lemma/50368	v1r	Q331
lemma/59620	v4r	Q335
lemma/61374	v1r	Q331
lemma/63872	v1r	Q331
lemma/65350	v1r	Q331
lemma/68313	v1r	Q331
lemma/71536	v1r	Q331
lemma/72862	v1r	Q331
lemma/73704	v1r	Q331
lemma/73780	v3r	Q334
lemma/73803	v1r	Q331
lemma/76334	v1r	Q331
lemma/76595	v1r	Q331
lemma/78696	v1r	Q331
lemma/87726	v3r	Q334
lemma/90671	v6r	Q337
lemma/91850	v1d	Q330
lemma/93056	v3e	Q339
lemma/95351	v1d	Q330
lemma/96685	v2r	Q332
lemma/100674	v5r	Q336
lemma/105055	v1r	Q331
lemma/106897	v1r	Q331
lemma/112737	v1r	Q331
lemma/119218	v1r	Q331
lemma/119359	v4r	Q335
lemma/120048	v3r	Q334
lemma/122645	v3r	Q334
lemma/123971	v1r	Q331
lemma/126483	v3r	Q334
lemma/129386	v6r	Q337
lemma/130201	v1r	Q331
lemma/131021	v1r	Q331
lemma/131392	v1r	Q331
lemma/134087	v1r	Q331
lemma/137523	v2r	Q332
lemma/26094	v1r	Q331
lemma/27266	v1r	Q331
lemma/27695	v1r	Q331
lemma/28184	v3d	Q338
lemma/29612	v1r	Q331
lemma/30502	v1d	Q330
lemma/31470	v1r	Q331
lemma/32030	v1r	Q331
lemma/34206	v1r	Q331
lemma/35049	v1d	Q330
lemma/41020	v1r	Q331
lemma/46334	v1r	Q331
lemma/47328	v1r	Q331
lemma/50594	v1r	Q331
lemma/50596	v1r	Q331
lemma/52123	v1r	Q331
lemma/53097	v1r	Q331
lemma/59796	v1r	Q331
lemma/60045	v2r	Q332
lemma/60144	v1r	Q331
lemma/64811	v4r	Q335
lemma/75774	v1r	Q331
lemma/87498	v1r	Q331
lemma/88236	v3r	Q334
lemma/89613	v3r	Q334
lemma/90351	v1r	Q331
lemma/92060	v1r	Q331
lemma/94244	v3r	Q334
lemma/95173	v1r	Q331
lemma/95213	v1r	Q331
lemma/95561	v1r	Q331
lemma/95811	v1r	Q331
lemma/96019	v2r	Q332
lemma/96348	v3r	Q334
lemma/98552	v3r	Q334
lemma/98617	v1r	Q331
lemma/99577	v5r	Q336
lemma/103470	v2r	Q332
lemma/112896	v1r	Q331
lemma/114018	v4r	Q335
lemma/118958	v1r	Q331
lemma/119303	v3r	Q334
lemma/122369	v1r	Q331
lemma/125910	v1r	Q331
lemma/126893	v4d	Q340
lemma/126934	v3r	Q334
lemma/129911	v1r	Q331
lemma/136949	v1r	Q331
lemma/137218	v1r	Q331
lemma/137867	v5r	Q336
lemma/137918	v3r	Q334
lemma/138199	v1r	Q331
lemma/141995	v1r	Q331
lemma/142071	v1r	Q331
lemma/26298	v1r	Q331
lemma/26349	v1r	Q331
lemma/28235	v1d	Q330
lemma/32602	v4r	Q335
lemma/32926	v1r	Q331
lemma/38829	v1r	Q331
lemma/43423	v1r	Q331
lemma/43479	v1r	Q331
lemma/44397	v1r	Q331
lemma/47768	v1r	Q331
lemma/50237	v1r	Q331
lemma/50558	v1r	Q331
lemma/58806	v1r	Q331
lemma/59681	v1r	Q331
lemma/63943	v3r	Q334
lemma/69288	v1r	Q331
lemma/72046	v1r	Q331
lemma/73015	v1r	Q331
lemma/74908	v4r	Q335
lemma/76181	v1r	Q331
lemma/78630	v1r	Q331
lemma/87132	v1r	Q331
lemma/87620	v1r	Q331
lemma/88091	v1r	Q331
lemma/88645	v3r	Q334
lemma/90554	v2r	Q332
lemma/94749	v1r	Q331
lemma/96687	v3r	Q334
lemma/98817	v3r	Q334
lemma/98932	v1r	Q331
lemma/99062	v3r	Q334
lemma/99339	v1r	Q331
lemma/100610	v4r	Q335
lemma/101635	v3r	Q334
lemma/101996	v1r	Q331
lemma/103280	v3r	Q334
lemma/103578	v2r	Q332
lemma/106252	v3r	Q334
lemma/116857	v1r	Q331
lemma/118743	v3r	Q334
lemma/119322	v3r	Q334
lemma/120615	v5r	Q336
lemma/122646	v3r	Q334
lemma/122657	v1r	Q331
lemma/125098	v1d	Q330
lemma/125966	v2r	Q332
lemma/129387	v2r	Q332
lemma/137408	v3r	Q334
lemma/137811	v1r	Q331
lemma/138019	v4r	Q335
lemma/27539	v1r	Q331
lemma/32906	v1r	Q331
lemma/39089	v1r	Q331
lemma/39602	v1r	Q331
lemma/44040	v3r	Q334
lemma/46335	v1r	Q331
lemma/46912	v4r	Q335
lemma/47712	v1r	Q331
lemma/49655	v1r	Q331
lemma/53149	v1r	Q331
lemma/57585	v3r	Q334
lemma/58645	v3r	Q334
lemma/59154	v1r	Q331
lemma/60009	v1r	Q331
lemma/60261	v3r	Q334
lemma/67805	v1r	Q331
lemma/69209	v1r	Q331
lemma/73424	v1r	Q331
lemma/74090	v1r	Q331
lemma/75009	v1r	Q331
lemma/79099	v1r	Q331
lemma/83054	v1r	Q331
lemma/86508	v1r	Q331
lemma/87792	v1r	Q331
lemma/88779	v1r	Q331
lemma/92390	v2r	Q332
lemma/92565	v3r	Q334
lemma/96270	v1r	Q331
lemma/96350	v3r	Q334
lemma/98553	v3r	Q334
lemma/99437	v3d	Q338
lemma/99629	v3r	Q334
lemma/101120	v2r	Q332
lemma/102962	v1r	Q331
lemma/106499	v2r	Q332
lemma/108329	v3r	Q334
lemma/108785	v1r	Q331
lemma/108786	v3r	Q334
lemma/115034	v1r	Q331
lemma/118959	v3r	Q334
lemma/119304	v1r	Q331
lemma/122344	v1d	Q330
lemma/122345	v1r	Q331
lemma/122417	v3r	Q334
lemma/122446	v1r	Q331
lemma/122822	v3r	Q334
lemma/123564	v3r	Q334
lemma/123615	v1r	Q331
lemma/126935	v2r	Q332
lemma/129548	v1d	Q330
lemma/129549	v1r	Q331
lemma/137403	v3r	Q334
lemma/137919	v1r	Q331
lemma/141996	v3r	Q334
lemma/26161	v1r	Q331
lemma/28035	v1r	Q331
lemma/28666	v1r	Q331
lemma/31114	v1r	Q331
lemma/32139	v1r	Q331
lemma/36785	v1r	Q331
lemma/38731	v1r	Q331
lemma/38779	v1r	Q331
lemma/41503	v2r	Q332
lemma/44449	v1r	Q331
lemma/46254	v1r	Q331
lemma/46744	v3r	Q334
lemma/47769	v4r	Q335
lemma/50292	v1r	Q331
lemma/50508	v1r	Q331
lemma/54816	v1r	Q331
lemma/56669	v1r	Q331
lemma/67960	v3r	Q334
lemma/70164	v1r	Q331
lemma/70569	v3r	Q334
lemma/71487	v3r	Q334
lemma/74933	v1r	Q331
lemma/75841	v1r	Q331
lemma/76548	v1d	Q330
lemma/78805	v1r	Q331
lemma/80669	v1r	Q331
lemma/82571	v1r	Q331
lemma/83130	v4r	Q335
lemma/90555	v3r	Q334
lemma/92366	v1r	Q331
lemma/95839	v1r	Q331
lemma/95870	v1r	Q331
lemma/96990	v4r	Q335
lemma/98094	v1r	Q331
lemma/98165	v1r	Q331
lemma/98578	v1r	Q331
lemma/98819	v3d	Q338
lemma/99063	v3r	Q334
lemma/99730	v3r	Q334
lemma/101585	v1r	Q331
lemma/101997	v3r	Q334
lemma/103989	v1r	Q331
lemma/105003	v1r	Q331
lemma/106437	v5d	Q341
lemma/113414	v1d	Q330
lemma/113708	v3d	Q338
lemma/115136	v1d	Q330
lemma/115137	v1r	Q331
lemma/116619	v1r	Q331
lemma/116858	v1r	Q331
lemma/117168	v2r	Q332
lemma/117491	v3r	Q334
lemma/118285	v4r	Q335
lemma/119713	v3d	Q338
lemma/120610	v1r	Q331
lemma/122968	v3r	Q334
lemma/124125	v3r	Q334
lemma/125502	v1r	Q331
lemma/126420	v2r	Q332
lemma/126533	v3r	Q334
lemma/129388	v3r	Q334
lemma/138028	v2r	Q332
lemma/26192	v1r	Q331
lemma/29983	v1r	Q331
lemma/33058	v1r	Q331
lemma/46285	v1r	Q331
lemma/47575	v1r	Q331
lemma/47615	v1r	Q331
lemma/47635	v5r	Q336
lemma/47713	v1r	Q331
lemma/49664	v1r	Q331
lemma/51263	v1r	Q331
lemma/56098	v1r	Q331
lemma/59052	v1d	Q330
lemma/60769	v1r	Q331
lemma/63438	v1r	Q331
lemma/68724	v4r	Q335
lemma/70054	v1r	Q331
lemma/76089	v1r	Q331
lemma/83408	v3r	Q334
lemma/87031	v2r	Q332
lemma/87079	v3r	Q334
lemma/87543	v2r	Q332
lemma/88725	v2r	Q332
lemma/89109	v1r	Q331
lemma/95813	v1r	Q331
lemma/96351	v4r	Q335
lemma/99579	v3r	Q334
lemma/100215	v3r	Q334
lemma/101121	v3r	Q334
lemma/105644	v1r	Q331
lemma/107812	v3r	Q334
lemma/107838	v1r	Q331
lemma/110339	v1r	Q331
lemma/111306	v1r	Q331
lemma/113466	v1r	Q331
lemma/116802	v1r	Q331
lemma/120245	v1r	Q331
lemma/122602	v3r	Q334
lemma/123436	v1r	Q331
lemma/126119	v1r	Q331
lemma/126226	v2r	Q332
lemma/126936	v3r	Q334
lemma/127037	v1r	Q331
lemma/133524	v1r	Q331
lemma/135410	v1r	Q331
lemma/137373	v4r	Q335
lemma/27498	v1r	Q331
lemma/27677	v1r	Q331
lemma/30095	v1r	Q331
lemma/30963	v1r	Q331
lemma/31891	v1d	Q330
lemma/43284	v1r	Q331
lemma/44716	v1r	Q331
lemma/45779	v3r	Q334
lemma/55580	v1r	Q331
lemma/59129	v1d	Q330
lemma/63875	v1r	Q331
lemma/65320	v3r	Q334
lemma/69880	v1r	Q331
lemma/72262	v4r	Q335
lemma/75328	v1r	Q331
lemma/75951	v3r	Q334
lemma/76337	v3r	Q334
lemma/77926	v1r	Q331
lemma/78632	v1r	Q331
lemma/81215	v3d	Q338
lemma/82956	v4r	Q335
lemma/84409	v1r	Q331
lemma/89207	v3r	Q334
lemma/90556	v3r	Q334
lemma/90672	v5r	Q336
lemma/91882	v1r	Q331
lemma/92442	v1d	Q330
lemma/92443	v1r	Q331
lemma/95354	v1r	Q331
lemma/95871	v3r	Q334
lemma/99064	v1r	Q331
lemma/99932	v3r	Q334
lemma/100612	v6r	Q337
lemma/100678	v1r	Q331
lemma/101637	v1r	Q331
lemma/101999	v6r	Q337
lemma/102606	v1r	Q331
lemma/103064	v1r	Q331
lemma/109815	v1r	Q331
lemma/111013	v1r	Q331
lemma/115098	v2e	Q352
lemma/115099	v2r	Q332
lemma/117720	v1r	Q331
lemma/119714	v3r	Q334
lemma/120051	v3r	Q334
lemma/122391	v1r	Q331
lemma/123157	v1r	Q331
lemma/126145	v1r	Q331
lemma/126484	v3r	Q334
lemma/126532	v1r	Q331
lemma/126853	v3r	Q334
lemma/26244	v1r	Q331
lemma/31524	v4r	Q335
lemma/32549	v1r	Q331
lemma/38173	v1r	Q331
lemma/44886	v1d	Q330
lemma/47522	v3r	Q334
lemma/47663	v1r	Q331
lemma/47737	v1d	Q330
lemma/49141	v1r	Q331
lemma/50456	v1r	Q331
lemma/51618	v1r	Q331
lemma/58903	v1r	Q331
lemma/61116	v3r	Q334
lemma/70872	v2r	Q332
lemma/74004	v1r	Q331
lemma/75777	v3r	Q334
lemma/78173	v1r	Q331
lemma/87080	v1r	Q331
lemma/89616	v1r	Q331
lemma/90352	v1r	Q331
lemma/95522	v1r	Q331
lemma/96839	v1r	Q331
lemma/97348	v3r	Q334
lemma/97606	v3r	Q334
lemma/99651	v3r	Q334
lemma/99695	v3r	Q334
lemma/100970	v4d	Q340
lemma/101122	v3d	Q338
lemma/102147	v4r	Q335
lemma/102270	v4r	Q335
lemma/105588	v1d	Q330
lemma/105589	v1r	Q331
lemma/106959	v1r	Q331
lemma/108787	v2r	Q332
lemma/110340	v1r	Q331
lemma/114338	v2r	Q332
lemma/114520	v3r	Q334
lemma/116265	v6r	Q337
lemma/116803	v1r	Q331
lemma/117261	v1r	Q331
lemma/118905	v3r	Q334
lemma/119306	v3r	Q334
lemma/120140	v3r	Q334
lemma/120195	v3r	Q334
lemma/121119	v1r	Q331
lemma/122490	v3r	Q334
lemma/123101	v1r	Q331
lemma/126894	v2r	Q332
lemma/126937	v5r	Q336
lemma/127153	v1r	Q331
lemma/128476	v1r	Q331
lemma/130484	v3d	Q338
lemma/132556	v1d	Q330
lemma/141716	v1e	Q346
lemma/26870	v1d	Q330
lemma/31245	v1r	Q331
lemma/33133	v1r	Q331
lemma/34408	v1r	Q331
lemma/40878	v3r	Q334
lemma/43686	v1r	Q331
lemma/43834	v1r	Q331
lemma/46910	v4r	Q335
lemma/47886	v1r	Q331
lemma/48798	v3d	Q338
lemma/50541	v1r	Q331
lemma/52535	v1r	Q331
lemma/60099	v2r	Q332
lemma/74013	v1r	Q331
lemma/75369	v1r	Q331
lemma/75420	v1r	Q331
lemma/76287	v1r	Q331
lemma/82774	v1r	Q331
lemma/87424	v1r	Q331
lemma/89778	v1d	Q330
lemma/89779	v1r	Q331
lemma/90673	v2r	Q332
lemma/94437	v1r	Q331
lemma/94750	v3r	Q334
lemma/95355	v3r	Q334
lemma/96688	v5r	Q336
lemma/99065	v1r	Q331
lemma/99340	v1r	Q331
lemma/101587	v1r	Q331
lemma/101638	v1r	Q331
lemma/102573	v1r	Q331
lemma/102607	v3r	Q334
lemma/103116	v1d	Q330
lemma/105072	v3r	Q334
lemma/114379	v5r	Q336
lemma/119220	v1r	Q331
lemma/119323	v1r	Q331
lemma/122658	v5r	Q336
lemma/124944	v3r	Q334
lemma/126146	v3d	Q338
lemma/131033	v6r	Q337
lemma/131940	v1r	Q331
lemma/134392	v1r	Q331
lemma/134443	v1r	Q331
lemma/135468	v1r	Q331
lemma/27026	v1r	Q331
lemma/27882	v1r	Q331
lemma/28102	v4r	Q335
lemma/29108	v1r	Q331
lemma/30464	v3r	Q334
lemma/45262	v1d	Q330
lemma/48689	v1r	Q331
lemma/49658	v1r	Q331
lemma/50598	v1r	Q331
lemma/50950	v1r	Q331
lemma/56705	v1d	Q330
lemma/56776	v1r	Q331
lemma/58597	v1r	Q331
lemma/59002	v1r	Q331
lemma/59974	v6	Q345
lemma/70896	v1r	Q331
lemma/72402	v1r	Q331
lemma/73399	v1r	Q331
lemma/80319	v1r	Q331
lemma/80550	v1r	Q331
lemma/81776	v3r	Q334
lemma/87081	v1r	Q331
lemma/89510	v3r	Q334
lemma/89617	v3r	Q334
lemma/90353	v4r	Q335
lemma/94135	v4r	Q335
lemma/94184	v3r	Q334
lemma/94246	v3r	Q334
lemma/95815	v1r	Q331
lemma/98556	v4d	Q340
lemma/98557	v4r	Q335
lemma/100971	v3r	Q334
lemma/108272	v1r	Q331
lemma/110409	v1r	Q331
lemma/113552	v3r	Q334
lemma/114341	v4d	Q340
lemma/117262	v1r	Q331
lemma/118696	v3r	Q334
lemma/119256	v3r	Q334
lemma/119307	v1r	Q331
lemma/122823	v1r	Q331
lemma/122850	v1r	Q331
lemma/123567	v2r	Q332
lemma/123618	v3r	Q334
lemma/123977	v1r	Q331
lemma/126780	v6r	Q337
lemma/126895	v3r	Q334
lemma/126938	v3r	Q334
lemma/127039	v3r	Q334
lemma/129799	v1r	Q331
lemma/130051	v3r	Q334
lemma/131532	v1r	Q331
lemma/137224	v2r	Q332
lemma/26705	v1r	Q331
lemma/27214	v1d	Q330
lemma/27547	v1r	Q331
lemma/29157	v2r	Q332
lemma/32392	v1r	Q331
lemma/34437	v1r	Q331
lemma/41382	v1r	Q331
lemma/42227	v3r	Q334
lemma/47014	v1r	Q331
lemma/47926	v1r	Q331
lemma/49199	v3r	Q334
lemma/50509	v1r	Q331
lemma/52020	v1r	Q331
lemma/68646	v1r	Q331
lemma/75233	v3r	Q334
lemma/82310	v1r	Q331
lemma/88950	v1d	Q330
lemma/89628	v3r	Q334
lemma/90558	v1r	Q331
lemma/90736	v1r	Q331
lemma/91118	v2r	Q332
lemma/93929	v1d	Q330
lemma/93930	v1r	Q331
lemma/98820	v3r	Q334
lemma/99066	v1d	Q330
lemma/99342	v6r	Q337
lemma/101639	v3r	Q334
lemma/102475	v4r	Q335
lemma/103990	v1r	Q331
lemma/105008	v1r	Q331
lemma/106438	v1d	Q330
lemma/108681	v4r	Q335
lemma/113918	v1r	Q331
lemma/117492	v1r	Q331
lemma/122776	v2r	Q332
lemma/122969	v5d	Q341
lemma/128372	v2r	Q332
lemma/130384	v3r	Q334
lemma/131890	v1r	Q331
lemma/26428	v3r	Q334
lemma/27021	v1r	Q331
lemma/27215	v1r	Q331
lemma/28189	v1r	Q331
lemma/31392	v1r	Q331
lemma/33877	v1r	Q331
lemma/35051	v1r	Q331
lemma/39360	v1d	Q330
lemma/42069	v1r	Q331
lemma/47665	v1d	Q330
lemma/49092	v1r	Q331
lemma/49659	v1r	Q331
lemma/50419	v1d	Q330
lemma/52844	v4r	Q335
lemma/59429	v1r	Q331
lemma/63362	v1r	Q331
lemma/68908	v1r	Q331
lemma/69185	v1r	Q331
lemma/78241	v4r	Q335
lemma/80462	v1r	Q331
lemma/89567	v2r	Q332
lemma/94136	v2r	Q332
lemma/94185	v3r	Q334
lemma/94247	v1r	Q331
lemma/95300	v1r	Q331
lemma/95765	v1r	Q331
lemma/95816	v2r	Q332
lemma/97408	v1r	Q331
lemma/98509	v3r	Q334
lemma/101073	v1r	Q331
lemma/101536	v4r	Q335
lemma/102450	v3r	Q334
lemma/102966	v1r	Q331
lemma/103949	v4r	Q335
lemma/104657	v4r	Q335
lemma/106387	v3r	Q334
lemma/113553	v1r	Q331
lemma/114629	v1r	Q331
lemma/117263	v3r	Q334
lemma/117314	v3r	Q334
lemma/119308	v1r	Q331
lemma/120197	v3r	Q334
lemma/122492	v4r	Q335
lemma/122603	v4d	Q340
lemma/126781	v5r	Q336
lemma/126832	v2r	Q332
lemma/126939	v3r	Q334
lemma/127515	v5r	Q336
lemma/130389	v4r	Q335
lemma/131998	v1r	Q331
lemma/137374	v2r	Q332
lemma/142076	v6r	Q337
lemma/142120	v6d	Q353
lemma/27180	v1r	Q331
lemma/29163	v1r	Q331
lemma/32622	v1r	Q331
lemma/41899	v5r	Q336
lemma/42760	v3r	Q334
lemma/43377	v3r	Q334
lemma/45314	v1r	Q331
lemma/46181	v1r	Q331
lemma/46966	v1r	Q331
lemma/50143	v4r	Q335
lemma/58558	v1r	Q331
lemma/58819	v1r	Q331
lemma/60019	v3r	Q334
lemma/64847	v1r	Q331
lemma/73321	v1r	Q331
lemma/75793	v1r	Q331
lemma/75851	v1r	Q331
lemma/78635	v1r	Q331
lemma/79824	v1r	Q331
lemma/82980	v1r	Q331
lemma/89593	v3r	Q334
lemma/90559	v1r	Q331
lemma/91119	v3r	Q334
lemma/92445	v1r	Q331
lemma/95357	v1r	Q331
lemma/100679	v2r	Q332
lemma/100680	v3r	Q334
lemma/103067	v4r	Q335
lemma/103903	v3r	Q334
lemma/107996	v1r	Q331
lemma/109820	v1r	Q331
lemma/113419	v1r	Q331
lemma/114931	v3r	Q334
lemma/115589	v3d	Q338
lemma/117548	v4r	Q335
lemma/119150	v3r	Q334
lemma/119620	v1r	Q331
lemma/119717	v2d	Q347
lemma/120054	v4r	Q335
lemma/120094	v1d	Q330
lemma/120141	v2r	Q332
lemma/122392	v1r	Q331
lemma/123848	v1r	Q331
lemma/125455	v2r	Q332
lemma/126373	v1r	Q331
lemma/127962	v1r	Q331
lemma/128322	v1r	Q331
lemma/134394	v1r	Q331
lemma/26247	v4r	Q335
lemma/31527	v1r	Q331
lemma/37216	v1r	Q331
lemma/41843	v1r	Q331
lemma/50724	v1d	Q330
lemma/51011	v1r	Q331
lemma/58907	v1r	Q331
lemma/59436	v1r	Q331
lemma/59511	v1r	Q331
lemma/59976	v3r	Q334
lemma/82522	v1r	Q331
lemma/87033	v3r	Q334
lemma/87084	v3r	Q334
