lila_lemma	lila_inftype	inftype_qid
lemma/46520	v1r	Q331
lemma/47022	v1r	Q331
lemma/47335	v1r	Q331
lemma/47644	v1r	Q331
lemma/48068	v1r	Q331
lemma/48631	v1r	Q331
lemma/48712	v1r	Q331
lemma/49017	v1r	Q331
lemma/49630	v1r	Q331
lemma/50239	v1r	Q331
lemma/50570	v1r	Q331
lemma/51057	v1r	Q331
lemma/54008	v3r	Q334
lemma/54331	v1r	Q331
lemma/54847	v1r	Q331
lemma/55440	v1r	Q331
lemma/55500	v1r	Q331
lemma/56247	v3r	Q334
lemma/56275	v4r	Q335
lemma/57702	v1r	Q331
lemma/58727	v1r	Q331
lemma/59081	v1r	Q331
lemma/59463	v3r	Q334
lemma/59645	v1r	Q331
lemma/61019	v1r	Q331
lemma/63139	v1r	Q331
lemma/63151	v1d	Q330
lemma/63720	v1r	Q331
lemma/66263	v1r	Q331
lemma/67856	v1r	Q331
lemma/68850	v3e	Q339
lemma/70780	v1r	Q331
lemma/72129	v1r	Q331
lemma/73013	v4r	Q335
lemma/73020	v1r	Q331
lemma/73636	v1r	Q331
lemma/74381	v1r	Q331
lemma/74847	v1r	Q331
lemma/74964	v1r	Q331
lemma/75210	v1r	Q331
lemma/75659	v1r	Q331
lemma/75694	v1r	Q331
lemma/76758	v1d	Q330
lemma/76924	v1r	Q331
lemma/78304	v1r	Q331
lemma/78767	v1r	Q331
lemma/81151	v1r	Q331
lemma/81238	v1r	Q331
lemma/81672	v1r	Q331
lemma/81873	v1r	Q331
lemma/83363	v3r	Q334
lemma/83370	v1r	Q331
lemma/83414	v1d	Q330
lemma/85823	v3r	Q334
lemma/86771	v1r	Q331
lemma/87112	v3r	Q334
lemma/87568	v2r	Q332
lemma/87754	v1d	Q330
lemma/87755	v1r	Q331
lemma/88705	v1r	Q331
lemma/89237	v4r	Q335
lemma/89342	v3r	Q334
lemma/89811	v3r	Q334
lemma/89812	v4r	Q335
lemma/91511	v1r	Q331
lemma/92541	v5r	Q336
lemma/93548	v1r	Q331
lemma/94228	v3r	Q334
lemma/94498	v3r	Q334
lemma/95197	v1d	Q330
lemma/95198	v1r	Q331
lemma/95792	v1r	Q331
lemma/96272	v1r	Q331
lemma/96707	v3r	Q334
lemma/97040	v1r	Q331
lemma/98913	v3r	Q334
lemma/99320	v1r	Q331
lemma/99360	v3r	Q334
lemma/99404	v1d	Q330
lemma/99405	v1r	Q331
lemma/99464	v3r	Q334
lemma/100698	v1r	Q331
lemma/100738	v1r	Q331
lemma/101171	v1r	Q331
lemma/101667	v1r	Q331
lemma/101718	v3d	Q338
lemma/102099	v1r	Q331
lemma/102929	v1d	Q330
lemma/103094	v1r	Q331
lemma/103196	v1r	Q331
lemma/105711	v1r	Q331
lemma/106000	v2r	Q332
lemma/106592	v1r	Q331
lemma/107025	v3r	Q334
lemma/107787	v1r	Q331
lemma/107821	v1r	Q331
lemma/108063	v4r	Q335
lemma/108414	v1r	Q331
lemma/108459	v1r	Q331
lemma/108760	v5d	Q341
lemma/109784	v1d	Q330
lemma/109785	v1r	Q331
lemma/110011	v1d	Q330
lemma/110012	v1r	Q331
lemma/110720	v1r	Q331
lemma/111518	v1r	Q331
lemma/114437	v3r	Q334
lemma/114600	v1r	Q331
lemma/115699	v2r	Q332
lemma/115735	v1r	Q331
lemma/115736	v1d	Q330
lemma/115737	v1r	Q331
lemma/116246	v1r	Q331
lemma/116663	v3r	Q334
lemma/117017	v1r	Q331
lemma/117857	v3r	Q334
lemma/117908	v1r	Q331
lemma/118751	v1r	Q331
lemma/118946	v1r	Q331
lemma/119309	v3r	Q334
lemma/119335	v3r	Q334
lemma/119727	v1d	Q330
lemma/120306	v1r	Q331
lemma/122358	v1d	Q330
lemma/122403	v1r	Q331
lemma/122435	v1r	Q331
lemma/122621	v1r	Q331
lemma/122834	v5r	Q336
lemma/122862	v1r	Q331
lemma/123054	v1r	Q331
lemma/124004	v2r	Q332
lemma/126167	v1r	Q331
lemma/126367	v1d	Q330
lemma/126558	v1r	Q331
lemma/126944	v3r	Q334
lemma/127011	v1r	Q331
lemma/127067	v3r	Q334
lemma/129107	v1r	Q331
lemma/129878	v3r	Q334
lemma/130173	v2r	Q332
lemma/130183	v1r	Q331
lemma/130705	v1r	Q331
lemma/131408	v3r	Q334
lemma/136147	v1	Q344
lemma/136234	v2r	Q332
lemma/138507	v3r	Q334
lemma/27299	v1r	Q331
lemma/27651	v1r	Q331
lemma/27758	v4r	Q335
lemma/27903	v1r	Q331
lemma/28049	v1r	Q331
lemma/28408	v1r	Q331
lemma/30120	v1r	Q331
lemma/30467	v1r	Q331
lemma/32561	v1r	Q331
lemma/32626	v1r	Q331
lemma/32932	v1r	Q331
lemma/32987	v1r	Q331
lemma/33437	v1r	Q331
lemma/34760	v1r	Q331
lemma/36699	v1r	Q331
lemma/37377	v1r	Q331
lemma/39301	v1r	Q331
lemma/39484	v1r	Q331
lemma/42129	v3e	Q339
lemma/42979	v1r	Q331
lemma/43506	v4r	Q335
lemma/43991	v1r	Q331
lemma/46696	v1r	Q331
lemma/46826	v1r	Q331
lemma/47693	v4d	Q340
lemma/47758	v1r	Q331
lemma/48769	v1r	Q331
lemma/50678	v1r	Q331
lemma/50816	v1r	Q331
lemma/50883	v1r	Q331
lemma/52955	v1r	Q331
lemma/53077	v4r	Q335
lemma/53482	v1r	Q331
lemma/53810	v1r	Q331
lemma/54740	v3r	Q334
lemma/56177	v4r	Q335
lemma/56243	v1r	Q331
lemma/58268	v1r	Q331
lemma/58471	v1r	Q331
lemma/58620	v1r	Q331
lemma/58625	v1d	Q330
lemma/59230	v1r	Q331
lemma/59345	v1r	Q331
lemma/59699	v1r	Q331
lemma/59756	v1r	Q331
lemma/61609	v1r	Q331
lemma/61924	v4r	Q335
lemma/62641	v1r	Q331
lemma/63548	v1r	Q331
lemma/63764	v1r	Q331
lemma/66858	v4r	Q335
lemma/67401	v1r	Q331
lemma/67837	v1r	Q331
lemma/71972	v1r	Q331
lemma/72746	v1r	Q331
lemma/73272	v2r	Q332
lemma/74016	v1r	Q331
lemma/75236	v1r	Q331
lemma/75342	v1r	Q331
lemma/76139	v1r	Q331
lemma/76378	v1r	Q331
lemma/76413	v4r	Q335
lemma/79300	v4r	Q335
lemma/79322	v1r	Q331
lemma/79631	v1r	Q331
lemma/81647	v1r	Q331
lemma/82709	v1r	Q331
lemma/82905	v1r	Q331
lemma/83006	v1r	Q331
lemma/85087	v1d	Q330
lemma/85915	v1r	Q331
lemma/86321	v4r	Q335
lemma/87651	v1d	Q330
lemma/87652	v1r	Q331
lemma/88677	v1d	Q330
lemma/88678	v1r	Q331
lemma/89642	v1r	Q331
lemma/89646	v1r	Q331
lemma/90378	v3r	Q334
lemma/91983	v1r	Q331
lemma/93153	v1r	Q331
lemma/93957	v2r	Q332
lemma/93958	v4r	Q335
lemma/94267	v3r	Q334
lemma/94410	v1r	Q331
lemma/95435	v2r	Q332
lemma/95579	v1d	Q330
lemma/96404	v1d	Q330
lemma/99711	v1r	Q331
lemma/99743	v1r	Q331
lemma/102349	v1r	Q331
lemma/102585	v1r	Q331
lemma/102886	v3r	Q334
lemma/103319	v3r	Q334
lemma/103921	v1r	Q331
lemma/104063	v1r	Q331
lemma/104489	v3r	Q334
lemma/105497	v1r	Q331
lemma/105548	v4r	Q335
lemma/106787	v1r	Q331
lemma/106874	v1r	Q331
lemma/106925	v1r	Q331
lemma/107434	v1r	Q331
lemma/108352	v3r	Q334
lemma/108723	v1r	Q331
lemma/109467	v1r	Q331
lemma/110995	v1d	Q330
lemma/110996	v1r	Q331
lemma/113581	v2r	Q332
lemma/114003	v1d	Q330
lemma/114004	v1r	Q331
lemma/116889	v3r	Q334
lemma/118061	v1r	Q331
lemma/118160	v1r	Q331
lemma/119275	v3r	Q334
lemma/119285	v3r	Q334
lemma/119373	v1r	Q331
lemma/120762	v1r	Q331
lemma/122571	v1d	Q330
lemma/122572	v1r	Q331
lemma/122622	v3r	Q334
lemma/122678	v1r	Q331
lemma/122729	v1r	Q331
lemma/122730	v3r	Q334
lemma/122891	v3r	Q334
lemma/123647	v2r	Q332
lemma/123648	v3r	Q334
lemma/125314	v1d	Q330
lemma/126508	v3r	Q334
lemma/126870	v3r	Q334
lemma/126967	v3r	Q334
lemma/129201	v6r	Q337
lemma/129803	v1r	Q331
lemma/131071	v1d	Q330
lemma/131072	v1r	Q331
lemma/131217	v1r	Q331
lemma/131668	v1r	Q331
lemma/137384	v1r	Q331
lemma/26274	v1r	Q331
lemma/26325	v1r	Q331
lemma/27243	v1r	Q331
lemma/27274	v1r	Q331
lemma/27880	v3r	Q334
lemma/28564	v1r	Q331
lemma/33548	v1r	Q331
lemma/34057	v1r	Q331
lemma/35792	v1r	Q331
lemma/36817	v1r	Q331
lemma/38154	v1r	Q331
lemma/38909	v1r	Q331
lemma/43047	v1r	Q331
lemma/43915	v5r	Q336
lemma/45051	v1r	Q331
lemma/46418	v1r	Q331
lemma/47308	v1r	Q331
lemma/49755	v1r	Q331
lemma/50622	v1r	Q331
lemma/52973	v3r	Q334
lemma/53942	v7e	Q343
lemma/54281	v1r	Q331
lemma/58361	v3r	Q334
lemma/58677	v1r	Q331
lemma/58835	v1r	Q331
lemma/59139	v1r	Q331
lemma/68755	v2	Q342
lemma/72380	v1d	Q330
lemma/72988	v1r	Q331
lemma/75388	v3r	Q334
lemma/76265	v1r	Q331
lemma/76316	v1d	Q330
lemma/76447	v1r	Q331
lemma/79688	v1r	Q331
lemma/80444	v1r	Q331
lemma/80980	v1r	Q331
lemma/82446	v1r	Q331
lemma/83364	v1r	Q331
lemma/83415	v1r	Q331
lemma/87113	v3r	Q334
lemma/87569	v4r	Q335
lemma/88951	v1r	Q331
lemma/90273	v1r	Q331
lemma/90530	v1r	Q331
lemma/90805	v1r	Q331
lemma/93033	v1r	Q331
lemma/94200	v4r	Q335
lemma/95155	v1d	Q330
lemma/95156	v1r	Q331
lemma/95793	v2r	Q332
lemma/96275	v1d	Q330
lemma/96869	v3r	Q334
lemma/98177	v1r	Q331
lemma/98197	v1r	Q331
lemma/99554	v3r	Q334
lemma/100592	v1r	Q331
lemma/100643	v2r	Q332
lemma/101074	v3d	Q338
lemma/101203	v3r	Q334
lemma/102015	v1r	Q331
lemma/104474	v1r	Q331
lemma/105089	v2r	Q332
lemma/105441	v3r	Q334
lemma/106001	v5r	Q336
lemma/107792	v1r	Q331
lemma/107843	v2r	Q332
lemma/108092	v1d	Q330
lemma/109767	v1r	Q331
lemma/111230	v5r	Q336
lemma/112306	v1r	Q331
lemma/113944	v1r	Q331
lemma/114198	v3r	Q334
lemma/114249	v1r	Q331
lemma/114550	v1r	Q331
lemma/114601	v3r	Q334
lemma/116196	v5r	Q336
lemma/116407	v1r	Q331
lemma/116667	v3r	Q334
lemma/116692	v1r	Q331
lemma/117020	v3r	Q334
lemma/117903	v1r	Q331
lemma/118311	v3d	Q338
lemma/118312	v3r	Q334
lemma/119336	v3r	Q334
lemma/119729	v3r	Q334
lemma/122404	v1r	Q331
lemma/122434	v1r	Q331
lemma/122811	v1r	Q331
lemma/122836	v3r	Q334
lemma/122863	v1r	Q331
lemma/126043	v1r	Q331
lemma/126860	v5d	Q341
lemma/126911	v1r	Q331
lemma/127012	v3r	Q334
lemma/127068	v1r	Q331
lemma/128040	v1r	Q331
lemma/130235	v1r	Q331
lemma/26310	v1r	Q331
lemma/30471	v1r	Q331
lemma/32064	v1r	Q331
lemma/32988	v1r	Q331
lemma/33441	v1r	Q331
lemma/35435	v1r	Q331
lemma/37786	v1r	Q331
lemma/43475	v1r	Q331
lemma/44069	v1r	Q331
lemma/44314	v1r	Q331
lemma/46776	v1r	Q331
lemma/46827	v1r	Q331
lemma/47694	v1r	Q331
lemma/47745	v1r	Q331
lemma/48305	v1r	Q331
lemma/50679	v1d	Q330
lemma/50980	v1r	Q331
lemma/57244	v1r	Q331
lemma/59460	v1d	Q330
lemma/59733	v4d	Q340
lemma/60178	v1r	Q331
lemma/62038	v4r	Q335
lemma/66869	v4r	Q335
lemma/67085	v1r	Q331
lemma/67271	v1r	Q331
lemma/67692	v4r	Q335
lemma/68296	v1r	Q331
lemma/69890	v1r	Q331
lemma/72512	v1r	Q331
lemma/74224	v1r	Q331
lemma/75144	v1r	Q331
lemma/75378	v1r	Q331
lemma/76261	v1d	Q330
lemma/76858	v1r	Q331
lemma/77458	v1d	Q330
lemma/77530	v1r	Q331
lemma/78714	v2r	Q332
lemma/82125	v1r	Q331
lemma/82855	v1r	Q331
lemma/83932	v1r	Q331
lemma/84087	v1r	Q331
lemma/84160	v1r	Q331
lemma/84333	v1r	Q331
lemma/87476	v3d	Q338
lemma/89647	v1r	Q331
lemma/90638	v2r	Q332
lemma/90851	v3r	Q334
lemma/92924	v1r	Q331
lemma/94297	v3d	Q338
lemma/94411	v1r	Q331
lemma/94652	v1r	Q331
lemma/94699	v1r	Q331
lemma/95385	v1r	Q331
lemma/95436	v3r	Q334
lemma/95580	v1r	Q331
lemma/96400	v1r	Q331
lemma/96405	v1d	Q330
lemma/98586	v1r	Q331
lemma/98843	v1r	Q331
lemma/99744	v3r	Q334
lemma/100627	v5r	Q336
lemma/101648	v1r	Q331
lemma/103533	v1r	Q331
lemma/103877	v3r	Q334
lemma/104064	v4r	Q335
lemma/104577	v1r	Q331
lemma/105057	v1d	Q330
lemma/106875	v2r	Q332
lemma/107435	v3r	Q334
lemma/110804	v1d	Q330
lemma/111041	v1r	Q331
lemma/114363	v3r	Q334
lemma/114658	v1r	Q331
lemma/114742	v1r	Q331
lemma/115574	v1d	Q330
lemma/119191	v4r	Q335
lemma/119276	v1r	Q331
lemma/119374	v4r	Q335
lemma/119577	v1r	Q331
lemma/119639	v3r	Q334
lemma/120079	v3r	Q334
lemma/122386	v3r	Q334
lemma/122593	v1d	Q330
lemma/122616	v1r	Q331
lemma/122623	v2r	Q332
lemma/122672	v4r	Q335
lemma/122679	v1r	Q331
lemma/122892	v1r	Q331
lemma/125075	v1r	Q331
lemma/125943	v1r	Q331
lemma/125999	v4r	Q335
lemma/126452	v1r	Q331
lemma/126503	v2r	Q332
lemma/126872	v3r	Q334
lemma/127532	v1r	Q331
lemma/133147	v1r	Q331
lemma/136467	v2r	Q332
lemma/138012	v1r	Q331
lemma/141975	v1r	Q331
lemma/142044	v3e	Q339
lemma/27116	v1r	Q331
lemma/27219	v1r	Q331
lemma/27244	v1r	Q331
lemma/27685	v1r	Q331
lemma/28600	v1r	Q331
lemma/29456	v3r	Q334
lemma/30229	v2r	Q332
lemma/30995	v1r	Q331
lemma/30997	v4r	Q335
lemma/31246	v1r	Q331
lemma/32473	v1	Q344
lemma/35084	v1r	Q331
lemma/36829	v1r	Q331
lemma/42592	v1r	Q331
lemma/43048	v3r	Q334
lemma/43081	v3r	Q334
lemma/43850	v1r	Q331
lemma/44017	v1r	Q331
lemma/46186	v1r	Q331
lemma/46261	v3r	Q334
lemma/46368	v1r	Q331
lemma/46419	v1r	Q331
lemma/46888	v1r	Q331
lemma/47123	v1r	Q331
lemma/47331	v1r	Q331
lemma/47337	v1r	Q331
lemma/48237	v1r	Q331
lemma/49097	v1r	Q331
lemma/50572	v3e	Q339
lemma/50901	v1r	Q331
lemma/52208	v1r	Q331
lemma/52504	v3r	Q334
lemma/52974	v1r	Q331
lemma/53812	v1r	Q331
lemma/53892	v1r	Q331
lemma/54411	v1r	Q331
lemma/54430	v3e	Q339
lemma/54528	v3r	Q334
lemma/56327	v1r	Q331
lemma/56736	v1r	Q331
lemma/58678	v4r	Q335
lemma/59102	v1r	Q331
lemma/59647	v1r	Q331
lemma/59953	v1r	Q331
lemma/60071	v1r	Q331
lemma/63198	v1r	Q331
lemma/63436	v1r	Q331
lemma/64518	v1r	Q331
lemma/67680	v1r	Q331
lemma/68739	v1r	Q331
lemma/72381	v1r	Q331
lemma/72897	v1r	Q331
lemma/72948	v1r	Q331
lemma/75757	v1r	Q331
lemma/75803	v1r	Q331
lemma/75809	v1d	Q330
lemma/76088	v1r	Q331
lemma/76774	v3r	Q334
lemma/79960	v2r	Q332
lemma/80017	v1r	Q331
lemma/80540	v1r	Q331
lemma/83416	v1r	Q331
lemma/87058	v3d	Q338
lemma/87584	v1r	Q331
lemma/88709	v1r	Q331
lemma/89180	v3r	Q334
lemma/90531	v1r	Q331
lemma/90996	v2r	Q332
lemma/92460	v1r	Q331
lemma/92474	v1r	Q331
lemma/93851	v1r	Q331
lemma/94519	v1r	Q331
lemma/95794	v1r	Q331
lemma/96276	v1d	Q330
lemma/98568	v1r	Q331
lemma/99323	v4r	Q335
lemma/99606	v3r	Q334
lemma/101172	v1r	Q331
lemma/102063	v1r	Q331
lemma/102122	v2r	Q332
lemma/102229	v3r	Q334
lemma/103556	v1r	Q331
lemma/104429	v1r	Q331
lemma/104473	v1d	Q330
lemma/105148	v1r	Q331
lemma/106593	v1r	Q331
lemma/108415	v1r	Q331
lemma/108762	v1r	Q331
lemma/111231	v6r	Q337
lemma/111470	v1r	Q331
lemma/114199	v4r	Q335
lemma/116197	v6r	Q337
lemma/117803	v3r	Q334
lemma/118777	v1d	Q330
lemma/118778	v1r	Q331
lemma/119337	v1r	Q331
lemma/119602	v1r	Q331
lemma/119695	v1d	Q330
lemma/119696	v1r	Q331
lemma/120114	v1r	Q331
lemma/122405	v1r	Q331
lemma/122812	v2r	Q332
lemma/122835	v2r	Q332
lemma/123359	v1r	Q331
lemma/124763	v4r	Q335
lemma/126861	v5r	Q336
lemma/129202	v2r	Q332
lemma/130472	v1r	Q331
lemma/131287	v3r	Q334
lemma/136876	v1r	Q331
lemma/141640	v4r	Q335
lemma/142196	v3r	Q334
lemma/26684	v1r	Q331
lemma/27036	v1r	Q331
lemma/27082	v1r	Q331
lemma/27509	v1r	Q331
lemma/27653	v1r	Q331
lemma/27766	v1r	Q331
lemma/28162	v1r	Q331
lemma/30071	v1r	Q331
lemma/32933	v1r	Q331
lemma/33391	v1r	Q331
lemma/39025	v1r	Q331
lemma/40715	v3r	Q334
lemma/42381	v6r	Q337
lemma/47039	v1r	Q331
lemma/47682	v1r	Q331
lemma/47695	v1	Q344
lemma/47746	v1r	Q331
lemma/47826	v1r	Q331
lemma/49173	v1r	Q331
lemma/50874	v1r	Q331
lemma/52566	v1r	Q331
lemma/55302	v6	Q345
lemma/55818	v4r	Q335
lemma/55864	v1d	Q330
lemma/61131	v1r	Q331
lemma/65845	v1r	Q331
lemma/66598	v1r	Q331
lemma/67272	v1d	Q330
lemma/70277	v1r	Q331
lemma/73049	v3r	Q334
lemma/73810	v3r	Q334
lemma/75344	v1r	Q331
lemma/75968	v1r	Q331
lemma/77427	v1r	Q331
lemma/79842	v1r	Q331
lemma/80573	v1r	Q331
lemma/82856	v1r	Q331
lemma/83915	v1r	Q331
lemma/87441	v1d	Q330
lemma/87654	v4r	Q335
lemma/89597	v3r	Q334
lemma/89643	v1r	Q331
lemma/89648	v3r	Q334
lemma/90652	v3r	Q334
lemma/92026	v1r	Q331
lemma/94738	v3r	Q334
lemma/94877	v3d	Q338
lemma/96406	v3r	Q334
lemma/97897	v1r	Q331
lemma/97978	v1r	Q331
lemma/98071	v1r	Q331
lemma/98587	v1r	Q331
lemma/99096	v2r	Q332
lemma/101568	v1r	Q331
lemma/101613	v3r	Q334
lemma/102017	v2r	Q332
lemma/102318	v1r	Q331
lemma/103881	v3d	Q338
lemma/103922	v4r	Q335
lemma/104693	v1r	Q331
lemma/105058	v4r	Q335
lemma/105499	v1r	Q331
lemma/106411	v2r	Q332
lemma/106876	v3r	Q334
lemma/107845	v1r	Q331
lemma/108405	v3r	Q334
lemma/108641	v3r	Q334
lemma/108688	v3r	Q334
lemma/109366	v1r	Q331
lemma/109731	v3r	Q334
lemma/110998	v2r	Q332
lemma/111339	v1r	Q331
lemma/112115	v1d	Q330
lemma/112665	v2r	Q332
lemma/116636	v3r	Q334
lemma/116902	v4r	Q335
lemma/118113	v1r	Q331
lemma/118660	v4d	Q340
lemma/118670	v1r	Q331
lemma/118721	v1r	Q331
lemma/119192	v1r	Q331
lemma/119277	v3r	Q334
lemma/119311	v6r	Q337
lemma/120174	v1r	Q331
lemma/120209	v3r	Q334
lemma/122573	v1r	Q331
lemma/122618	v1r	Q331
lemma/122624	v2r	Q332
lemma/122648	v3r	Q334
lemma/124704	v1r	Q331
lemma/125815	v1r	Q331
lemma/126453	v1r	Q331
lemma/126504	v3r	Q334
lemma/126873	v1r	Q331
lemma/126969	v3r	Q334
lemma/128447	v1r	Q331
lemma/128512	v1r	Q331
lemma/128759	v1r	Q331
lemma/130645	v3r	Q334
lemma/130971	v1r	Q331
lemma/135859	v1d	Q330
lemma/136519	v1r	Q331
lemma/142037	v3r	Q334
lemma/26220	v4r	Q335
lemma/27062	v1r	Q331
lemma/27194	v4r	Q335
lemma/28343	v1r	Q331
lemma/29647	v3r	Q334
lemma/30824	v1r	Q331
lemma/32068	v1r	Q331
lemma/34059	v1r	Q331
lemma/36743	v1r	Q331
lemma/36992	v1r	Q331
lemma/40211	v1r	Q331
lemma/41637	v4r	Q335
lemma/42024	v1r	Q331
lemma/43049	v1r	Q331
lemma/45293	v4r	Q335
lemma/46193	v1r	Q331
lemma/46313	v1r	Q331
lemma/46721	v1r	Q331
lemma/46962	v1r	Q331
lemma/47034	v1r	Q331
lemma/50437	v1r	Q331
lemma/50573	v1r	Q331
lemma/54267	v1r	Q331
lemma/57666	v1r	Q331
lemma/58652	v4r	Q335
lemma/58847	v1r	Q331
lemma/59688	v1r	Q331
lemma/59905	v3r	Q334
lemma/60072	v1r	Q331
lemma/60081	v1r	Q331
lemma/61592	v1r	Q331
lemma/64956	v1r	Q331
lemma/66335	v1r	Q331
lemma/69893	v1r	Q331
lemma/70980	v1r	Q331
lemma/75753	v1r	Q331
lemma/75813	v1r	Q331
lemma/76489	v1r	Q331
lemma/78383	v1r	Q331
lemma/81834	v3r	Q334
lemma/82397	v1r	Q331
lemma/82800	v3r	Q334
lemma/85712	v1r	Q331
lemma/85768	v1r	Q331
lemma/87388	v1r	Q331
lemma/89645	v1r	Q331
lemma/90532	v3r	Q334
lemma/90578	v1r	Q331
lemma/91449	v1d	Q330
lemma/91450	v1r	Q331
lemma/93852	v1r	Q331
lemma/94004	v3r	Q334
lemma/94202	v2r	Q332
lemma/94229	v1r	Q331
lemma/98179	v5r	Q336
lemma/98480	v3r	Q334
lemma/98531	v4r	Q335
lemma/98996	v6r	Q337
lemma/99040	v1r	Q331
lemma/99361	v1r	Q331
lemma/99607	v3r	Q334
lemma/100645	v1r	Q331
lemma/101078	v1r	Q331
lemma/101609	v3r	Q334
lemma/102123	v3r	Q334
lemma/102996	v1r	Q331
lemma/106519	v3r	Q334
lemma/107519	v1r	Q331
lemma/107788	v3r	Q334
lemma/107822	v5d	Q341
lemma/108170	v1r	Q331
lemma/108763	v3r	Q334
lemma/111232	v1r	Q331
lemma/111522	v1r	Q331
lemma/112072	v4d	Q340
lemma/112073	v4r	Q335
lemma/113809	v1r	Q331
lemma/114552	v1r	Q331
lemma/114603	v3r	Q334
lemma/117183	v3r	Q334
lemma/118947	v5d	Q341
lemma/119646	v1r	Q331
lemma/119701	v1r	Q331
lemma/119712	v5r	Q336
lemma/120118	v1r	Q331
lemma/120741	v3r	Q334
lemma/122359	v4r	Q335
lemma/122406	v3r	Q334
lemma/122837	v1r	Q331
lemma/122864	v1d	Q330
lemma/122865	v1r	Q331
lemma/123491	v1r	Q331
lemma/126045	v3r	Q334
lemma/126168	v2r	Q332
lemma/126862	v5r	Q336
lemma/126874	v3r	Q334
lemma/126913	v3r	Q334
lemma/127014	v1d	Q330
lemma/127887	v1d	Q330
lemma/129203	v3r	Q334
lemma/129724	v1r	Q331
lemma/132997	v1r	Q331
lemma/141641	v1r	Q331
lemma/26736	v1r	Q331
lemma/28980	v1r	Q331
lemma/29470	v1r	Q331
lemma/31965	v1r	Q331
lemma/32489	v1r	Q331
lemma/33843	v1r	Q331
lemma/34412	v1r	Q331
lemma/39210	v1r	Q331
lemma/40916	v1r	Q331
lemma/40955	v1r	Q331
lemma/42348	v1r	Q331
lemma/42699	v1r	Q331
lemma/46751	v3r	Q334
lemma/46778	v3r	Q334
lemma/47696	v1r	Q331
lemma/48256	v1r	Q331
lemma/48307	v1r	Q331
lemma/50510	v1r	Q331
lemma/50549	v1r	Q331
lemma/50992	v1r	Q331
lemma/54082	v1r	Q331
lemma/56279	v1r	Q331
lemma/56431	v3r	Q334
lemma/58164	v1r	Q331
lemma/59063	v1d	Q330
lemma/59490	v1r	Q331
lemma/59846	v1r	Q331
lemma/61450	v1r	Q331
lemma/66355	v1r	Q331
lemma/68298	v1r	Q331
lemma/69184	v1r	Q331
lemma/72518	v1r	Q331
lemma/73867	v1r	Q331
lemma/75345	v1r	Q331
lemma/75409	v3r	Q334
lemma/76263	v1r	Q331
lemma/80828	v1r	Q331
lemma/90073	v2r	Q332
lemma/90340	v2r	Q332
lemma/90653	v3r	Q334
lemma/94782	v5r	Q336
lemma/94859	v1r	Q331
lemma/94878	v2r	Q332
lemma/95438	v3r	Q334
lemma/95858	v1r	Q331
lemma/98109	v1r	Q331
lemma/98294	v1r	Q331
lemma/98588	v4r	Q335
lemma/98874	v1r	Q331
lemma/98940	v5r	Q336
lemma/99041	v1r	Q331
lemma/99097	v3r	Q334
lemma/101139	v1r	Q331
lemma/101569	v1d	Q330
lemma/101570	v1r	Q331
lemma/101979	v1r	Q331
lemma/102350	v1r	Q331
lemma/102731	v4r	Q335
lemma/106788	v3r	Q334
lemma/106928	v3r	Q334
lemma/107846	v1r	Q331
lemma/108027	v1r	Q331
lemma/108606	v3r	Q334
lemma/108724	v2r	Q332
lemma/110805	v3d	Q338
lemma/110806	v3r	Q334
lemma/113440	v1d	Q330
lemma/113441	v1r	Q331
lemma/116637	v5r	Q336
lemma/117246	v1r	Q331
lemma/117294	v2r	Q332
lemma/119278	v1r	Q331
lemma/119288	v3r	Q334
lemma/119313	v3d	Q338
lemma/119314	v3r	Q334
lemma/119747	v1r	Q331
lemma/119965	v1r	Q331
lemma/120695	v1r	Q331
lemma/122574	v2r	Q332
lemma/122619	v3d	Q338
lemma/122625	v3r	Q334
lemma/123599	v4r	Q335
lemma/123951	v3r	Q334
lemma/125376	v3r	Q334
lemma/126454	v3r	Q334
lemma/127372	v1r	Q331
lemma/130073	v3r	Q334
lemma/136821	v3r	Q334
lemma/137387	v1r	Q331
lemma/137400	v1r	Q331
lemma/142038	v4r	Q335
lemma/26170	v1r	Q331
lemma/27195	v1r	Q331
lemma/28047	v1r	Q331
lemma/31161	v4r	Q335
lemma/35795	v1r	Q331
lemma/36406	v1r	Q331
lemma/38164	v1r	Q331
lemma/39078	v1r	Q331
lemma/42905	v1r	Q331
lemma/43890	v1r	Q331
lemma/46607	v1d	Q330
lemma/46722	v1r	Q331
lemma/46806	v1r	Q331
lemma/47640	v1r	Q331
lemma/47950	v1r	Q331
lemma/48496	v3r	Q334
lemma/49156	v1r	Q331
lemma/49634	v1r	Q331
lemma/50996	v1r	Q331
lemma/51599	v1r	Q331
lemma/52103	v6	Q345
lemma/57655	v1r	Q331
lemma/59082	v1r	Q331
lemma/59950	v1r	Q331
lemma/60124	v1r	Q331
lemma/67733	v1r	Q331
lemma/68809	v4r	Q335
lemma/73131	v1r	Q331
lemma/74377	v1r	Q331
lemma/76283	v4r	Q335
lemma/78638	v1r	Q331
lemma/78996	v3r	Q334
lemma/81135	v1r	Q331
lemma/82750	v3r	Q334
lemma/83407	v1r	Q331
lemma/84744	v5r	Q336
lemma/88613	v3r	Q334
lemma/88982	v1r	Q331
lemma/89620	v1r	Q331
lemma/91700	v4d	Q340
lemma/91701	v4r	Q335
lemma/92461	v1r	Q331
