token_id	wikibase_qid
005.SCG*LB3.CP15++3.N.-2.24-6.26-9W11	Q6265
005.SCG*LB1.CP-5++8.N.-2.2-3.4-1W5	Q6266
005.SCG*LB3.CP15++2.N.-3.1-2.3-2W3	Q6267
005.SCG*LB1.CP-7++1.N.15.1-1.5-7W12	Q6268
005.SCG*LB1.CP-5++7.N.-9.5-4.9-7W24	Q6269
005.SCG*LB1.CP-6++5.N.-9.11-2.12-6W7	Q6270
005.SCG*LB4.CP-1++1.N.17.12-5.15-2W10	Q6271
005.SCG*LB3.CP-4++1.N.-1.21-5.25-1W7	Q6272
005.SCG*LB1.CP-6++5.N.-4.10-4.16-7W33	Q6273
005.SCG*LB1.CP-5++1.N.12.9-1.12-2W20	Q6274
005.SCG*LB1.CP-6++4.N.-1.13-1.13-4W4	Q6275
005.SCG*LB3.CP-4++6.N.-2.6-8.7-5W6	Q6276
005.SCG*LB1.CP-6++9.N.12.11-1.11-7W5	Q6277
005.SCG*LB4.CP-7++2.N.10.4-3.7-2W10	Q6278
005.SCG*LB1.CP-6++9.N.16.1-1.6-2W7	Q6279
005.SCG*LB1.CP-6++3.N.-2.9-6.11-2W11	Q6280
005.SCG*LB1.CP-6++7.N.-5.7-1.9-1W16	Q6281
005.SCG*LB3.CP-4++6.N.-4.1-2.4-5W18	Q6282
005.SCG*LB1.CP-6++6.N.10.5-5.7-4W8	Q6283
005.SCG*LB1.CP-7++1.N.-7.3-3.7-2W10	Q6284
005.SCG*LB3.CP11++8.N.-4.7-2.10-3W19	Q6285
005.SCG*LB1.CP-6++9.N.-4.7-5.11-6W17	Q6286
005.SCG*LB1.CP-7++1.N.14.1-1.5-4W17	Q6287
005.SCG*LB1.CP-6++8.N.-3.4-1.6-1W4	Q6288
005.SCG*LB2.CP-7++4.N.-5.15-5.18-4W16	Q6289
005.SCG*LB3.CP-7++1.N.-8.6-6.11-7W7	Q6290
005.SCG*LB4.CP-8++3.N.23.10-1.18-6W24	Q6291
005.SCG*LB3.CP-7++6.N.-5.14-4.17-4W16	Q6292
005.SCG*LB3.CP-5++5.N.-6.7-4.12-1W8	Q6293
005.SCG*LB1.CP-5++7.N.11.5-3.8-7W27	Q6294
005.SCG*LB4.CP--++8.N.-2.19-4.26-1W46	Q6295
005.SCG*LB1.CP-7++0.N.-5.1-2.2-4W4	Q6296
005.SCG*LB2.CP10++0.N.-2.1-1.8-6W24	Q6297
005.SCG*LB2.CP10++1.N.-2.11-1.14-4W8	Q6298
005.SCG*LB4.CP-5++5.N.13.6-1.9-1W11	Q6299
005.SCG*LB1.CP-7++1.N.11.4-2.8-3W11	Q6300
005.SCG*LB2.CP10++1.N.-2.14-5.18-5W18	Q6301
005.SCG*LB1.CP-5++0.N.-7.1-2.5-4W2	Q6302
005.SCG*LB3.CP-6++2.N.-4.11-6.13-5W4	Q6303
005.SCG*LB1.CP-5++0.N.-5.4-4.6-1W10	Q6304
005.SCG*LB1.CP-5++0.N.-5.1-2.2-2W3	Q6305
005.SCG*LB3.CP-4++6.N.-9.1-1.4-2W12	Q6306
005.SCG*LB1.CP-5++5.N.-3.1-1.3-3W11	Q6307
005.SCG*LB1.CP-7++0.N.-5.5-2.10-1W9	Q6308
005.SCG*LB1.CP-6++9.N.17.4-6.5-6W9	Q6309
005.SCG*LB1.CP-6++6.N.14.5-4.6-1W5	Q6310
005.SCG*LB3.CP-5++6.N.-2.9-5.13-7W27	Q6311
005.SCG*LB1.CP-6++9.N.-1.1-1.2-3W8	Q6312
005.SCG*LB2.CP-9++8.N.14.6-5.10-6W9	Q6313
005.SCG*LB1.CP-6++3.N.-2.2-2.6-2W17	Q6314
005.SCG*LB1.CP-7++1.N.-8.10-4.11-1W1	Q6315
005.SCG*LB2.CP-9++8.N.11.8-3.12-3W9	Q6316
005.SCG*LB2.CP-9++8.N.-9.22-2.27-2W8	Q6317
005.SCG*LB1.CP-6++6.N.11.1-1.4-6W12	Q6318
005.SCG*LB1.CP-5++0.N.-2.15-1.16-5W5	Q6319
005.SCG*LB1.CP-7++0.N.-5.1-2.2-4W2	Q6320
005.SCG*LB3.CP-5++6.N.-7.6-3.9-4W20	Q6321
005.SCG*LB1.CP-7++1.N.14.13-2.17-1W19	Q6322
005.SCG*LB3.CP11++8.N.-4.1-2.3-2W12	Q6323
005.SCG*LB1.CP10++2.N.-5.20-1.21-7W6	Q6324
005.SCG*LB3.CP-4++0.N.-1.4-3.10-3W22	Q6325
005.SCG*LB3.CP-4++8.N.-1.1-1.9-1W29	Q6326
005.SCG*LB1.CP-6++5.N.10.1-2.5-3W22	Q6327
005.SCG*LB1.CP-6++6.N.-3.4-4.6-2W12	Q6328
005.SCG*LB3.CP-5++6.N.-7.15-4.19-1W10	Q6329
005.SCG*LB3.CP-5++6.N.-3.6-2.7-3W3	Q6330
005.SCG*LB1.CP-1++1.N.-6.2-3.5-4W7	Q6331
005.SCG*LB1.CP-7++0.N.-4.11-3.13-4W5	Q6332
005.SCG*LB3.CP-4++9.N.-3.14-4.15-5W7	Q6333
005.SCG*LB1.CP-6++6.N.-6.6-2.8-4W14	Q6334
005.SCG*LB1.CP-6++9.N.15.9-6.13-4W8	Q6335
005.SCG*LB1.CP-5++0.N.-1.1-1.8-3W17	Q6336
005.SCG*LB1.CP-5++4.N.-7.8-1.15-2W36	Q6337
005.SCG*LB3.CP-4++1.N.-1.3-1.8-2W16	Q6338
005.SCG*LB3.CP-4++1.N.-3.12-7.16-1W5	Q6339
005.SCG*LB2.CP--++2.N.-5.3-2.5-7W10	Q6340
005.SCG*LB1.CP-5++0.N.-6.1-2.3-2W2	Q6341
005.SCG*LB1.CP-5++0.N.-1.1-1.8-3W28	Q6342
005.SCG*LB1.CP-7++0.N.-3.13-5.14-7W7	Q6343
005.SCG*LB3.CP15++4.N.10.6-1.13-2W14	Q6344
005.SCG*LB1.CP-6++5.N.-4.7-2.10-3W5	Q6345
005.SCG*LB1.CP-7++1.N.11.8-4.12-3W20	Q6346
005.SCG*LB2.CP10++0.N.-2.23-5.26-2W7	Q6347
005.SCG*LB3.CP15++4.N.-9.6-4.11-8W22	Q6348
005.SCG*LB1.CP-6++5.N.-9.33-2.34-5W5	Q6349
005.SCG*LB2.CP-9++8.N.-3.1-1.10-5W45	Q6350
005.SCG*LB1.CP-6++9.N.-4.7-5.11-6W19	Q6351
005.SCG*LB3.CP-5++0.N.-7.8-3.12-2W27	Q6352
005.SCG*LB4.CP-1++6.N.-5.8-2.11-2W7	Q6353
005.SCG*LB2.CP10++0.N.-2.8-7.15-5W46	Q6354
005.SCG*LB1.CP-4++8.N.-1.1-1.2-8W13	Q6355
005.SCG*LB2.CP-7++4.N.-6.1-1.8-4W21	Q6356
005.SCG*LB1.CP-6++5.N.-4.10-4.16-7W28	Q6357
005.SCG*LB3.CP-7++6.N.-3.1-1.5-1W14	Q6358
005.SCG*LB3.CP-5++6.N.-5.1-2.3-3W4	Q6359
005.SCG*LB3.CP-2++9.N.-4.3-6.4-2W1	Q6360
005.SCG*LB1.CP-6++5.N.-3.1-2.4-6W1	Q6361
005.SCG*LB1.CP-6++1.N.-6.1-2.2-5W8	Q6362
005.SCG*LB3.CP-4++9.N.-8.14-2.16-3W10	Q6363
005.SCG*LB1.CP--++4.N.-4.16-1.18-4W12	Q6364
005.SCG*LB2.CP-8++3.N.29.7-2.11-1W12	Q6365
005.SCG*LB4.CP-2++3.N.10.4-4.6-1W2	Q6366
005.SCG*LB3.CP-4++1.N.-9.15-4.16-5W8	Q6367
005.SCG*LB2.CP-9++9.N.-4.16-6.19-1W1	Q6368
005.SCG*LB1.CP-4++9.N.-2.3-1.4-1W8	Q6369
005.SCG*LB1.CP-3++1.N.-3.6-2.9-5W17	Q6370
005.SCG*LB1.CP-6++7.N.-3.12-2.15-5W6	Q6371
005.SCG*LB1.CP-6++5.N.-3.1-2.4-6W24	Q6372
005.SCG*LB4.CP--++8.N.-9.75-3.78-4W12	Q6373
005.SCG*LB1.CP-6++5.N.-2.1-1.3-2W7	Q6374
005.SCG*LB3.CP-4++7.N.-6.31-4.37-4W8	Q6375
005.SCG*LB1.CP-4++2.N.21.1-1.5-4W30	Q6376
005.SCG*LB2.CP-3++6.N.-2.4-4.7-2W5	Q6377
005.SCG*LB3.CP14++8.N.-3.10-3.13-1W20	Q6378
005.SCG*LB2.CP-3++8.N.13.1-1.2-2W7	Q6379
005.SCG*LB3.CP14++4.N.11.1-1.5-4W21	Q6380
005.SCG*LB3.CP11++0.N.-2.1-1.6-1W3	Q6381
005.SCG*LB4.CP-3++7.N.-1.23-3.29-2W2	Q6382
005.SCG*LB2.CP-4++4.N.-1.5-1.17-3W64	Q6383
005.SCG*LB1.CP--++6.N.-7.26-2.29-6W23	Q6384
005.SCG*LB4.CP-8++3.N.19.21-7.23-3W5	Q6385
005.SCG*LB3.CP14++8.N.-4.11-1.12-1W1	Q6386
005.SCG*LB4.CP-1++8.N.-8.1-1.8-6W24	Q6387
005.SCG*LB1.CP-6++6.N.15.1-1.9-4W7	Q6388
005.SCG*LB2.CP-3++1.N.-6.7-1.9-2W15	Q6389
005.SCG*LB2.CP-3++6.N.-4.1-1.2-7W5	Q6390
005.SCG*LB4.CP--++6.N.-1.25-1.31-4W5	Q6391
005.SCG*LB3.CP14++8.N.-5.3-5.4-5W3	Q6392
005.SCG*LB4.CP-8++8.N.-4.1-1.2-5W3	Q6393
005.SCG*LB4.CP-5++5.N.-9.23-6.25-5W4	Q6394
005.SCG*LB3.CP14++0.N.-5.19-2.21-4W14	Q6395
005.SCG*LB3.CP14++8.N.-3.13-2.14-4W6	Q6396
005.SCG*LB3.CP13++2.N.-5.1-2.2-5W6	Q6397
005.SCG*LB4.CP-3++7.N.-1.9-1.18-2W31	Q6398
005.SCG*LB2.CP-8++0.N.10.14-1.18-4W15	Q6399
005.SCG*LB2.CP-3++6.N.-8.5-4.8-6W3	Q6400
005.SCG*LB1.CP-1++9.N.-2.5-1.5-6W6	Q6401
005.SCG*LB2.CP-3++8.N.11.1-1.2-3W8	Q6402
005.SCG*LB3.CP13++8.N.-2.6-3.7-4W1	Q6403
005.SCG*LB3.CP14++8.N.-4.12-2.13-4W7	Q6404
005.SCG*LB3.CP14++8.N.-5.7-2.8-3W5	Q6405
005.SCG*LB4.CP-4++1.N.-7.1-1.11-1W51	Q6406
005.SCG*LB2.CP-3++6.N.-9.1-1.3-1W9	Q6407
005.SCG*LB3.CP14++6.N.-1.1-1.7-3W44	Q6408
005.SCG*LB1.CP-7++9.N.-9.5-4.6-3W3	Q6409
005.SCG*LB4.CP--++8.N.-3.31-1.33-6W2	Q6410
005.SCG*LB3.CP13++5.N.13.13-1.14-1W5	Q6411
005.SCG*LB1.CP-4++3.N.16.1-1.4-6W21	Q6412
005.SCG*LB2.CP-3++1.N.-6.12-6.13-3W3	Q6413
005.SCG*LB3.CP-1++0.N.14.20-5.22-1W7	Q6414
005.SCG*LB2.CP-6++9.N.-8.1-1.5-8W19	Q6415
005.SCG*LB1.CP--++2.N.-4.8-1.9-5W12	Q6416
005.SCG*LB2.CP-3++7.N.-1.1-1.3-5W13	Q6417
005.SCG*LB4.CP-5++5.N.18.4-1.6-2W3	Q6418
005.SCG*LB2.CP-3++5.N.-9.1-1.3-1W13	Q6419
005.SCG*LB3.CP13++4.N.-8.3-1.4-6W7	Q6420
005.SCG*LB3.CP14++8.N.-2.9-5.11-1W7	Q6421
005.SCG*LB2.CP-3++6.N.-7.1-1.5-2W16	Q6422
005.SCG*LB3.CP-8++9.N.-1.1-1.6-5W19	Q6423
005.SCG*LB4.CP-3++8.N.-9.11-4.19-1W32	Q6424
005.SCG*LB3.CP14++8.N.--.1-1.2-6W8	Q6425
005.SCG*LB1.CP-5++9.N.-3.25-3.32-3W29	Q6426
005.SCG*LB1.CP--++6.N.-3.1-1.10-5W51	Q6427
005.SCG*LB3.CP-8++0.N.12.1-1.4-5W17	Q6428
005.SCG*LB3.CP14++4.N.11.24-2.27-3W18	Q6429
005.SCG*LB3.CP12++7.N.-5.2-3.3-1W7	Q6430
005.SCG*LB2.CP-5++8.N.-8.4-5.6-3W14	Q6431
005.SCG*LB4.CP-1++1.N.-3.18-2.20-7W21	Q6432
005.SCG*LB1.CP-1++8.N.-1.6-6.8-6W10	Q6433
005.SCG*LB3.CP12++5.N.-6.3-3.5-2W11	Q6434
005.SCG*LB3.CP-4++6.N.-1.5-1.7-2W10	Q6435
005.SCG*LB3.CP-6++4.N.-6.1-2.4-2W18	Q6436
005.SCG*LB3.CP-9++1.N.-1.1-1.4-2W9	Q6437
005.SCG*LB4.CP-1++7.N.11.19-2.20-4W5	Q6438
005.SCG*LB3.CP-8++3.N.-1.1-1.5-2W7	Q6439
005.SCG*LB4.CP--++4.N.14.1-1.6-3W9	Q6440
005.SCG*LB3.CP13++4.N.-2.7-1.10-4W12	Q6441
005.SCG*LB1.CP-8++6.N.-1.1-1.3-2W1	Q6442
005.SCG*LB1.CP--++8.N.-1.12-1.18-6W27	Q6443
005.SCG*LB2.CP10++0.N.-3.5-1.6-3W10	Q6444
005.SCG*LB1.CP--++9.N.-5.1-1.8-2W33	Q6445
005.SCG*LB1.CP--++7.N.-6.12-1.15-6W4	Q6446
005.SCG*LB1.CP--++3.N.-4.18-4.21-2W22	Q6447
005.SCG*LB4.CP-5++5.N.-6.10-4.13-4W17	Q6448
005.SCG*LB4.CP-5++2.N.-4.9-3.11-2W3	Q6449
005.SCG*LB3.CP15++8.N.-6.5-4.12-1W6	Q6450
005.SCG*LB1.CP-4++9.N.-5.1-1.4-8W1	Q6451
005.SCG*LB3.CP14++6.N.-8.14-1.18-2W26	Q6452
005.SCG*LB3.CP-3++0.N.-7.1-2.7-1W37	Q6453
005.SCG*LB3.CP14++6.N.-7.8-1.11-1W13	Q6454
005.SCG*LB1.CP-1++3.N.34.1-1.2-3W5	Q6455
005.SCG*LB2.CP--++2.N.-2.8-5.11-4W7	Q6456
005.SCG*LB4.CP-8++1.N.-7.5-3.9-6W20	Q6457
005.SCG*LB3.CP-8++0.N.18.6-5.9-3W21	Q6458
005.SCG*LB1.CP-2++5.N.-5.5-1.7-4W4	Q6459
005.SCG*LB1.CP-2++5.N.-5.1-2.2-6W2	Q6460
005.SCG*LB4.CP--++8.N.-9.16-7.18-5W12	Q6461
005.SCG*LB3.CP--++7.N.-7.3-4.4-6W4	Q6462
005.SCG*LB4.CP-8++1.N.-7.10-1.12-5W15	Q6463
005.SCG*LB1.CP-1++4.N.-2.17-4.20-3W13	Q6464
005.SCG*LB2.CP-9++5.N.-3.1-1.3-5W15	Q6465
005.SCG*LB4.CP-8++1.N.-7.3-1.5-2W15	Q6466
005.SCG*LB1.CP-2++6.N.10.11-3.14-2W18	Q6467
005.SCG*LB3.CP10++5.N.-6.5-1.8-2W23	Q6468
005.SCG*LB3.CP10++4.N.-3.2-5.4-5W4	Q6469
005.SCG*LB3.CP10++4.N.-5.15-5.22-2W8	Q6470
005.SCG*LB3.CP12++0.N.22.11-5.14-7W9	Q6471
005.SCG*LB4.CP-5++4.N.-3.38-4.45-2W35	Q6472
005.SCG*LB3.CP11++9.N.-6.3-1.4-3W3	Q6473
005.SCG*LB4.CP-5++4.N.-3.20-4.28-2W1	Q6474
005.SCG*LB3.CP12++0.N.-3.1-1.5-2W14	Q6475
005.SCG*LB3.CP12++0.N.23.5-1.9-2W20	Q6476
005.SCG*LB3.CP11++9.N.-6.9-3.11-3W16	Q6477
005.SCG*LB3.CP12++0.N.-1.16-2.19-6W21	Q6478
005.SCG*LB3.CP15++4.N.17.17-2.20-2W18	Q6479
005.SCG*LB3.CP11++9.N.-6.4-4.9-2W21	Q6480
005.SCG*LB3.CP12++0.N.13.4-1.6-3W4	Q6481
005.SCG*LB1.CP-5++5.N.-2.6-6.10-4W24	Q6482
005.SCG*LB2.CP-2++1.N.10.1-2.9-1W67	Q6483
005.SCG*LB3.CP-5++6.N.-5.3-4.4-5W9	Q6484
005.SCG*LB2.CP-5++8.N.-4.12-1.17-4W39	Q6485
005.SCG*LB2.CP-5++0.N.-5.6-3.8-4W17	Q6486
005.SCG*LB2.CP-5++9.N.10.4-5.8-3W13	Q6487
005.SCG*LB3.CP--++8.N.11.20-4.22-2W7	Q6488
005.SCG*LB2.CP-2++1.N.10.1-2.9-1W54	Q6489
005.SCG*LB2.CP-2++1.N.10.1-2.9-1W74	Q6490
005.SCG*LB3.CP-5++4.N.-2.4-2.5-1W7	Q6491
005.SCG*LB4.CP-2++9.N.-3.8-5.11-3W5	Q6492
005.SCG*LB3.CP12++0.N.-5.7-1.7-5W3	Q6493
005.SCG*LB3.CP10++1.N.-4.1-1.7-3W10	Q6494
005.SCG*LB3.CP10++0.N.-6.8-5.11-3W15	Q6495
005.SCG*LB4.CP--++8.N.-9.75-3.78-4W3	Q6496
005.SCG*LB3.CP14++9.N.-6.4-4.10-3W32	Q6497
005.SCG*LB4.CP--++8.N.-5.64-5.66-4W3	Q6498
005.SCG*LB4.CP-6++6.N.-7.7-5.9-5W7	Q6499
005.SCG*LB4.CP-8++3.N.19.7-2.11-5W26	Q6500
005.SCG*LB3.CP10++7.N.11.1-1.5-1W14	Q6501
005.SCG*LB4.CP-2++3.N.-3.22-1.23-4W3	Q6502
005.SCG*LB2.CP-4++9.N.10.1-1.5-4W14	Q6503
005.SCG*LB4.CP-2++3.N.10.1-1.3-6W3	Q6504
005.SCG*LB4.CP-3++3.N.-6.8-5.12-2W3	Q6505
005.SCG*LB2.CP-8++4.N.-7.3-4.5-4W4	Q6506
005.SCG*LB4.CP-3++4.N.-4.3-2.5-3W8	Q6507
005.SCG*LB2.CP-7++6.N.-8.8-6.13-5W31	Q6508
005.SCG*LB4.CP-1++9.N.12.5-4.6-6W10	Q6509
005.SCG*LB2.CP-3++2.N.-3.2-8.6-4W13	Q6510
005.SCG*LB2.CP-3++2.N.-3.2-8.6-4W10	Q6511
005.SCG*LB2.CP-2++3.N.-5.4-4.6-2W12	Q6512
005.SCG*LB4.CP-6++2.N.-7.8-5.9-6W1	Q6513
005.SCG*LB2.CP-6++0.N.-6.4-6.8-1W23	Q6514
005.SCG*LB2.CP-6++0.N.-6.4-6.8-1W5	Q6515
005.SCG*LB2.CP-6++0.N.-6.4-6.8-1W12	Q6516
005.SCG*LB3.CP--++4.N.-5.5-3.9-7W21	Q6517
005.SCG*LB4.CP-2++9.N.-1.7-3.11-1W14	Q6518
005.SCG*LB4.CP-8++1.N.13.8-3.9-9W3	Q6519
005.SCG*LB4.CP-6++9.N.-6.6-5.10-4W17	Q6520
005.SCG*LB3.CP-5++1.N.-6.14-5.15-7W1	Q6521
005.SCG*LB4.CP-8++3.N.19.14-3.16-4W8	Q6522
005.SCG*LB4.CP-6++9.N.-6.22-1.27-3W30	Q6523
005.SCG*LB4.CP-6++9.N.-4.5-2.8-7W23	Q6524
005.SCG*LB3.CP-9++5.N.15.15-1.19-6W33	Q6525
005.SCG*LB4.CP-8++1.N.13.19-1.25-1W45	Q6526
005.SCG*LB4.CP-8++3.N.20.4-1.8-1W11	Q6527
005.SCG*LB3.CP-2++7.N.11.4-4.7-2W9	Q6528
005.SCG*LB4.CP-8++3.N.18.7-1.8-2W4	Q6529
005.SCG*LB4.CP-2++9.N.-2.8-2.11-1W8	Q6530
005.SCG*LB3.CP-9++4.N.-2.23-6.25-4W11	Q6531
005.SCG*LB4.CP-6++9.N.-6.17-3.21-6W23	Q6532
005.SCG*LB4.CP-6++9.N.-6.6-5.10-4W21	Q6533
005.SCG*LB3.CP--++4.N.-5.5-3.9-7W25	Q6534
005.SCG*LB3.CP-9++4.N.-2.18-1.23-5W16	Q6535
005.SCG*LB4.CP-3++6.N.-9.5-3.9-2W19	Q6536
005.SCG*LB4.CP-6++2.N.-7.6-6.8-4W15	Q6537
005.SCG*LB4.CP-8++3.N.14.8-6.9-7W8	Q6538
005.SCG*LB3.CP13++2.N.29.3-2.7-1W19	Q6539
005.SCG*LB4.CP-5++0.N.-3.6-5.7-5W5	Q6540
005.SCG*LB4.CP-8++3.N.18.1-1.4-3W9	Q6541
005.SCG*LB4.CP-6++9.N.-6.11-5.14-4W10	Q6542
005.SCG*LB4.CP-5++0.N.-3.4-4.6-4W15	Q6543
005.SCG*LB4.CP-8++3.N.16.12-5.13-6W5	Q6544
005.SCG*LB4.CP-5++0.N.-3.7-6.10-6W8	Q6545
005.SCG*LB4.CP-5++0.N.-3.4-4.6-4W5	Q6546
005.SCG*LB4.CP-8++3.N.15.1-1.2-5W7	Q6547
005.SCG*LB3.CP-1++2.N.-7.19-2.22-1W10	Q6548
005.SCG*LB3.CP--++5.N.10.9-1.10-2W9	Q6549
005.SCG*LB3.CP-7++6.N.-9.8-1.15-1W39	Q6550
005.SCG*LB3.CP12++2.N.-6.30-4.34-4W12	Q6551
005.SCG*LB3.CP12++2.N.-8.25-6.31-1W8	Q6552
005.SCG*LB3.CP12++3.N.-8.14-5.17-4W13	Q6553
005.SCG*LB3.CP12++3.N.-2.10-2.14-2W31	Q6554
005.SCG*LB3.CP12++2.N.-6.5-1.9-2W23	Q6555
005.SCG*LB3.CP12++2.N.-6.10-1.16-7W20	Q6556
005.SCG*LB3.CP12++2.N.-6.22-6.25-3W14	Q6557
005.SCG*LB4.CP-5++3.N.26.1-2.5-3W26	Q6558
005.SCG*LB1.CP-2++9.N.-3.1-1.4-1W13	Q6559
005.SCG*LB4.CP-1++5.N.-1.9-5.11-1W9	Q6560
005.SCG*LB1.CP-9++1.N.11.1-1.2-3W5	Q6561
005.SCG*LB4.CP-2++5.N.-2.21-1.23-1W10	Q6562
005.SCG*LB4.CP-3++4.N.14.27-3.32-1W17	Q6563
005.SCG*LB3.CP-6++3.N.-7.10-1.13-1W14	Q6564
005.SCG*LB4.CP-5++3.N.18.8-1.10-3W7	Q6565
005.SCG*LB3.CP10++6.N.-8.6-1.9-8W1	Q6566
005.SCG*LB3.CP14++5.N.-5.1-1.4-2W7	Q6567
005.SCG*LB4.CP-9++0.N.-8.1-1.8-4W34	Q6568
005.SCG*LB2.CP--++3.N.-7.1-1.3-4W12	Q6569
005.SCG*LB3.CP10++6.N.-8.6-1.9-8W18	Q6570
005.SCG*LB4.CP--++7.N.24.20-1.21-5W4	Q6571
005.SCG*LB3.CP12++5.N.-9.1-1.3-1W12	Q6572
005.SCG*LB1.CP-5++9.N.-4.6-3.12-5W34	Q6573
005.SCG*LB3.CP12++2.N.10.4-4.6-1W8	Q6574
005.SCG*LB2.CP-3++0.N.12.5-6.10-4W8	Q6575
005.SCG*LB2.CP-4++0.N.-7.1-1.5-3W15	Q6576
005.SCG*LB4.CP-6++9.N.-2.15-1.18-4W27	Q6577
005.SCG*LB4.CP-7++3.N.-2.33-1.36-2W8	Q6578
005.SCG*LB4.CP-5++1.N.12.2-5.5-3W18	Q6579
005.SCG*LB3.CP16++0.N.-6.5-4.6-3W6	Q6580
005.SCG*LB4.CP-7++2.N.-1.15-2.19-1W15	Q6581
005.SCG*LB3.CP13++5.N.-3.5-5.8-2W16	Q6582
005.SCG*LB4.CP-5++4.N.-8.22-6.24-2W11	Q6583
005.SCG*LB4.CP-5++9.N.-1.12-2.15-3W22	Q6584
005.SCG*LB3.CP13++5.N.-3.1-1.3-1W13	Q6585
005.SCG*LB4.CP-7++5.N.-4.20-4.21-5W4	Q6586
005.SCG*LB4.CP-5++1.N.-2.6-2.7-1W7	Q6587
005.SCG*LB3.CP11++2.N.13.1-1.4-4W14	Q6588
005.SCG*LB4.CP-7++4.N.-7.23-2.26-2W11	Q6589
005.SCG*LB4.CP-7++2.N.-9.1-1.5-2W19	Q6590
005.SCG*LB3.CP16++0.N.-5.5-1.9-5W28	Q6591
005.SCG*LB4.CP-7++2.N.-4.1-1.5-2W26	Q6592
005.SCG*LB4.CP-7++4.N.-2.18-2.20-1W8	Q6593
005.SCG*LB4.CP-7++2.N.10.7-3.11-1W22	Q6594
005.SCG*LB4.CP-7++2.N.-4.1-1.5-2W31	Q6595
005.SCG*LB4.CP-7++2.N.15.3-2.4-4W4	Q6596
005.SCG*LB4.CP-7++1.N.-5.1-2.4-2W13	Q6597
005.SCG*LB3.CP-7++6.N.-6.1-2.4-4W18	Q6598
005.SCG*LB4.CP-7++6.N.-1.14-2.17-5W21	Q6599
005.SCG*LB3.CP15++8.N.-3.10-3.12-1W11	Q6600
005.SCG*LB3.CP13++0.N.-2.29-1.32-4W21	Q6601
005.SCG*LB4.CP-7++5.N.-3.4-4.7-1W15	Q6602
005.SCG*LB3.CP16++0.N.-6.5-4.6-3W3	Q6603
005.SCG*LB4.CP-5++4.N.-8.18-2.22-5W31	Q6604
005.SCG*LB3.CP-1++2.N.-7.9-5.11-6W11	Q6605
005.SCG*LB3.CP10++6.N.-6.1-2.4-1W11	Q6606
005.SCG*LB4.CP-9++0.N.-6.1-2.4-2W5	Q6607
005.SCG*LB3.CP15++8.N.-5.1-1.5-6W34	Q6608
005.SCG*LB3.CP-1++2.N.-7.9-5.11-6W5	Q6609
005.SCG*LB4.CP-7++6.N.-7.15-1.18-3W15	Q6610
005.SCG*LB4.CP-7++2.N.10.12-1.14-2W6	Q6611
005.SCG*LB3.CP13++5.N.-2.5-1.11-3W23	Q6612
005.SCG*LB3.CP12++5.N.-4.6-3.11-2W15	Q6613
005.SCG*LB3.CP-6++2.N.12.4-1.5-2W2	Q6614
005.SCG*LB4.CP-3++1.N.-4.1-2.3-5W4	Q6615
005.SCG*LB3.CP15++1.N.-3.11-6.13-1W6	Q6616
005.SCG*LB4.CP-3++4.N.-2.68-1.73-5W13	Q6617
005.SCG*LB4.CP-3++0.N.-8.6-6.8-4W5	Q6618
005.SCG*LB2.CP-6++8.N.-3.14-1.18-2W26	Q6619
005.SCG*LB3.CP-4++3.N.-7.10-3.16-5W4	Q6620
005.SCG*LB3.CP10++9.N.-3.6-3.8-2W8	Q6621
005.SCG*LB2.CP--++6.N.-6.1-2.3-5W12	Q6622
005.SCG*LB2.CP-8++7.N.-3.11-1.14-2W26	Q6623
005.SCG*LB3.CP11++7.N.-2.3-1.5-1W1	Q6624
005.SCG*LB2.CP-6++2.N.-9.1-2.3-3W9	Q6625
005.SCG*LB4.CP-1++1.N.-8.14-1.18-5W22	Q6626
005.SCG*LB2.CP-3++2.N.-9.12-6.14-3W8	Q6627
005.SCG*LB4.CP-3++5.N.-8.6-1.8-9W11	Q6628
005.SCG*LB4.CP-8++3.N.12.1-2.8-2W12	Q6629
005.SCG*LB1.CP-9++3.N.-7.6-1.9-5W7	Q6630
005.SCG*LB4.CP-2++1.N.-5.1-1.5-2W28	Q6631
005.SCG*LB3.CP-6++4.N.-9.4-4.8-1W20	Q6632
005.SCG*LB3.CP-9++7.N.13.9-1.13-3W8	Q6633
005.SCG*LB2.CP--++6.N.-6.6-5.8-6W12	Q6634
005.SCG*LB4.CP-1++1.N.16.14-4.17-4W23	Q6635
005.SCG*LB4.CP-1++6.N.12.1-2.4-2W19	Q6636
005.SCG*LB2.CP-6++8.N.-4.1-1.5-2W11	Q6637
005.SCG*LB2.CP-3++2.N.-9.1-2.7-2W33	Q6638
005.SCG*LB2.CP-5++7.N.-6.13-1.17-6W12	Q6639
005.SCG*LB3.CP15++1.N.-3.18-3.21-2W19	Q6640
005.SCG*LB3.CP-7++0.N.-6.9-1.14-5W21	Q6641
005.SCG*LB3.CP-4++3.N.-7.8-1.10-2W10	Q6642
005.SCG*LB3.CP-3++7.N.-2.1-1.3-3W18	Q6643
005.SCG*LB2.CP-7++7.N.-3.7-8.10-2W7	Q6644
005.SCG*LB3.CP-5++2.N.-3.2-7.4-1W10	Q6645
005.SCG*LB2.CP-5++6.N.-2.8-7.10-4W5	Q6646
005.SCG*LB4.CP-5++5.N.-3.6-1.8-1W7	Q6647
