lemma	lemmaLabel	variant	variantLabel
lemma/119713	proficiscor	lemma/119714	proficisco
lemma/126533	succino	lemma/126532	succano
lemma/92442	calumnior	lemma/92443	calumnio
lemma/92443	calumnio	lemma/92442	calumnior
lemma/115098	oportet	lemma/115099	oporteo
lemma/115099	oporteo	lemma/115098	oportet
lemma/44886	crassor	lemma/96839	crasso
lemma/96839	crasso	lemma/44886	crassor
lemma/105588	holeror	lemma/105589	holero
lemma/105589	holero	lemma/105588	holeror
lemma/89778	arbitror	lemma/89779	arbitro
lemma/89779	arbitro	lemma/89778	arbitror
lemma/98556	demolior	lemma/98557	demolio
lemma/98557	demolio	lemma/98556	demolior
lemma/93929	cicatricor	lemma/93930	cicatrico
lemma/93930	cicatrico	lemma/93929	cicatricor
lemma/127515	tabefacio	lemma/142120	tabefio
lemma/142120	tabefio	lemma/127515	tabefacio
lemma/100679	effulgeo	lemma/100680	effulgo
lemma/100680	effulgo	lemma/100679	effulgeo
lemma/115589	paciscor	lemma/115590	pacisco
lemma/90631	aucupor	lemma/90632	aucupo
lemma/90632	aucupo	lemma/90631	aucupor
lemma/141719	compluit	lemma/95358	compluo
lemma/92446	caluor	lemma/92447	caluo
lemma/92446	caluor	lemma/92448	caluio
lemma/92447	caluo	lemma/92446	caluor
lemma/92447	caluo	lemma/92448	caluio
lemma/92448	caluio	lemma/92446	caluor
lemma/92448	caluio	lemma/92447	caluo
lemma/95358	compluo	lemma/141719	compluit
lemma/100616	efferueo	lemma/100617	efferuo
lemma/100617	efferuo	lemma/100616	efferueo
lemma/103904	fruticor	lemma/103905	frutico
lemma/103905	frutico	lemma/103904	fruticor
lemma/129711	uelificor	lemma/129712	uelifico
lemma/129712	uelifico	lemma/129711	uelificor
lemma/96536	copulor	lemma/96537	copulo
lemma/96537	copulo	lemma/96536	copulor
lemma/108277	instrideo	lemma/108278	instrido
lemma/108278	instrido	lemma/108277	instrideo
lemma/115590	pacisco	lemma/115589	paciscor
lemma/109306	imbrico	lemma/109307	imbrico
lemma/141728	conisco	lemma/96738	corusco
lemma/96738	corusco	lemma/141728	conisco
lemma/31035	aporio	lemma/89523	aporior
lemma/89523	aporior	lemma/31035	aporio
lemma/99015	detergeo	lemma/99016	detergo
lemma/99016	detergo	lemma/99015	detergeo
lemma/99701	dispalor	lemma/99702	dispalo
lemma/99702	dispalo	lemma/99701	dispalor
lemma/112796	morior	lemma/112797	morio
lemma/112797	morio	lemma/112796	morior
lemma/98052	decertor	lemma/98053	decerto
lemma/98053	decerto	lemma/98052	decertor
lemma/120147	protestor	lemma/120148	protesto
lemma/120148	protesto	lemma/120147	protestor
lemma/116653	percieo	lemma/116654	percio
lemma/116654	percio	lemma/116653	percieo
lemma/118647	potentor	lemma/118648	potento
lemma/118648	potento	lemma/118647	potentor
lemma/87524	adminiculor	lemma/87525	adminiculo
lemma/87525	adminiculo	lemma/87524	adminiculor
lemma/109307	imbrico	lemma/109306	imbrico
lemma/26304	abortor	lemma/86968	aborto
lemma/86968	aborto	lemma/26304	abortor
lemma/101862	excieo	lemma/101863	excio
lemma/101863	excio	lemma/101862	excieo
lemma/112536	modificor	lemma/112537	modifico
lemma/112537	modifico	lemma/112536	modificor
lemma/100020	doleor	lemma/100021	doleo
lemma/100021	doleo	lemma/100020	doleor
lemma/98688	depeculor	lemma/98689	depeculo
lemma/98689	depeculo	lemma/98688	depeculor
lemma/129187	tueor	lemma/129188	tueo
lemma/129187	tueor	lemma/129189	tuor
lemma/129187	tueor	lemma/135288	tuo
lemma/129188	tueo	lemma/129187	tueor
lemma/129188	tueo	lemma/129189	tuor
lemma/129188	tueo	lemma/135288	tuo
lemma/129189	tuor	lemma/129187	tueor
lemma/129189	tuor	lemma/129188	tueo
lemma/129189	tuor	lemma/135288	tuo
lemma/135288	tuo	lemma/129187	tueor
lemma/135288	tuo	lemma/129188	tueo
lemma/135288	tuo	lemma/129189	tuor
lemma/98762	depraedor	lemma/98763	depraedo
lemma/98763	depraedo	lemma/98762	depraedor
lemma/109159	iucundo	lemma/60422	iucundor
lemma/141742	conuoluto	lemma/96489	conuolutor
lemma/96489	conuolutor	lemma/141742	conuoluto
lemma/114428	obsidior	lemma/114429	obsidio
lemma/114429	obsidio	lemma/114428	obsidior
lemma/47056	detesto	lemma/99033	detestor
lemma/60422	iucundor	lemma/109159	iucundo
lemma/99033	detestor	lemma/47056	detesto
lemma/130485	ulcisco	lemma/130484	ulciscor
lemma/132460	teneor	lemma/127822	teneo
lemma/121177	quietor	lemma/121178	quieto
lemma/117797	piget	lemma/71337	pigeo
lemma/156969	absolesco	lemma/87011	absoleo
lemma/158347	conuertor	lemma/96446	conuerto
lemma/158354	defore	lemma/126689	sum
lemma/158390	ferio	lemma/103116	ferior
lemma/158369	disserenat	lemma/99783	dissereno
lemma/158329	coepi	lemma/94695	coepio
lemma/158376	elucifacio	lemma/100873	elucifico
lemma/158493	uesperascit	lemma/130002	uesperasco
lemma/158422	nubilor	lemma/113918	nubilo
lemma/158492	uacat	lemma/129468	uaco
lemma/156177	expedit	lemma/102147	expedio
lemma/156508	dolio	lemma/100020	doleor
lemma/156508	dolio	lemma/100021	doleo
lemma/156787	bifurco	lemma/35472	bifurcor
lemma/169308	mintro	lemma/112405	mintrio
lemma/169709	siliquo	lemma/124797	siliquor
lemma/124004	sedeo	lemma/79710	sedet
lemma/94859	collimito	lemma/94858	collimitor
lemma/115623	paeniteor	lemma/136089	paenitet
lemma/115624	paeniteo	lemma/136089	paenitet
lemma/108661	intersum	lemma/141879	interest
lemma/127812	tenebrico	lemma/132425	tenebricor
lemma/98679	depasco	lemma/141773	depascor
lemma/137408	perpudesco	lemma/117239	perpudescit
lemma/130484	ulciscor	lemma/130485	ulcisco
lemma/127822	teneo	lemma/132460	teneor
lemma/121178	quieto	lemma/121177	quietor
lemma/110048	latrocinor	lemma/110049	latrocino
lemma/110049	latrocino	lemma/110048	latrocinor
lemma/117378	pertaedeo	lemma/142027	pertaedet
lemma/126631	suffragor	lemma/126632	suffrago
lemma/126632	suffrago	lemma/126631	suffragor
lemma/142027	pertaedet	lemma/117378	pertaedeo
lemma/86864	absdo	lemma/86865	abdo
lemma/86865	abdo	lemma/86864	absdo
lemma/115070	opinor	lemma/115071	opino
lemma/115071	opino	lemma/115070	opinor
lemma/130729	uoco	lemma/85645	uocor
lemma/96384	contueor	lemma/96385	contuor
lemma/96384	contueor	lemma/96386	contuo
lemma/96385	contuor	lemma/96384	contueor
lemma/96385	contuor	lemma/96386	contuo
lemma/96386	contuo	lemma/96384	contueor
lemma/96386	contuo	lemma/96385	contuor
lemma/99736	dispertior	lemma/99737	dispertio
lemma/99737	dispertio	lemma/99736	dispertior
lemma/102164	experior	lemma/102165	experio
lemma/102165	experio	lemma/102164	experior
lemma/85645	uocor	lemma/130729	uoco
lemma/108535	interminor	lemma/60002	intermino
lemma/60002	intermino	lemma/108535	interminor
lemma/105476	hieto	lemma/105475	hietor
lemma/119363	praeuaricor	lemma/119364	praeuarico
lemma/119364	praeuarico	lemma/119363	praeuaricor
lemma/115337	oscillor	lemma/115338	oscillo
lemma/115338	oscillo	lemma/115337	oscillor
lemma/122808	reuertor	lemma/122809	reuerto
lemma/122809	reuerto	lemma/122808	reuertor
lemma/95219	communicor	lemma/95220	communico
lemma/95220	communico	lemma/95219	communicor
lemma/128839	tricor	lemma/128840	trico
lemma/128840	trico	lemma/128839	tricor
lemma/88241	albicor	lemma/88242	albico
lemma/88242	albico	lemma/88241	albicor
lemma/117285	perscrutor	lemma/117286	perscruto
lemma/117286	perscruto	lemma/117285	perscrutor
lemma/95924	coniector	lemma/95925	coniecto
lemma/95925	coniecto	lemma/95924	coniector
lemma/119365	praeuertor	lemma/119366	praeuerto
lemma/119366	praeuerto	lemma/119365	praeuertor
lemma/88191	aio	lemma/88192	aiio
lemma/88192	aiio	lemma/88191	aio
lemma/125369	spico	lemma/81678	spicor
lemma/81678	spicor	lemma/125369	spico
lemma/100725	eiaculor	lemma/100726	eiaculo
lemma/100726	eiaculo	lemma/100725	eiaculor
lemma/111680	masturbor	lemma/64498	masturbo
lemma/64498	masturbo	lemma/111680	masturbor
lemma/105743	hospitor	lemma/105744	hospito
lemma/105744	hospito	lemma/105743	hospitor
lemma/112590	molior	lemma/112591	molio
lemma/112591	molio	lemma/112590	molior
lemma/127044	supporto	lemma/83563	supportor
lemma/83563	supportor	lemma/127044	supporto
lemma/114028	nutricor	lemma/114029	nutrico
lemma/114029	nutrico	lemma/114028	nutricor
lemma/87803	aemulor	lemma/87804	aemulo
lemma/87804	aemulo	lemma/87803	aemulor
lemma/112232	metior	lemma/112233	metio
lemma/112233	metio	lemma/112232	metior
lemma/119829	promereor	lemma/119830	promereo
lemma/119830	promereo	lemma/119829	promereor
lemma/94757	cohortor	lemma/94758	cohorto
lemma/94758	cohorto	lemma/94757	cohortor
lemma/105475	hietor	lemma/105476	hieto
lemma/95882	conglacior	lemma/95883	conglacio
lemma/95883	conglacio	lemma/95882	conglacior
lemma/87631	adorior	lemma/87632	adorio
lemma/87632	adorio	lemma/87631	adorior
lemma/87089	accendo	lemma/26569	accendor
lemma/112234	metor	lemma/112235	meto
lemma/112235	meto	lemma/112234	metor
lemma/113475	nausior	lemma/113476	nauseo
lemma/113476	nauseo	lemma/113475	nausior
lemma/125725	stipulor	lemma/125726	stipulo
lemma/125726	stipulo	lemma/125725	stipulor
lemma/130163	uideo	lemma/85049	uideor
lemma/85049	uideor	lemma/130163	uideo
lemma/89116	annonor	lemma/89117	annono
lemma/89117	annono	lemma/89116	annonor
lemma/106196	illacrimor	lemma/106197	illacrimo
lemma/106197	illacrimo	lemma/106196	illacrimor
lemma/118296	polliceor	lemma/118297	polliceo
lemma/118297	polliceo	lemma/118296	polliceor
lemma/26569	accendor	lemma/87089	accendo
lemma/103541	focilor	lemma/103542	focilo
lemma/103542	focilo	lemma/103541	focilor
lemma/96654	corono	lemma/44422	coronor
lemma/111385	malignor	lemma/111386	maligno
lemma/111386	maligno	lemma/111385	malignor
lemma/122827	rhetoricor	lemma/122828	rhetorico
lemma/122828	rhetorico	lemma/122827	rhetoricor
lemma/44422	coronor	lemma/96654	corono
lemma/92915	carpeo	lemma/92916	carpo
lemma/92915	carpeo	lemma/92917	carpio
lemma/92916	carpo	lemma/92915	carpeo
lemma/92916	carpo	lemma/92917	carpio
lemma/92917	carpio	lemma/92915	carpeo
lemma/92917	carpio	lemma/92916	carpo
lemma/95064	commanducor	lemma/95065	commanduco
lemma/95065	commanduco	lemma/95064	commanducor
lemma/130836	urinor	lemma/130837	urino
lemma/107370	indipisco	lemma/107369	indipiscor
lemma/89072	anilitor	lemma/89073	anilito
lemma/32980	attoedior	lemma/32910	attaedio
lemma/158451	praefaris	lemma/118912	praefor
lemma/158362	deuertor	lemma/99089	deuerto
lemma/158418	lucescit	lemma/111161	lucesco
lemma/158490	transuehor	lemma/128698	transueho
lemma/156204	poenitet	lemma/136089	paenitet
lemma/156163	competit	lemma/95318	competo
lemma/156167	deficior	lemma/98257	deficio
lemma/156572	moenio	lemma/113053	munio
lemma/156799	attaedior	lemma/32910	attaedio
lemma/169169	increbreo	lemma/107167	increbro
lemma/169461	pingueo	lemma/71496	pinguo
lemma/92813	carbunculo	lemma/141691	carbunculor
lemma/126085	subeo	lemma/82892	subeor
lemma/102417	extergeo	lemma/102418	extergo
lemma/118711	praecello	lemma/142035	praecelleo
lemma/108033	inquam	lemma/108034	inquam
lemma/71337	pigeo	lemma/117797	piget
lemma/107369	indipiscor	lemma/107370	indipisco
lemma/130837	urino	lemma/130836	urinor
lemma/123525	sauior	lemma/123526	sauio
lemma/123526	sauio	lemma/123525	sauior
lemma/109674	lacrimor	lemma/109675	lacrimo
lemma/109675	lacrimo	lemma/109674	lacrimor
lemma/112802	moror	lemma/112803	moro
lemma/112803	moro	lemma/112802	moror
lemma/87348	adaequo	lemma/27127	adaequor
lemma/94295	circumuector	lemma/94296	circumuecto
lemma/94296	circumuecto	lemma/94295	circumuector
lemma/95482	concertor	lemma/95483	concerto
lemma/95483	concerto	lemma/95482	concertor
lemma/27127	adaequor	lemma/87348	adaequo
lemma/104364	gaudeor	lemma/104365	gaudeo
lemma/104365	gaudeo	lemma/104364	gaudeor
lemma/43694	consequo	lemma/96035	consequor
lemma/96035	consequor	lemma/43694	consequo
lemma/123886	scrutor	lemma/123887	scruto
lemma/123887	scruto	lemma/123886	scrutor
lemma/127880	tergeo	lemma/127881	tergo
lemma/127881	tergo	lemma/127880	tergeo
lemma/117906	pipio	lemma/117905	pipio
lemma/96185	consuleo	lemma/96186	consulo
lemma/96186	consulo	lemma/96185	consuleo
lemma/117905	pipio	lemma/117906	pipio
lemma/108954	irascor	lemma/108955	irasco
lemma/108955	irasco	lemma/108954	irascor
lemma/125009	socior	lemma/125010	socio
lemma/125010	socio	lemma/125009	socior
lemma/108602	interpretor	lemma/108603	interpreto
lemma/108603	interpreto	lemma/108602	interpretor
lemma/117430	peruagor	lemma/117431	peruago
lemma/117431	peruago	lemma/117430	peruagor
lemma/96950	criminor	lemma/96951	crimino
lemma/96951	crimino	lemma/96950	criminor
lemma/86939	ablauo	lemma/86938	ablauo
lemma/108906	inurinor	lemma/108907	inurino
lemma/108907	inurino	lemma/108906	inurinor
lemma/86938	ablauo	lemma/86939	ablauo
lemma/99494	dimetor	lemma/99495	dimeto
lemma/99495	dimeto	lemma/99494	dimetor
lemma/115343	oscitor	lemma/115344	oscito
lemma/115344	oscito	lemma/115343	oscitor
lemma/127563	taedet	lemma/127564	taedeo
lemma/127564	taedeo	lemma/127563	taedet
lemma/106613	impliciscor	lemma/106614	implicisco
lemma/106614	implicisco	lemma/106613	impliciscor
lemma/90420	astipulor	lemma/90421	astipulo
lemma/90421	astipulo	lemma/90420	astipulor
lemma/108142	insidio	lemma/108141	insideo
lemma/108141	insideo	lemma/108142	insidio
lemma/94456	claudeor	lemma/94457	claudeo
lemma/94456	claudeor	lemma/94458	claudor
lemma/94456	claudeor	lemma/94459	claudo
lemma/94457	claudeo	lemma/94456	claudeor
lemma/94457	claudeo	lemma/94458	claudor
lemma/94457	claudeo	lemma/94459	claudo
lemma/94458	claudor	lemma/94456	claudeor
lemma/94458	claudor	lemma/94457	claudeo
lemma/94458	claudor	lemma/94459	claudo
lemma/94459	claudo	lemma/94456	claudeor
lemma/94459	claudo	lemma/94457	claudeo
lemma/94459	claudo	lemma/94458	claudor
lemma/96390	contumelior	lemma/96391	contumelio
lemma/96391	contumelio	lemma/96390	contumelior
lemma/102372	exsugeo	lemma/102373	exsugo
lemma/102373	exsugo	lemma/102372	exsugeo
lemma/102725	fabricor	lemma/102726	fabrico
lemma/102726	fabrico	lemma/102725	fabricor
lemma/115145	oppuuio	lemma/115144	oppuuio
lemma/100732	eiulor	lemma/100733	eiulo
lemma/100733	eiulo	lemma/100732	eiulor
lemma/115144	oppuuio	lemma/115145	oppuuio
lemma/108146	insidior	lemma/108147	insidio
lemma/108147	insidio	lemma/108146	insidior
lemma/95228	commurmuror	lemma/95229	commurmuro
lemma/95229	commurmuro	lemma/95228	commurmuror
lemma/114392	obsecundor	lemma/114393	obsecundo
lemma/114393	obsecundo	lemma/114392	obsecundor
lemma/118458	populor	lemma/118459	populo
lemma/118459	populo	lemma/118458	populor
lemma/131193	zelor	lemma/131194	zelo
lemma/131194	zelo	lemma/131193	zelor
lemma/95119	commentor	lemma/95120	commento
lemma/95120	commento	lemma/95119	commentor
lemma/111028	lustror	lemma/111029	lustro
lemma/111029	lustro	lemma/111028	lustror
lemma/142045	praeuernat	lemma/120729	praeuerno
lemma/158311	assolet	lemma/90368	assoleo
lemma/156521	inoleo	lemma/59631	inoleo
lemma/156792	incrapulo	lemma/59068	incrapulor
lemma/156793	anxio	lemma/89372	anxior
lemma/156796	importuno	lemma/58662	importunor
lemma/169516	proquiritor	lemma/120017	proquirito
lemma/42643	colliquescit	lemma/94867	colliquesco
lemma/95899	congredior	lemma/139980	congredio
lemma/32910	attaedio	lemma/32980	attoedior
lemma/89073	anilito	lemma/89072	anilitor
lemma/120729	praeuerno	lemma/142045	praeuernat
lemma/87696	adulor	lemma/87697	adulo
lemma/87697	adulo	lemma/87696	adulor
lemma/116928	periculor	lemma/70740	periculo
lemma/127985	testiculor	lemma/127986	testiculo
lemma/127986	testiculo	lemma/127985	testiculor
lemma/70740	periculo	lemma/116928	periculor
lemma/114037	nutrior	lemma/114038	nutrio
lemma/114038	nutrio	lemma/114037	nutrior
lemma/122517	reformo	lemma/75797	reformor
lemma/129717	uelitor	lemma/129718	uelito
lemma/129718	uelito	lemma/129717	uelitor
lemma/75797	reformor	lemma/122517	reformo
lemma/103552	fodio	lemma/103551	fodo
lemma/94767	coinquo	lemma/94768	coinquio
lemma/122614	remuneror	lemma/122615	remunero
lemma/122615	remunero	lemma/122614	remuneror
lemma/94768	coinquio	lemma/94767	coinquo
lemma/103551	fodo	lemma/103552	fodio
lemma/129565	uapulo	lemma/84120	uapulor
lemma/96191	consultor	lemma/96192	consulto
lemma/96192	consulto	lemma/96191	consultor
lemma/84120	uapulor	lemma/129565	uapulo
lemma/88460	altercor	lemma/88461	alterco
lemma/88461	alterco	lemma/88460	altercor
lemma/124761	significor	lemma/124762	significo
lemma/124762	significo	lemma/124761	significor
lemma/96096	consolor	lemma/96097	consolo
lemma/96097	consolo	lemma/96096	consolor
lemma/156175	euenit	lemma/101603	euenio
lemma/156191	miserescit	lemma/112099	miseresco
lemma/156510	lippido	lemma/62418	lippido
lemma/156799	attaedior	lemma/32980	attoedior
lemma/168965	buccinor	lemma/91951	bucino
lemma/169134	gladior	lemma/55453	gladio
lemma/169598	renanciscor	lemma/122617	renancitur
lemma/103600	for	lemma/158389	faris
lemma/124554	sto	lemma/158479	stat
lemma/119727	profor	lemma/158457	profaris
lemma/111230	madefacio	lemma/158419	madifico
lemma/95794	confluctuo	lemma/158339	confluctuor
lemma/122837	rigido	lemma/158474	rigidor
lemma/127014	supperturbor	lemma/158480	subperturbo
lemma/93395	censeo	lemma/158318	censeor
lemma/116202	pateo	lemma/158434	patet
lemma/118010	placeo	lemma/158449	placet
lemma/98944	despolio	lemma/158368	dispolior
lemma/120122	prosum	lemma/158459	profore
lemma/100875	eluctor	lemma/158377	elucto
lemma/91634	bipertio	lemma/158315	bipartior
lemma/117387	pertergeo	lemma/158446	pertergo
lemma/135816	hamaxo	lemma/158396	hamaxor
lemma/86873	abeo	lemma/158297	abitur
lemma/87421	adeo	lemma/158302	adeor
lemma/119164	praesagio	lemma/158454	praesagior
lemma/104838	grandino	lemma/158394	grandinat
lemma/109729	laetifico	lemma/158414	laetificor
lemma/116030	parento	lemma/158433	parentor
lemma/46113	deargentassere	lemma/158352	deargentasso
lemma/99661	discrucio	lemma/158367	discrucior
lemma/59806	insoleo	lemma/158408	insolet
lemma/127125	suspendo	lemma/158484	suppendeo
lemma/108096	inseco	lemma/158407	insece
lemma/122867	rudo	lemma/158477	rudeo
lemma/117918	pertaedesco	lemma/158445	pertaedescit
lemma/95583	concrucio	lemma/158337	concrucior
lemma/117404	pertineo	lemma/158447	pertinet
lemma/119296	praeterfero	lemma/158455	praeterferor
lemma/108824	inuesperasco	lemma/158412	inuesperascit
lemma/97596	compotio	lemma/158335	compotior
lemma/99924	diuerto	lemma/158372	diuertor
lemma/95806	conforio	lemma/158340	conforo
lemma/111249	maereor	lemma/158421	moero
lemma/111250	maereo	lemma/158421	moero
lemma/131068	uesperor	lemma/158494	uesperat
lemma/130968	uulpinor	lemma/158496	uulpino
lemma/94276	circumtergeo	lemma/158322	circumtergo
lemma/109661	lacesso	lemma/158413	lacessio
lemma/87642	adsum	lemma/158303	adfore
lemma/99470	dilucesco	lemma/158363	dilucescit
lemma/94306	circumuersor	lemma/158324	circumuerso
lemma/109903	lapido	lemma/158415	lapidat
lemma/37854	cachino	lemma/158316	cachinor
lemma/110517	limito	lemma/158417	limitor
lemma/108479	interfor	lemma/158410	interfaris
lemma/96424	conuenio	lemma/158346	conuenit
lemma/100576	edo	lemma/158384	estur
lemma/87166	accurro	lemma/158300	accurritur
lemma/99625	disconduco	lemma/158366	disconducit
lemma/90554	attineo	lemma/158313	attinet
lemma/103116	ferior	lemma/158390	ferio
lemma/113918	nubilo	lemma/158422	nubilor
lemma/94695	coepio	lemma/158329	coepi
lemma/99783	dissereno	lemma/158369	disserenat
lemma/100873	elucifico	lemma/158376	elucifacio
lemma/96446	conuerto	lemma/158347	conuertor
lemma/129468	uaco	lemma/158492	uacat
lemma/87011	absoleo	lemma/156969	absolesco
lemma/130002	uesperasco	lemma/158493	uesperascit
lemma/126689	sum	lemma/158354	defore
lemma/99089	deuerto	lemma/158362	deuertor
lemma/111161	lucesco	lemma/158418	lucescit
lemma/118912	praefor	lemma/158451	praefaris
lemma/128698	transueho	lemma/158490	transuehor
lemma/90368	assoleo	lemma/158311	assolet
lemma/169290	matureo	lemma/166294	maturio
lemma/87112	accido	lemma/156147	accidit
lemma/108063	insanio	lemma/156575	insanio
lemma/127011	suppedito	lemma/156216	suppeditat
lemma/127011	suppedito	lemma/156217	suppeditor
lemma/59733	insanior	lemma/156575	insanio
lemma/94297	circumuehor	lemma/156784	circumueho
lemma/131287	complexiono	lemma/156791	complexionor
lemma/55864	graminor	lemma/156782	gramino
lemma/60124	intrudo	lemma/156557	intrudo
lemma/125201	sororio	lemma/169726	sororior
lemma/125200	sororio	lemma/169726	sororior
lemma/115623	paeniteor	lemma/156204	poenitet
lemma/115624	paeniteo	lemma/156204	poenitet
lemma/95691	conduco	lemma/156164	conducit
lemma/126513	succenturio	lemma/169767	subcenturior
lemma/103045	febricito	lemma/169117	febricitor
lemma/122881	rumpo	lemma/169624	rumpor
lemma/58472	imbrumor	lemma/156789	imbrumo
lemma/58472	imbrumor	lemma/156795	imbrumo
lemma/114505	obtingo	lemma/156196	obtingit
lemma/88096	agino	lemma/168900	aginor
lemma/93298	cedo	lemma/156159	cedit
lemma/104908	grauo	lemma/156180	grauor
lemma/118305	pollingo	lemma/169479	pollinceo
lemma/87001	absento	lemma/142761	absentor
lemma/43717	consilio	lemma/156536	consilio
lemma/96058	consilior	lemma/156536	consilio
lemma/55568	glomo	lemma/156532	glomo
lemma/95709	confabricor	lemma/169012	confabrico
lemma/107237	incuruo	lemma/169171	incurueo
lemma/108458	intereo	lemma/156457	intereo
lemma/136431	disunio	lemma/156790	disunior
lemma/50427	exbannio	lemma/156446	exbannio
lemma/126640	suffulcio	lemma/169792	suffulceo
lemma/141741	conuitio	lemma/156798	conuicio
lemma/31210	appremio	lemma/156480	appraemio
lemma/87327	acuo	lemma/156497	acuo
lemma/96460	conuicior	lemma/156798	conuicio
lemma/114265	oblecto	lemma/156194	oblector
lemma/114540	obuenio	lemma/156197	obuenit
lemma/62489	litoro	lemma/156785	litoror
lemma/119043	praemollio	lemma/151968	praemollior
lemma/117048	permadefacio	lemma/156099	permadefio
lemma/98921	desolo	lemma/169035	desolor
lemma/112121	mergo	lemma/156531	mergo
lemma/114714	oculo	lemma/169375	oculor
lemma/98267	defio	lemma/156168	defit
lemma/92179	cado	lemma/156154	cadit
lemma/108518	interluceo	lemma/169201	interlucio
lemma/121597	resto	lemma/156209	restat
lemma/127021	suppeto	lemma/156218	suppetit
lemma/27769	aequiuocor	lemma/156797	aequiuoco
lemma/101729	exacuo	lemma/156526	exacuo
lemma/139983	usuuenio	lemma/156225	usuuenit
lemma/31053	apostemor	lemma/156794	apostemo
lemma/106954	incido	lemma/156184	incidit
lemma/33048	auco	lemma/156574	auco
lemma/107859	inhorreo	lemma/156438	inhorreo
lemma/109294	iuuo	lemma/156187	iuuat
lemma/106126	iento	lemma/169155	ientor
lemma/53909	fulcror	lemma/156786	fulcro
lemma/98417	delector	lemma/156169	delectat
lemma/98418	delecto	lemma/156169	delectat
lemma/122381	recentor	lemma/169579	recento
lemma/43318	condigno	lemma/156783	condignor
lemma/108801	inueho	lemma/156185	inuehor
lemma/122740	respondeo	lemma/142762	respondo
lemma/62133	licentio	lemma/156559	licentio
lemma/96293	contingo	lemma/156165	contingit
lemma/124634	seuehor	lemma/169695	seueho
lemma/73424	principio	lemma/144316	principior
lemma/102147	expedio	lemma/156177	expedit
lemma/112405	mintrio	lemma/169308	mintro
lemma/35472	bifurcor	lemma/156787	bifurco
lemma/100020	doleor	lemma/156508	dolio
lemma/100021	doleo	lemma/156508	dolio
lemma/124797	siliquor	lemma/169709	siliquo
lemma/95318	competo	lemma/156163	competit
lemma/32910	attaedio	lemma/156799	attaedior
lemma/107167	increbro	lemma/169169	increbreo
lemma/113053	munio	lemma/156572	moenio
lemma/98257	deficio	lemma/156167	deficior
lemma/136089	paenitet	lemma/156204	poenitet
lemma/71496	pinguo	lemma/169461	pingueo
lemma/59068	incrapulor	lemma/156792	incrapulo
lemma/59631	inoleo	lemma/156521	inoleo
lemma/120017	proquirito	lemma/169516	proquiritor
lemma/89372	anxior	lemma/156793	anxio
lemma/58662	importunor	lemma/156796	importuno
lemma/91951	bucino	lemma/168965	buccinor
lemma/101603	euenio	lemma/156175	euenit
lemma/112099	miseresco	lemma/156191	miserescit
lemma/122617	renancitur	lemma/169598	renanciscor
lemma/62418	lippido	lemma/156510	lippido
lemma/55453	gladio	lemma/169134	gladior
lemma/32980	attoedior	lemma/156799	attaedior
lemma/166294	maturio	lemma/169290	matureo
lemma/156216	suppeditat	lemma/156217	suppeditor
lemma/156217	suppeditor	lemma/156216	suppeditat
lemma/145440	circummetor	lemma/156788	circummeto
lemma/156789	imbrumo	lemma/156795	imbrumo
lemma/156795	imbrumo	lemma/156789	imbrumo
lemma/156788	circummeto	lemma/145440	circummetor
