lexeme	lila_lemma	wikibase_entry
d2228	100143	L13139
d2238	100154	L13140
d2262	100176	L13141
d2264	100178	L13142
d2279	100196	L13143
d2285	100202	L13144
d2286	100203	L13145
d2298	100215	L13146
d2302	100221	L13147
d2314	100233	L13148
d2319	100238	L13149
d2376	100291	L13150
d2378	100293	L13151
d2389	100305	L13152
d2389_sc	100306	L13153
d2400	100318	L13154
d2427	100345	L13155
d2428	100346	L13156
d2431	100349	L13157
d7012	100350	L13158
d7013	100351	L13159
d7315	100355	L13160
d8008	100361	L13161
d8009	100362	L13162
d8515	100371	L13163
d9262	100378	L13164
d9295	100379	L13165
d9322	100380	L13166
d9462	100381	L13167
d9508	100382	L13168
d9510	100384	L13169
d9646	100442	L13170
d9761	100444	L13171
d9772	100446	L13172
d9874	100447	L13173
d9875	100448	L13174
e0008	100487	L13175
e0009	100488	L13176
e0016	100495	L13177
e0023	100502	L13178
e0075	100557	L13179
e0076	100558	L13180
e0081	100563	L13181
e0084	100566	L13182
e0085	100567	L13183
e0086	100568	L13184
e0090	100572	L13185
e0094	100576	L13186
e0095	100577	L13187
e0097	100579	L13188
e0098	100580	L13189
e0099	100581	L13190
e0100	100582	L13191
e0101	100584	L13192
e0101_sc	100583	L13193
e0105	100588	L13194
e0106	100589	L13195
e0109	100592	L13196
e0111	100596	L13197
e0112	100597	L13198
e0118	100603	L13199
e0121	100606	L13200
e0127	100612	L13201
e0130	100616	L13202
e0130_sc	100618	L13203
e0132	100620	L13204
e0140	100628	L13205
e0147	100636	L13206
e0152	100641	L13207
e0154	100643	L13208
e0156	100645	L13209
e0159	100648	L13210
e0159_sc	100649	L13211
e0160	100650	L13212
e0160_sc	100651	L13213
e0166	100657	L13214
e0167	100658	L13215
e0168	100659	L13216
e0178	100670	L13217
e0180	100672	L13218
e0182	100674	L13219
e0185	100678	L13220
e0186	100679	L13221
e0188	100682	L13222
e0191	100685	L13223
e0192	100686	L13224
e0195	100689	L13225
e0202	100696	L13226
e0204	100698	L13227
e0207	100701	L13228
e0209	100703	L13229
e0210	100704	L13230
e0216	100710	L13231
e0221	100715	L13232
e0225	100719	L13233
e0231	100726	L13234
e0232	100727	L13235
e0237	100733	L13236
e0244	100740	L13237
e0246	100742	L13238
e0249	100745	L13239
e0254	100750	L13240
e0256	100752	L13241
e0258	100754	L13242
e0259	100755	L13243
e0260	100756	L13244
e0266	100762	L13245
e0267	100763	L13246
e0268	100764	L13247
e0269	100765	L13248
e0276	100772	L13249
e0292	100789	L13250
e0299	100796	L13251
e0316	100819	L13252
e0318	100821	L13253
e0319	100822	L13254
e0320	100823	L13255
e0321	100824	L13256
e0324	100827	L13257
e0325	100828	L13258
e0326	100829	L13259
e0327	100830	L13260
e0330	100833	L13261
e0331	100834	L13262
e0333	100836	L13263
e0334	100837	L13264
e0338	100841	L13265
e0345	100848	L13266
e0350	100854	L13267
e0355	100860	L13268
e0357	100862	L13269
e0358	100863	L13270
e0360	100865	L13271
e0363	100869	L13272
e0363_sc	100870	L13273
e0364	100871	L13274
e0366	100873	L13275
e0368	100875	L13276
e0369	100877	L13277
e0371	100880	L13278
e0372	100881	L13279
e0373	100882	L13280
e0376	100886	L13281
e0378	100888	L13282
e0380	100890	L13283
e0383	100893	L13284
e0387	100897	L13285
e0388	100898	L13286
e0389	100899	L13287
e0391	100901	L13288
e0392	100902	L13289
e0394	100904	L13290
e0398	100908	L13291
e0399	100909	L13292
e0400	100910	L13293
e0401	100911	L13294
e0404	100914	L13295
e0406	100916	L13296
e0408	100918	L13297
e0409	100919	L13298
e0433	100948	L13299
e0434	100949	L13300
e0442	100958	L13301
e0443	100959	L13302
e0445	100961	L13303
e0447	100963	L13304
e0448	100964	L13305
e0449	100966	L13306
e0450	100967	L13307
e0453	100970	L13308
e0454	100971	L13309
e0457	100974	L13310
e0459	100976	L13311
e0461	100978	L13312
e0463	100980	L13313
e0465	100982	L13314
e0469	100986	L13315
e0475	100994	L13316
e0476	100995	L13317
e0477	100996	L13318
e0479	100998	L13319
e0480	100999	L13320
e0481	101000	L13321
e0483	101002	L13322
e0484	101003	L13323
e0485	101004	L13324
e0486	101005	L13325
e0489	101008	L13326
e0490	101009	L13327
e0494	101013	L13328
e0506	101025	L13329
e0521	101041	L13330
e0525	101045	L13331
e0528	101048	L13332
e0529	101049	L13333
e0531	101051	L13334
e0535	101055	L13335
e0536	101056	L13336
e0537	101057	L13337
e0538	101058	L13338
e0541	101061	L13339
e0553	101073	L13340
e0554	101074	L13341
e0557	101078	L13342
e0558	101079	L13343
e0560	101081	L13344
e0595	101120	L13345
e0595_sc	101121	L13346
e0596	101122	L13347
e0609	101135	L13348
e0613	101139	L13349
e0617	101143	L13350
e0619	101145	L13351
e0640	101168	L13352
e0641	101169	L13353
e0643	101171	L13354
e0644	101172	L13355
e0646	101174	L13356
e0647	101175	L13357
e0651	101179	L13358
e0653	101181	L13359
e0655	101183	L13360
e0660	101188	L13361
e0663	101191	L13362
e0664	101192	L13363
e0666	101194	L13364
e0668	101196	L13365
e0681	101203	L13366
e0717	101241	L13367
e0790	101323	L13368
e0817	101350	L13369
e0829	101364	L13370
e0838	101374	L13371
e0841	101376	L13372
e0846	101382	L13373
e0847	101383	L13374
e0851	101388	L13375
e0854	101391	L13376
e0859	101397	L13377
e0861	101399	L13378
e0884	101424	L13379
e0892	101432	L13380
e0899	101440	L13381
e0902	101442	L13382
e0907	101447	L13383
e0908	101448	L13384
e0925	101465	L13385
e0929	101469	L13386
e0929_sc	101470	L13387
e0932	101474	L13388
e0933	101475	L13389
e0934	101476	L13390
e0936	101478	L13391
e0943	101485	L13392
e0944	101486	L13393
e0946	101488	L13394
e0948	101490	L13395
e0949	101491	L13396
e0950	101492	L13397
e0971	101515	L13398
e0978	101521	L13399
e0982	101526	L13400
e0983	101527	L13401
e1019	101564	L13402
e1020	101565	L13403
e1023	101568	L13404
e1024	101570	L13405
e1025	101571	L13406
e1027	101573	L13407
e1028	101574	L13408
e1029	101575	L13409
e1035	101581	L13410
e1036	101582	L13411
e1039	101585	L13412
e1041	101587	L13413
e1053	101599	L13414
e1054	101600	L13415
e1055	101601	L13416
e1057	101603	L13417
e1058	101604	L13418
e1059	101605	L13419
e1060	101606	L13420
e1063	101609	L13421
e1067	101613	L13422
e1069	101615	L13423
e1072	101618	L13424
e1073	101619	L13425
e1084	101630	L13426
e1088	101634	L13427
e1089	101635	L13428
e1091	101637	L13429
e1092	101638	L13430
e1093	101639	L13431
e1094	101640	L13432
e1095	101641	L13433
e1097	101643	L13434
e1098	101644	L13435
e1099	101645	L13436
e1102	101648	L13437
e1110	101656	L13438
e1111	101657	L13439
e1117	101664	L13440
e1119	101666	L13441
e1120	101667	L13442
e1123	101670	L13443
e1124	101671	L13444
e1163	101713	L13445
e1168	101717	L13446
e1169	101718	L13447
e1172	101721	L13448
e1174	101722	L13449
e1175	101723	L13450
e1176	101724	L13451
e1181	101729	L13452
e1186	101735	L13453
e1188	101737	L13454
e1191	101740	L13455
e1194	101743	L13456
e1197	101746	L13457
e1200	101749	L13458
e1201	101750	L13459
e1203	101752	L13460
e1207	101756	L13461
e1210	101759	L13462
e1211	101760	L13463
e1217	101767	L13464
e1218	101768	L13465
e1219	101769	L13466
e1221	101771	L13467
e1223	101773	L13468
e1229	101779	L13469
e1231	101781	L13470
e1232	101782	L13471
e1234	101784	L13472
e1237	101787	L13473
e1239	101788	L13474
e1240	101789	L13475
e1240_sc	101790	L13476
e1242	101792	L13477
e1243	101793	L13478
e1247	101797	L13479
e1250	101800	L13480
e1254	101803	L13481
e1256	101805	L13482
e1259	101808	L13483
e1261	101810	L13484
e1263	101812	L13485
e1264	101813	L13486
e1266	101816	L13487
e1269	101819	L13488
e1270	101821	L13489
e1273	101824	L13490
e1274	101825	L13491
e1278	101829	L13492
e1279	101830	L13493
e1280	101831	L13494
e1281	101832	L13495
e1282	101833	L13496
e1284	101835	L13497
e1286	101837	L13498
e1287	101838	L13499
e1288	101839	L13500
e1295	101847	L13501
e1299	101852	L13502
e1300	101853	L13503
e1301	101854	L13504
e1307	101860	L13505
e1308	101861	L13506
e1311	101865	L13507
e1322	101877	L13508
e1326	101881	L13509
e1327	101882	L13510
e1328	101883	L13511
e1329	101884	L13512
e1333	101888	L13513
e1346	101891	L13514
e1348	101893	L13515
e1349	101894	L13516
e1350	101895	L13517
e1352	101897	L13518
e1354	101899	L13519
e1355	101900	L13520
e1360	101905	L13521
e1361	101906	L13522
e1362	101907	L13523
e1365	101910	L13524
e1366	101911	L13525
e1368	101913	L13526
e1369	101914	L13527
e1370	101915	L13528
e1371	101916	L13529
e1375	101920	L13530
e1384	101930	L13531
e1385	101931	L13532
e1387	101933	L13533
e1389	101935	L13534
e1391	101937	L13535
e1392	101938	L13536
e1396	101942	L13537
e1406	101952	L13538
e1410	101956	L13539
e1411	101957	L13540
e1416	101962	L13541
e1427	101974	L13542
e1434	101981	L13543
e1443	101992	L13544
e1447	101996	L13545
e1448	101997	L13546
e1450	101999	L13547
e1452	102001	L13548
e1453	102002	L13549
e1455	102004	L13550
e1457	102006	L13551
e1458	102007	L13552
e1460	102009	L13553
e1462	102011	L13554
e1465	102014	L13555
e1468	102017	L13556
e1473	102022	L13557
e1475	102024	L13558
e1476	102025	L13559
e1476_sc	102026	L13560
e1483	102034	L13561
e1484	102035	L13562
e1486	102037	L13563
e1487	102038	L13564
e1497	102048	L13565
e1498	102049	L13566
e1502	102053	L13567
e1512	102063	L13568
e1514	102065	L13569
e1516	102067	L13570
e1517	102068	L13571
e1521	102073	L13572
e1531	102083	L13573
e1533	102085	L13574
e1535	102087	L13575
e1547	102099	L13576
e1549	102101	L13577
e1551	102103	L13578
e1553	102106	L13579
e1556	102109	L13580
e1560	102115	L13581
e1561	102116	L13582
e1566	102122	L13583
e1566_sc	102123	L13584
e1569	102125	L13585
e1570	102126	L13586
e1571	102128	L13587
e1572	102129	L13588
e1573	102130	L13589
e1577	102135	L13590
e1579	102137	L13591
e1581	102139	L13592
e1582	102140	L13593
e1582_sc	102141	L13594
e1584	102143	L13595
e1588	102147	L13596
e1591	102150	L13597
e1592	102151	L13598
e1593	102152	L13599
e1594	102153	L13600
e1595	102154	L13601
e1596	102155	L13602
e1597	102156	L13603
e1598	102157	L13604
e1600	102160	L13605
e1601	102161	L13606
e1604	102165	L13607
e1609	102170	L13608
e1612	102173	L13609
e1620	102181	L13610
e1621	102182	L13611
e1622	102183	L13612
e1623	102184	L13613
e1624	102185	L13614
e1630	102191	L13615
e1631	102192	L13616
e1633	102194	L13617
e1642	102203	L13618
e1647	102208	L13619
e1649	102210	L13620
e1652	102213	L13621
e1654	102215	L13622
e1656	102217	L13623
e1657	102218	L13624
e1664	102225	L13625
e1668	102229	L13626
e1675	102236	L13627
e1676	102237	L13628
e1677	102238	L13629
e1678	102239	L13630
e1679	102240	L13631
e1680	102241	L13632
e1688	102249	L13633
e1691	102252	L13634
e1694	102255	L13635
e1698	102259	L13636
e1700	102261	L13637
e1701	102262	L13638
e1702	102263	L13639
e1703	102264	L13640
e1708	102269	L13641
e1709	102270	L13642
e1712	102273	L13643
e1714	102275	L13644
e1717	102278	L13645
e1718	102279	L13646
e1719	102280	L13647
e1724	102285	L13648
e1725	102286	L13649
e1726	102287	L13650
e1736	102298	L13651
e1745	102309	L13652
e1746	102310	L13653
e1747	102311	L13654
e1748	102312	L13655
e1749	102313	L13656
e1750	102314	L13657
e1752	102316	L13658
e1753	102317	L13659
e1754	102318	L13660
e1756	102320	L13661
e1757	102321	L13662
e1759	102322	L13663
e1762	102325	L13664
e1763	102326	L13665
e1764	102327	L13666
e1766	102330	L13667
e1771	102335	L13668
e1772	102336	L13669
e1774	102338	L13670
e1775	102339	L13671
e1778	102343	L13672
e1780	102345	L13673
e1781	102346	L13674
e1782	102347	L13675
e1784	102349	L13676
e1785	102350	L13677
e1787	102352	L13678
e1791	102356	L13679
e1794	102359	L13680
e1799	102365	L13681
e1805	102371	L13682
e1812	102380	L13683
e1814	102382	L13684
e1819	102387	L13685
e1820	102388	L13686
e1821	102389	L13687
e1822	102390	L13688
e1825	102393	L13689
e1827	102396	L13690
e1834	102403	L13691
e1840	102409	L13692
e1843	102412	L13693
e1845	102416	L13694
e1846	102417	L13695
e1852	102424	L13696
e1855	102427	L13697
e1857	102429	L13698
e1859	102431	L13699
e1861	102433	L13700
e1862	102434	L13701
e1864	102437	L13702
e1865	102438	L13703
e1866	102439	L13704
e1866_sc	102440	L13705
e1867	102441	L13706
e1868	102442	L13707
e1873	102448	L13708
e1875	102450	L13709
e1879	102454	L13710
e1885	102460	L13711
e1888	102463	L13712
e1890	102465	L13713
e1892	102467	L13714
e1894	102469	L13715
e1894_sc	102470	L13716
e1896	102472	L13717
e1897	102473	L13718
e1898	102474	L13719
e1899	102475	L13720
e1901	102477	L13721
e1903	102479	L13722
e1909	102485	L13723
e1911	102488	L13724
e1913	102490	L13725
e1914	102492	L13726
e1916	102494	L13727
e1917	102495	L13728
e1918	102496	L13729
e1919	102497	L13730
e1932	102515	L13731
e1937	102520	L13732
e1939	102522	L13733
e1940	102523	L13734
e1943	102526	L13735
e1944	102527	L13736
e1950	102533	L13737
e1951	102534	L13738
e8172	102566	L13739
e8275	102568	L13740
e8302	102570	L13741
e8392	102573	L13742
e8545	102579	L13743
e8830	102585	L13744
e9124	102593	L13746
e9178	102596	L13747
e9236	102605	L13748
e9237	102606	L13749
e9238	102607	L13750
e9409	102612	L13751
e9585	102617	L13752
e9808	102624	L13753
f0021	102726	L13754
f0026	102731	L13756
f0032	102738	L13757
f0040	102747	L13758
f0041	102748	L13759
f0048	102758	L13760
f0057	102767	L13761
f0058	102768	L13762
f0086	102798	L13763
f0116	102834	L13764
f0127	102847	L13765
f0144	102865	L13766
f0149	102870	L13767
f0154	102876	L13768
f0161	102883	L13769
f0164	102886	L13770
f0180	102903	L13771
f0186	102910	L13772
f0192	102916	L13773
f0203	102929	L13774
f0231	102962	L13775
f0234	102966	L13776
f0240	102972	L13777
f0246	102978	L13778
f0251	102986	L13779
f0260	102996	L13780
f0264	103002	L13781
f0266	103004	L13782
f0270	103008	L13783
f0271	103009	L13784
f0274	103012	L13785
f0279	103017	L13786
f0303	103043	L13787
f0305	103045	L13788
f0311	103051	L13789
f0318	103059	L13790
f0323	103064	L13791
f0326	103067	L13792
f0337	103078	L13793
f0339	103080	L13794
f0348	103089	L13795
f0353	103094	L13796
f0358	103099	L13797
f0370	103114	L13798
f0372	103116	L13799
f0373	103117	L13800
f0377	103121	L13801
f0378	103122	L13802
f0382	103126	L13803
f0384	103128	L13804
f0406	103155	L13805
f0413	103164	L13806
f0433	103186	L13807
f0439	103193	L13808
f0442	103196	L13809
f0448	103203	L13810
f0450	103205	L13811
f0463	103221	L13812
f0498	103265	L13813
f0502	103269	L13814
f0506	103274	L13815
f0516	103284	L13816
f0524	103292	L13817
f0546	103317	L13818
f0548	103319	L13819
f0549	103320	L13820
f0556	103327	L13821
f0557	103328	L13822
f0563	103335	L13823
f0569	103341	L13824
f0572	103344	L13825
f0584	103357	L13826
f0585	103359	L13827
f0590	103364	L13828
f0596	103370	L13829
f0596_sc	103371	L13830
f0601	103376	L13831
f0608	103383	L13832
f0638	103420	L13833
f0639	103421	L13834
f0644	103426	L13835
f0651	103433	L13836
f0655	103438	L13837
f0655_sc	103439	L13838
f0660	103444	L13839
f0662	103446	L13840
f0673	103457	L13841
f0678	103463	L13842
f0679	103464	L13843
f0685	103471	L13844
f0716	103504	L13845
f0719	103507	L13846
f0721	103509	L13847
f0743	103533	L13848
f0752	103543	L13849
f0756	103549	L13850
f0759	103553	L13851
f0762	103556	L13852
f0765	103559	L13853
f0766	103560	L13854
f0781	103578	L13855
f0782	103579	L13856
f0793	103590	L13857
f0802	103600	L13858
f0820	103618	L13859
f0828	103626	L13860
f0844	103642	L13861
f0851	103649	L13862
f0857	103655	L13863
f0859	103657	L13864
f0876	103677	L13865
f0879	103680	L13866
f0884	103685	L13867
f0887	103688	L13868
f0898	103699	L13869
f0906	103707	L13870
f0915	103719	L13871
f0915_sc	103720	L13872
f0917	103722	L13873
f0923	103728	L13874
f0931	103736	L13875
f0933	103738	L13876
f0935	103740	L13877
f0944	103749	L13878
f0952	103758	L13879
f0959	103765	L13880
f0962	103768	L13881
f0967	103774	L13882
f0976	103784	L13883
f0977	103785	L13884
f0992	103802	L13885
f0993	103803	L13886
f0994	103804	L13887
f0994_sc	103805	L13888
f0995	103806	L13889
f1002	103813	L13890
f1006	103817	L13891
f1010	103821	L13892
f1012	103823	L13893
f1015	103826	L13894
f1018	103830	L13895
f1024	103836	L13896
f1024_sc	103837	L13897
f1034	103849	L13898
f1039	103856	L13899
f1056	103876	L13900
f1057	103877	L13901
f1059	103881	L13902
f1060	103882	L13903
f1071	103895	L13904
f1079	103903	L13905
f1080	103905	L13906
f1086	103911	L13907
f1100	103927	L13908
f1103	103930	L13909
f1106	103933	L13910
f1109	103936	L13911
f1109_sc	103938	L13912
f1125	103957	L13913
f1127	103959	L13914
f1135	103969	L13915
f1146	103981	L13916
f1150	103985	L13917
f1154	103989	L13918
f1155	103990	L13919
f1173	104009	L13920
f1176	104012	L13921
f1177	104013	L13922
f1184	104023	L13923
f1187	104027	L13924
f1188	104028	L13925
f1203	104045	L13926
f1221	104063	L13927
f1222	104064	L13928
f1228	104072	L13929
f1230	104075	L13930
f1245	104091	L13931
f1255	104102	L13932
f1260	104108	L13933
f1262	104110	L13934
f1265	104113	L13935
f1270	104118	L13936
f1271	104119	L13937
f1302	104125	L13938
f9010	104154	L13939
f9045	104156	L13940
f9225	104185	L13941
f9227	104187	L13942
f9229	104189	L13943
f9316	104195	L13944
f9317	104196	L13945
f9540	104204	L13946
f9644	104212	L13947
f9706	104215	L13948
f9795	104224	L13949
f9910	104229	L13950
f9911	104230	L13951
f9937	104233	L13952
f9993	104237	L13953
g0016	104260	L13954
g0034	104283	L13955
g0062	104319	L13956
g0076	104335	L13957
g0077	104336	L13958
g0090	104350	L13959
g0093	104353	L13960
g0102	104365	L13961
g0120	104389	L13962
g0128	104398	L13963
g0140	104415	L13964
g0144	104419	L13965
g0149	104425	L13966
g0150	104426	L13967
g0153	104429	L13968
g0156	104432	L13969
g0168	104445	L13970
g0174	104453	L13971
g0190	104474	L13972
g0202	104489	L13973
g0234	104532	L13974
g0237	104535	L13975
g0238	104536	L13976
g0268	104571	L13977
g0271	104574	L13978
g0272	104575	L13979
g0274	104577	L13980
g0288	104594	L13981
g0308	104604	L13982
g0316	104612	L13983
g0318	104614	L13984
g0321	104617	L13985
g0322	104618	L13986
g0351	104651	L13987
g0352	104652	L13988
g0357	104657	L13989
g0376	104679	L13990
g0380	104684	L13991
g0385	104688	L13992
g0390	104693	L13993
g0391	104694	L13994
g0397	104700	L13995
g0406	104709	L13996
g0409	104712	L13997
g0420	104722	L13998
g0421	104723	L13999
g0422	104724	L14000
g0435	104737	L14001
g0439	104741	L14002
g0449	104752	L14003
g0450	104753	L14004
g0476	104781	L14005
g0482	104786	L14006
g0485	104789	L14007
g0498	104799	L14008
g0501	104803	L14009
g0503	104805	L14010
g0522	104825	L14011
g0529	104833	L14012
g0534	104838	L14013
g0537	104841	L14014
g0560	104866	L14015
g0566	104872	L14016
g0571	104878	L14017
g0578	104885	L14018
g0589	104896	L14019
g0592	104898	L14020
g0601	104908	L14021
g0607	104915	L14022
g0615	104924	L14023
g0631	104941	L14024
g0643	104953	L14025
g0666	104976	L14026
g0690	105003	L14027
g0695	105008	L14028
h0004	105044	L14029
h0015	105055	L14030
h0017	105057	L14031
h0018	105058	L14032
h0029	105072	L14033
h0044	105089	L14034
h0053	105099	L14035
h0066	105114	L14036
h0074	105123	L14037
h0097	105148	L14038
h0118	105173	L14039
h0127	105183	L14040
h0158	105219	L14041
h0158_sc	105220	L14042
h0163	105225	L14043
h0274	105352	L14044
h0274_sc	105353	L14045
h0276	105355	L14046
h0283	105362	L14047
h0290	105369	L14048
h0295	105375	L14049
h0351	105441	L14050
h0358	105450	L14051
h0365	105459	L14052
h0380	105476	L14053
h0381	105477	L14054
h0385	105481	L14055
h0397	105492	L14056
h0402	105497	L14057
h0404	105499	L14058
h0410	105505	L14059
h0449	105546	L14060
h0451	105548	L14061
h0460	105558	L14062
h0475	105577	L14063
h0485	105589	L14064
h0537	105644	L14065
h0544	105653	L14066
h0548	105658	L14067
h0565	105674	L14068
h0569	105678	L14069
h0580	105692	L14070
h0586	105698	L14071
h0586_sc	105699	L14072
h0596	105711	L14073
h0599	105714	L14074
h0614	105728	L14075
h0626	105744	L14076
h0638	105756	L14077
h0648	105764	L14078
h0653	105769	L14079
h0654	105770	L14080
h0657	105773	L14081
h0659	105775	L14082
h0660	105776	L14083
h0723	105842	L14084
h0724	105843	L14085
h0726	105845	L14086
h0727	105846	L14087
h0952	105965	L14088
h9162	105973	L14089
i0002	106000	L14090
i0003	106001	L14091
i0012	106010	L14092
i0013	106011	L14093
i0021	106021	L14094
i0057	106062	L14095
i0097	106106	L14096
i0113	106122	L14097
i0121	106130	L14098
i0123	106132	L14099
i0125	106134	L14100
i0141	106153	L14101
i0153	106165	L14102
i0155	106168	L14103
i0160	106173	L14104
i0162	106175	L14105
i0176	106190	L14106
i0177	106191	L14107
i0182	106197	L14108
i0186	106201	L14109
i0193	106208	L14110
i0195	106210	L14111
i0201	106216	L14112
i0207	106224	L14113
i0211	106228	L14114
i0213	106230	L14115
i0215	106232	L14116
i0226	106243	L14117
i0229	106246	L14118
i0232	106249	L14119
i0235	106252	L14120
i0238	106255	L14121
i0242	106259	L14122
i0247	106265	L14123
i0256	106274	L14124
i0258	106276	L14125
i0258_sc	106277	L14126
i0259	106278	L14127
i0261	106280	L14128
i0262	106281	L14129
i0264	106283	L14130
i0268	106287	L14131
i0281	106303	L14132
i0293	106317	L14133
i0298	106322	L14134
i0300	106324	L14135
i0306	106333	L14136
i0307	106334	L14137
i0309	106336	L14138
i0315	106342	L14139
i0320	106347	L14140
i0324	106351	L14141
i0325	106352	L14142
i0326	106353	L14143
i0336	106365	L14144
i0339	106369	L14145
i0340	106370	L14146
i0342	106372	L14147
i0347	106377	L14148
i0349	106379	L14149
i0357	106387	L14150
i0368	106399	L14151
i0370	106401	L14152
i0376	106407	L14153
i0377	106408	L14154
i0378	106409	L14155
i0388	106419	L14156
i0403	106435	L14157
i0404	106436	L14158
i0405	106437	L14159
i0406	106438	L14160
i0410	106442	L14161
i0412	106444	L14162
i0421	106454	L14163
i0428	106461	L14164
i0430	106463	L14165
i0436	106469	L14166
i0439	106472	L14167
i0448	106482	L14168
i0459	106493	L14169
i0463	106497	L14170
i0465	106499	L14171
i0469	106504	L14172
i0475	106510	L14173
i0484	106519	L14174
i0495	106531	L14175
i0499	106535	L14176
i0522	106561	L14177
i0527	106567	L14178
i0533	106573	L14179
i0539	106579	L14180
i0547	106588	L14181
i0549	106590	L14182
i0551	106592	L14183
i0552	106593	L14184
i0558	106599	L14185
i0560	106601	L14186
i0564	106605	L14187
i0566	106607	L14188
i0572	106614	L14189
i0573	106615	L14190
i0578	106620	L14191
i0599	106642	L14192
i0614	106657	L14193
i0626	106669	L14194
i0629	106672	L14195
i0632	106675	L14196
i0638	106681	L14197
i0639	106682	L14198
i0652	106696	L14199
i0677	106723	L14200
i0679	106725	L14201
i0691	106737	L14202
i0697	106743	L14203
i0698	106744	L14204
i0706	106752	L14205
i0715	106761	L14206
i0718	106764	L14207
i0726	106772	L14208
i0731	106777	L14209
i0734	106780	L14210
i0739	106785	L14211
i0739_sc	106786	L14212
i0740	106787	L14213
i0741	106788	L14214
i0743	106790	L14215
i0745	106792	L14216
i0746	106793	L14217
i0748	106795	L14218
i0749	106796	L14219
i0753	106800	L14220
i0756	106803	L14221
i0766	106814	L14222
i0775	106825	L14223
i0778	106828	L14224
i0779	106829	L14225
i0779_sc	106830	L14226
i0780	106831	L14227
i0783	106834	L14228
i0789	106840	L14229
i0801	106852	L14230
i0805	106856	L14231
i0816	106867	L14232
i0817	106868	L14233
i0818	106869	L14234
i0820	106871	L14235
i0821	106872	L14236
i0822	106873	L14237
i0823	106874	L14238
i0824	106875	L14239
i0824_sc	106876	L14240
i0828	106880	L14241
i0831	106883	L14242
i0836	106888	L14243
i0844	106896	L14244
i0845	106897	L14245
i0848	106900	L14246
i0853	106905	L14247
i0858	106911	L14248
i0859	106912	L14249
i0871	106925	L14250
i0874	106928	L14251
i0875	106929	L14252
i0877	106931	L14253
i0882	106937	L14254
i0885	106940	L14255
i0889	106946	L14256
i0895	106952	L14257
i0897	106954	L14258
i0898	106955	L14259
i0901	106959	L14260
i0903	106961	L14261
i0904	106962	L14262
i0906	106964	L14263
i0907	106965	L14264
i0908	106966	L14265
i0923	106982	L14266
i0929	106989	L14267
i0930	106990	L14268
i0931	106991	L14269
i0935	106995	L14270
i0944	107004	L14271
i0945	107005	L14272
i0955	107015	L14273
i0957	107017	L14274
i0965	107025	L14275
i0974	107034	L14276
i0984	107044	L14277
i1008	107069	L14278
i1079	107142	L14279
i1080	107144	L14280
i1088	107153	L14281
i1098	107163	L14282
i1099	107164	L14283
i1101	107166	L14284
i1102	107167	L14285
i1109	107174	L14286
i1116	107182	L14287
i1118	107185	L14288
i1119	107186	L14289
i1120	107187	L14290
i1126	107193	L14291
i1130	107197	L14292
i1134	107201	L14293
i1137	107204	L14294
i1141	107208	L14295
i1143	107210	L14296
i1148	107215	L14297
i1156	107223	L14298
i1161	107228	L14299
i1162	107230	L14300
i1166	107234	L14301
i1169	107237	L14302
i1176	107246	L14303
i1179	107249	L14304
i1185	107256	L14305
i1190	107262	L14306
i1197	107269	L14307
i1228	107302	L14308
i1252	107327	L14309
i1253	107328	L14310
i1264	107340	L14311
i1270	107347	L14312
i1272	107349	L14313
i1280	107359	L14314
i1286	107365	L14315
i1290	107370	L14316
i1295	107375	L14317
i1325	107406	L14318
i1336	107417	L14319
i1342	107425	L14320
i1343	107426	L14321
i1346	107429	L14322
i1351	107434	L14323
i1352	107435	L14324
i1361	107446	L14325
i1362	107447	L14326
i1366	107451	L14327
i1367	107452	L14328
i1368	107453	L14329
i1369	107454	L14330
i1372	107457	L14331
i1383	107470	L14332
i1408	107495	L14333
i1421	107508	L14334
i1423	107510	L14335
i1428	107515	L14336
i1431	107519	L14337
i1433	107521	L14338
i1439	107528	L14339
i1503	107592	L14340
i1509	107600	L14341
i1517	107610	L14342
i1522	107616	L14343
i1527	107623	L14344
i1534	107632	L14345
i1538	107636	L14346
i1544	107643	L14347
i1548	107649	L14348
i1552	107653	L14349
i1553	107654	L14350
i1553_sc	107655	L14351
i1557	107660	L14352
i1559	107662	L14353
i1562	107665	L14354
i1563	107666	L14355
i1567	107670	L14356
i1572	107675	L14357
i1574	107677	L14358
i1575	107678	L14359
i1584	107690	L14360
i1586	107693	L14361
i1587	107694	L14362
i1595	107702	L14363
i1596	107703	L14364
i1598	107705	L14365
i1602	107709	L14366
i1607	107714	L14367
i1613	107720	L14368
i1614	107721	L14369
i1615	107722	L14370
i1617	107724	L14371
i1620	107727	L14372
i1628	107735	L14373
i1629	107736	L14374
i1640	107748	L14375
i1642	107750	L14376
i1644	107753	L14377
i1648	107757	L14378
i1649	107758	L14379
i1650	107759	L14380
i1651	107760	L14381
i1652	107761	L14382
i1653	107762	L14383
i1662	107771	L14384
i1667	107776	L14385
i1668	107777	L14386
i1670	107779	L14387
i1671	107780	L14388
i1672	107781	L14389
i1676	107785	L14390
i1678	107787	L14391
i1679	107788	L14392
i1680	107789	L14393
i1681	107790	L14394
i1683	107792	L14395
i1692	107802	L14396
i1695	107805	L14397
i1696	107806	L14398
i1699	107809	L14399
i1702	107812	L14400
i1708	107818	L14401
i1709	107819	L14402
i1711	107821	L14403
