lexeme_id	label
e1914	exunguo
e1916	exungulo
e1917	exuo
e1918	exurgeo
e1919	exuro
e1932	excandefio
e1937	electo
e1939	elibero
e1940	exarefio
e1943	expilo
e1944	exsolesco
e1950	eneruesco
e1951	enexo
e8172	exacerbo
e8275	excalefio
e8302	exstillesco
e8392	excuro
e8545	exorbito
e8830	extempero
e9124	efferasco
e9178	effrigo
e9236	eiulito
e9237	eiecto
e9238	eiuncesco
e9409	ematuro
e9585	eneruo
e9808	excandeo
f0021	fabrico
f0026	fabrio
f0032	fabulo
f0037	facesso
f0040	facetior
f0041	faceto
f0048	facio
f0057	factito
f0058	facto
f0086	faenero
f0116	falcito
f0127	fallo
f0144	falso
f0149	famelico
f0154	famesco
f0161	famigero
f0164	familiaresco
f0180	famulo
f0186	fano
f0192	farcino
f0193	farcio
f0203	farior
f0231	fascino
f0234	fascio
f0240	fastidio
f0246	fastigo
f0251	fateor
f0260	fatigo
f0264	fatisco
f0266	fator
f0270	fatuor
f0271	faueo
f0274	fatuor
f0279	fauillesco
f0303	febresco
f0305	febricito
f0311	febrio
f0318	fecundo
f0323	felicito
f0326	felio
f0337	fellito
f0339	fello
f0348	femino
f0353	fenestro
f0358	ferasco
f0370	ferio
f0372	ferior
f0373	ferito
f0377	fermentesco
f0378	fermento
f0382	fero
f0384	ferocio
f0406	ferrumino
f0413	feruefacio
f0414	feruo
f0433	festino
f0439	feruefio
f0442	festuco
f0448	fetifico
f0450	feto
f0463	fibulo
f0498	fidicino
f0502	fido
f0506	fiducio
f0512	figo
f0516	figulo
f0524	figuro
f0546	findo
f0547	fingibili
f0548	fingo
f0549	finio
f0556	fintinnio
f0557	fio
f0563	firmo
f0569	fisco
f0572	fissiculo
f0584	fistulesco
f0585	fistulo
f0590	flabello
f0596	flacceo
f0596_sc	flaccesco
f0601	flagello
f0608	flagito
f0613	flagro
f0638	flammigero
f0639	flammigo
f0644	flammo
f0651	flato
f0655	flaueo
f0655_sc	flauesco
f0660	flecto
f0662	fleo
f0673	flexo
f0678	fligo
f0679	flo
f0685	floreo
f0716	fluctuo
f0719	fluento
f0721	fluido
f0723	fluito
f0730	fluo
f0730_sc	fluesco
f0743	fluuio
f0751	focilo
f0752	foculo
f0756	fodico
f0758	fodio
f0759	foedero
f0762	foedo
f0765	foetido
f0766	foeteo
f0781	folleo
f0782	follico
f0793	fomento
f0802	for
f0820	forfico
f0828	forio
f0844	formico
f0851	formido
f0857	formo
f0859	formoso
f0876	fornico
f0879	foro
f0884	fortesco
f0887	fortifico
f0898	fortuno
f0906	fosso
f0913	foueo
f0915	fraceo
f0915_sc	fracesco
f0917	fracesso
f0923	fragesco
f0931	fragro
f0933	frango
f0935	fraterculo
f0944	fratro
f0952	fraudo
f0959	fraxo
f0962	fremo
f0965	frendo
f0967	freno
f0976	frequento
f0977	frequentito
f0988	frico
f0992	frigefacio
f0993	frigefacto
f0994	frigeo
f0994_sc	frigesco
f0995	frigero
f1002	frigo
f1006	frigoro
f1010	friguttio
f1012	frio
f1015	fritinnio
f1018	frixo
f1024	frondeo
f1024_sc	frondesco
f1034	fructifico
f1039	frugesco
f1056	frumentor
f1057	frumo
f1059	fruniscor
f1060	fruor
f1071	frustro
f1079	fruticesco
f1080	frutico
f1086	fuco
f1096	fugio
f1100	fugito
f1103	fugo
f1106	fulcio
f1109	fulgo
f1109_sc	fulgesco
f1118	fulgurio
f1125	fulguro
f1127	fullonico
f1135	fulmino
f1146	fumesco
f1150	fumifico
f1154	fumigo
f1155	fumo
f1173	fundito
f1176	fundo
f1177	fundo
f1184	fungo
f1187	funero
f1188	funesto
f1203	furcillo
f1221	furio
f1222	furio
f1228	furo
f1230	furo
f1245	fusco
f1255	fustigo
f1260	futio
f1262	futo
f1265	futuo
f1270	fabrefacio
f1271	fabrefio
f1302	frigo
f9010	fabellor
f9045	facillo
f9225	foetesco
f9227	fideicommitto
f9228	fideiubeo
f9229	fidepromitto
f9316	febuo
f9317	fecundito
f9540	filo
f9644	flammesco
f9706	futo
f9795	fomito
f9910	floresco
f9911	feruesco
f9937	fraterno
f9993	frigidefacto
g0016	galaticor
g0034	galeo
g0062	gallulasco
g0076	ganio
g0077	gannio
g0081	gargarizo
g0090	garrio
g0093	garrulo
g0102	gaudeo
g0120	gelasco
g0128	gelo
g0140	gemino
g0144	gemisco
g0149	gemmasco
g0150	gemmesco
g0153	gemmo
g0156	gemo
g0168	generasco
g0174	genero
g0190	geniculo
g0202	geno
g0234	germinasco
g0237	germino
g0238	gero
g0268	gesticulor
g0271	gestio
g0272	gestito
g0274	gesto
g0288	gigno
g0308	gingrio
g0316	glabresco
g0318	glabro
g0321	glaciesco
g0322	glacio
g0351	glattio
g0352	glattito
g0357	glaucio
g0376	gliccio
g0380	glisco
g0385	globo
g0390	glocido
g0391	glocio
g0397	glomero
g0406	glorifico
g0409	glorior
g0420	glottoro
g0421	glubeo
g0422	glubo
g0435	glutino
g0438	gluttio
g0439	gluttio
g0449	gnarigo
g0450	gnario
g0476	graccito
g0482	gracilesco
g0485	gracillo
g0498	gradior
g0501	graecisso
g0503	graecor
g0522	granasco
g0529	grandesco
g0534	grandino
g0537	grandio
g0560	grassor
g0566	gratifico
g0571	grator
g0578	gratulor
g0589	grauesco
g0592	grauido
g0601	grauo
g0607	grego
g0615	grillo
g0630	grundio
g0631	gruo
g0643	guberno
g0666	gusto
g0690	gypso
g0695	gyro
h0004	habeo
h0015	habito
h0017	habituor
h0018	habiturio
h0029	haeresco
h0044	haereo
h0053	haesito
h0066	halito
h0074	halo
h0097	hamo
h0118	hariolor
h0127	harpago
h0147	haurio
h0158	hebeo
h0158_sc	hebesco
h0163	hebeto
h0203	helluor
h0274	herbeo
h0274_sc	herbesco
h0276	herbido
h0283	herbo
h0290	heredifico
h0295	heredito
h0351	hiasco
h0358	hiberno
h0365	hiemo
h0380	hieto
h0381	hilaresco
h0385	hilaro
h0397	hinnio
h0402	hio
h0404	hippaco
h0410	hippito
h0449	hirquitallio
h0451	hirrio
h0460	hisco
h0475	hiulco
h0485	holero
h0537	honesto
h0544	honorifico
h0548	honoro
h0565	hordior
h0569	horior
h0580	horoscopo
h0586	horreo
h0586_sc	horresco
h0596	horrifico
h0599	horripilo
h0614	horto
h0626	hospito
h0638	hostio
h0648	humano
h0653	humilifico
h0654	humilio
h0657	humilito
h0659	humilo
h0660	humo
h0723	hymnifico
h0724	hymnio
h0726	hymnizo
h0727	hymnodico
h0952	haudscio
h9162	hebetesco
i0002	iaceo
i0003	iacio
i0012	iactito
i0013	iacto
i0021	iaculo
i0057	ico
i0097	iduo
i0113	ieiuno
i0117	iento
i0121	ignauesco
i0123	ignauo
i0125	ignesco
i0141	ignio
i0153	ignobilito
i0155	ignominio
i0160	ignoro
i0162	ignosco
i0176	illabor
i0177	illaboro
i0182	illacrimo
i0186	illaedo
i0192	illaqueo
i0193	illargio
i0195	illatebro
i0201	illatro
i0207	illecebro
i0211	illecto
i0213	illego
i0215	illentesco
i0226	illiceor
i0229	illicio
i0232	illicito
i0235	illido
i0238	illigo
i0242	illimo
i0245	illino
i0247	illiquor
i0256	illubrico
i0258	illuceo
i0258_sc	illucesco
i0259	illuctor
i0261	illuculasco
i0262	illudio
i0264	illudo
i0268	illumino
i0281	illustro
i0293	imagino
i0298	imbarbesco
i0300	imbecillor
i0306	imbibo
i0307	imbito
i0309	imbracteo
i0315	imbrico
i0320	imbrifico
i0324	imbubino
i0325	imbulbito
i0326	imbuo
i0336	imito
i0339	immaculo
i0340	immadesco
i0342	immaneo
i0347	immarceo
i0349	immasso
i0357	immeio
i0368	immeo
i0370	immergo
i0376	immigro
i0377	immineo
i0378	imminuo
i0380	immisceo
i0388	immitto
i0403	immolo
i0404	immordeo
i0405	immorior
i0406	immoror
i0410	immoueo
i0411	immugio
i0412	immulgeo
i0417	immunio
i0421	immurmuro
i0428	immutesco
i0430	immuto
i0436	impallesco
i0439	impancro
i0448	impasco
i0459	impedico
i0461	impedio
i0463	impedo
i0464	impello
i0465	impendeo
i0469	impendo
i0475	impenso
i0484	imperco
i0495	imperito
i0499	impermisceo
i0503	impero
i0514	impertio
i0522	impesco
i0527	impeto
i0532	impetrio
i0533	impetro
i0539	impico
i0547	impingo
i0549	impinguesco
i0551	impinguo
i0552	impio
i0558	implago
i0560	implano
i0564	implecto
i0566	impleo
i0572	implicisco
i0573	implicito
i0574	implico
i0577	imploro
i0578	implumbo
i0580	impluo
i0591	impono
i0593	imporco
i0599	importo
i0614	impraegno
i0626	imprecor
i0629	impresso
i0632	imprimo
i0638	improbito
i0639	improbo
i0652	impropero
i0677	impugno
i0679	impulso
i0691	impuro
i0697	imputo
i0698	imputresco
i0706	inabscondo
i0715	inaccresco
i0718	inacesco
i0726	inaedifico
i0731	inaequo
i0734	inaestuo
i0739	inalbeo
i0739_sc	inalbesco
i0740	inalbo
i0741	inalgesco
i0743	inalligo
i0745	inaltero
i0746	inalto
i0748	inamaresco
i0749	inamarico
i0753	inambulo
i0756	inanesco
i0766	inanio
i0775	inaquo
i0778	inardesco
i0779	inareo
i0779_sc	inaresco
i0780	inargento
i0783	inaro
i0789	inassero
i0798	inaudio
i0801	inauguro
i0805	inauro
i0816	incalesco
i0817	incalfacio
i0818	incallesco
i0820	incallo
i0821	incalo
i0822	incandesco
i0823	incandido
i0824	incaneo
i0824_sc	incanesco
i0828	incanto
i0831	incapistro
i0836	incarno
i0844	incauillor
i0845	incauo
i0848	incedo
i0853	incendefacio
i0858	incendo
i0859	inceno
i0871	incepto
i0874	incerno
i0875	incero
i0877	incerto
i0882	incesso
i0885	incesto
i0889	incaraxo
i0895	incibo
i0897	incido
i0898	incido
i0901	incilo
i0903	incinero
i0904	incingo
i0906	incino
i0907	incipio
i0908	incipisso
i0923	incito
i0929	inclamito
i0930	inclamo
i0931	inclaresco
i0935	inclaudico
i0944	inclino
i0945	includo
i0955	incogito
i0957	incognosco
i0960	incoho
i0965	incolo
i0974	incomitio
i0984	incommodo
i1008	inconcilio
i1079	incoprio
i1080	incoquo
i1088	incorporo
i1098	incoxo
i1099	incrasso
i1101	increbresco
i1102	increbro
i1109	incremento
i1116	increpito
i1117	increpo
i1118	incresco
i1119	increto
i1120	incribro
i1126	incrusto
i1130	incubito
i1131	incubo
i1134	incudo
i1137	inculco
i1141	inculpo
i1143	incumbo
i1148	influesco
i1156	incurro
i1161	incursito
i1162	incurso
i1166	incuruesco
i1169	incuruo
i1176	incuso
i1179	incutio
i1185	indago
i1190	indeceo
i1197	indecoro
i1228	indepto
i1252	indico
i1253	indico
i1264	indigeo
i1270	inhaeresco
i1272	indigito
i1280	indigno
i1286	indilucesco
i1290	indipisco
i1295	indisco
i1325	indo
i1336	indolesco
i1342	indormio
i1343	indormisco
i1346	indrutico
i1351	indubito
i1352	induco
i1361	indulco
i1362	indulgeo
i1366	induo
i1367	indeceo
i1368	induresco
i1369	induro
i1372	indusio
i1383	inebrio
i1408	inemorior
i1421	ineo
i1423	ineptio
i1428	inequito
i1431	inermo
i1433	inerro
i1439	inesco
i1503	infaeco
i1509	infamo
i1517	infanto
i1522	infatuo
i1527	infecto
i1534	infelico
i1538	infenso
i1541	infercio
i1544	infermento
i1548	infero
i1552	inferuefacio
i1553	inferueo
i1553_sc	inferuesco
i1557	infesto
i1559	infibulo
i1562	inficio
i1563	inficisco
i1567	infigo
i1572	infimo
i1574	infindo
i1575	infingo
i1584	infirmo
i1586	infio
i1587	infiteor
i1595	infitior
i1596	inflabello
i1598	inflagro
i1602	inflammo
i1607	inflecto
i1613	infligo
i1614	inflo
i1615	infloresco
i1617	influo
i1620	infodio
i1628	informo
i1629	inforo
i1640	infremo
i1642	infrendo
i1644	infreno
i1648	infrico
i1649	infricolo
i1650	infrigesco
i1651	infrigido
i1652	infringo
i1653	infrio
i1662	infuco
i1667	infulcio
i1668	infulgeo
i1670	infumo
i1671	infundo
i1672	infusco
i1676	ingemesco
i1678	ingemino
i1679	ingemmesco
i1680	ingemo
i1681	ingenero
i1683	ingeniculo
i1692	ingero
i1695	ingigno
i1696	inglomero
i1699	inglutio
i1702	ingrandesco
i1708	ingrauesco
i1709	ingrauido
i1711	ingrauo
i1712	ingredior
i1714	ingruo
i1719	ingurgito
i1721	ingusto
i1727	inhabito
i1728	inhaereo
i1729	inhalo
i1730	inheredito
i1732	inhibeo
i1734	inhieto
i1735	inhio
i1736	inhisco
i1739	inhonesto
i1746	inhonoro
i1747	inhorreo
i1747_sc	inhorresco
i1748	inhortor
i1757	inhumo
i1759	inicio
i1763	iniecto
i1764	inigo
i1766	inimico
i1781	iniquo
i1788	initio
i1790	inito
i1797	iniungo
i1800	iniurio
i1803	iniuro
i1808	iniuuenesco
i1812	innascor
i1813	innato
i1815	innauigo
i1816	innecto
i1818	innidifico
i1819	innigro
i1820	innitor
i1821	inno
i1826	innodo
i1830	innotesco
i1833	innoto
i1835	innouo
i1839	innubilo
i1842	innubo
i1851	innuo
i1854	innutrio
i1856	inoblector
i1859	inoboedio
i1872	inocco
i1875	inoculo
i1876	inodio
i1877	inodoro
i1882	inolesco
i1885	inopaco
i1886	inoperor
i1908	inorno
i1909	inoro
i1914	inquam
i1919	inquieto
i1926	inquino
i1927	inquiesco
i1928	inquiro
i1933	insaepio
i1935	insaeuio
i1941	insanio
i1944	insaporo
i1945	insarcio
i1955	inscalpo
i1956	inscendo
i1959	inscindo
i1965	inscribo
i1970	inscrutor
i1973	inseco
i1974	inseco
i1977	insecto
i1986	insemino
i1987	insenesco
i1998	insequor
i2001	insero
i2002	insero
i2003	inserpo
i2007	inserto
i2008	inseruio
i2009	inseruo
i2011	insibilo
i2016	insideo
i2020	insidio
i2022	insido
i2026	insignio
i2030	insilio
i2031	insimulo
i2039	insinuo
i2042	insipio
i2043	insisto
i2054	insolesco
i2058	insolo
i2069	insono
i2075	insordesco
i2076	insordido
i2084	inspecto
i2090	inspergo
i2093	inspicio
i2095	inspico
i2100	inspiro
i2101	inspisso
i2103	inspumo
i2104	inspuo
i2105	inspurco
i2106	insputo
i2107	instabilio
i2115	instauro
i2116	instercoro
i2117	insterno
i2122	instigo
i2124	instillo
i2126	instimulo
i2128	instinguo
i2129	instipo
i2130	instipulor
i2136	instituo
i2140	insto
i2143	instrepito
i2144	instrepo
i2145	instrido
i2146	instringo
i2151	instruo
i2163	insubulo
i2166	insuco
i2167	insudo
i2168	insuefacio
i2169	insuesco
i2174	insufflo
i2181	insulco
i2190	insulto
i2191	insum
i2193	insumo
i2195	insuo
i2200	insurgo
i2206	insusurro
i2207	intabesco
i2211	intamino
i2212	intardo
i2215	intego
i2216	integrasco
i2220	integro
i2231	intellego
i2233	intemero
i2245	intendo
i2246	intenebrico
i2247	intenebro
i2252	intento
i2253	intepeo
i2253_sc	intepesco
i2256	interaestuo
i2257	interalbico
i2264	interaresco
i2266	interbibo
i2267	interbito
i2268	interblandior
i2272	intercalco
i2273	intercalo
i2274	intercapedino
i2278	intercedo
i2283	intercido
i2284	intercido
i2286	intercino
i2287	intercipio
i2290	interclamo
i2292	intercludo
i2294	intercurro
i2295	intercurso
i2300	interdico
i2307	interdo
i2317	intereo
i2318	interequito
i2319	intererro
i2329	interficio
i2331	interfio
i2332	interflo
i2333	interfluo
i2335	interfodio
i2336	interfor
i2337	interfrigesco
i2338	interfringo
i2339	interfugio
i2340	interfulgeo
i2341	interfundo
i2342	interfuro
i2344	intergarrio
i2346	intergero
i2348	interhio
i2349	interiaceo
i2353	intericio
i2357	interimo
i2360	interiungo
i2362	interlabor
i2363	interlateo
i2364	interlatro
i2366	interlego
i2367	interlido
i2368	interligo
i2370	interlino
i2373	interloquor
i2375	interluceo
i2376	interluco
i2377	interludo
i2380	interluo
i2382	intermaneo
i2383	intermano
i2386	intermeo
i2388	intermico
i2391	interminor
i2393	intermisceo
i2395	intermitto
i2397	intermorior
i2398	intermoueo
i2401	intermuto
i2402	internascor
i2404	internato
i2410	interneco
i2411	internecto
i2412	internidifico
i2413	internigro
i2414	interniteo
i2417	internosco
i2419	internuntio
i2422	intero
i2426	interpateo
i2427	interpedio
i2431	interpello
i2433	interplico
i2440	interpolo
i2441	interpono
i2452	interpreto
i2453	interprimo
i2455	interpungo
i2456	interpurgo
i2457	interputo
i2458	interquiesco
i2459	interrado
i2465	interrigo
i2476	interrogo
i2477	interrumpo
i2480	intersaepio
i2484	interscateo
i2485	interscindo
i2486	interscribo
i2487	interseco
i2489	intersemino
i2490	intersero
i2491	intersero
i2493	intersisto
i2494	intersono
i2496	interspergo
i2498	interspiro
i2499	intersterno
i2502	interstinguo
i2506	intersto
i2507	interstrepo
i2508	interstringo
i2509	interstruo
i2510	intersum
i2511	intertalio
i2512	intertexo
i2514	intertraho
i2518	interturbo
i2523	interuaco
i2524	interuado
i2525	interuallo
i2526	interueho
i2527	interuello
i2529	interuenio
i2534	interuersor
i2536	interuerto
i2538	interuibro
i2539	interuigilo
i2540	interuireo
i2541	interuiso
i2544	interuolito
i2545	interuolo
i2546	interuomo
i2552	intexo
i2557	intimo
i2560	intinguo
i2562	intitulo
i2565	intolero
i2566	intollo
i2567	intondeo
i2568	intono
i2569	intorqueo
i2577	intraho
i2585	intremo
i2589	intribuo
i2591	intrico
i2594	intrio
i2596	intro
i2597	introcedo
i2606	introgredior
i2609	introporto
i2610	introrepo
i2612	introrumpo
i2614	introspicio
i2615	introtrudo
i2620	intuo
i2622	intumesco
i2624	intundo
i2627	inturgesco
i2630	inuado
i2631	inualeo
i2637	inubero
i2638	inudo
i2644	inueho
i2649	inuenio
i2659	inuergo
i2662	inuerso
i2665	inuerto
i2666	inuesperasco
i2671	inuestigo
i2672	inuestio
i2674	inueterasco
i2678	inuetero
i2683	inuideo
i2687	inuigilo
i2688	inuilesco
i2689	inuilito
i2693	inuio
i2696	inuiolo
i2698	inuiscero
i2701	inuisito
i2702	inuiso
i2713	inuito
i2718	inulcero
i2719	inulciscor
i2723	inumbro
i2724	inumigo
i2725	inunco
i2728	inundo
i2729	inunguo
i2733	inuoco
i2734	inuolito
i2735	inuolo
i2741	inuoluo
i2743	inuoluto
i2746	inurgeo
i2747	inurino
i2748	inuro
i2754	inuulgo
i2763	ioco
i2770	ioculo
i2788	iror
i2788_sc	irasco
i2797	irrito
i2802	irradio
i2803	irrado
i2808	irraucesco
i2841	irrepo
i2847	irrepto
i2858	irretio
i2868	irrido
i2873	irrigo
i2887	irrito
i2889	irroborasco
i2891	irrogo
i2893	irroro
i2894	irroto
i2895	irrubesco
i2896	irrubio
i2897	irructo
i2898	irrufo
i2900	irrugio
i2901	irrugo
i2905	irrumo
i2906	irrumpo
i2907	irruo
i2909	irrutilo
i2966	itero
i2971	itineror
i2973	itito
i2974	ito
i2980	iubeo
i2983	iubilo
i2988	iucundo
i2999	iudico
i3013	iugilo
i3015	iugo
i3016	iugo
i3023	iugulo
i3026	iugumento
i3044	iungo
i3057	iurgio
i3060	iurgo
i3067	iuro
i3086	iusto
i3096	iuuenculesco
i3097	iuueneo
i3097_sc	iuuenesco
i3104	iuuenor
i3107	iuuento
i3110	iuuo
i3116	incalfio
i3117	incendefio
i3118	inferuefio
i3119	insuefio
i3121	imbrico
i3139	inaurio
i3178	inhamo
i6081	iustifico
i7042	insipio
i7889	irroboro
i8955	insculpo
i9021	igneo
i9340	immadido
i9462	impedito
i9546	impilo
i9920	introcurro
i9921	introdo
i9922	introduco
i9923	introfero
i9924	introeo
i9925	intromitto
i9926	introspecto
i9927	introuoco
i9929	intremesco
i9930	inualesco
l0007	labefacio
l0009	labefacto
l0010	labefio
l0021	labito
l0024	labasco
l0025	labor
l0030	laboro
l0044	labo
l0054	lacero
l0061	lacesso
l0062	lachanizo
l0068	lacio
l0074	lacrimo
l0080	lacteo
l0080_sc	lactesco
l0090	lactito
l0091	lacto
l0100	lacullo
l0103	lacuno
l0111	laedo
l0115	labesco
l0122	laetifico
l0124	laetisco
l0128	laeto
l0146	labiscor
l0151	lallo
l0154	lambero
l0156	lambito
l0157	lambo
l0166	lamento
l0182	lampo
l0191	lanceo
l0196	lancino
l0203	languefio
l0205	languefacio
l0206	langueo
l0228	lanio
l0233	laqueo
l0260	lapidesco
l0262	lapido
l0265	lapillisco
l0269	lapio
l0280	lapso
l0284	laqueo
l0289	largifico
l0294	largio
l0313	laruo
l0320	lasciuio
l0323	lasciuo
l0331	lassesco
l0333	lasso
l0342	latesco
l0352	latero
l0356	latibulo
l0361	latifico
l0365	latinizo
l0366	latino
l0373	latito
l0383	latro
l0388	latrocino
l0402	latito
l0411	laudo
l0415	lauito
l0416	lauo
l0446	laxo
l0461	lectito
l0463	lecto
l0470	lecturio
l0493	legito
l0495	lego
l0496	lego
l0502	lacto
l0513	lenifico
l0516	lenio
l0521	leno
l0525	lenocinor
l0529	lenteo
l0529_sc	lentesco
l0541	lento
l0550	leo
l0593	leto
l0637	leuigino
l0638	leuigo
l0646	leuo
l0684	libero
l0691	libeo
l0693	libidinor
l0697	libo
l0711	libro
l0715	liceo
l0722	licinio
l0727	licitor
l0731	lido
l0748	lignor
l0753	ligo
l0756	ligurrio
l0788	limito
l0792	limo
l0799	limpido
l0818	lineo
l0820	lambisco
l0821	lingo
l0835	linio
l0841	lino
l0845	linquo
l0849	lauasco
l0855	limo
l0863	lio
l0867	lippio
l0878	liquefacio
l0880	liquefio
l0881	liqueo
l0881_sc	liquesco
l0887	liquo
l0888	liquor
l0894	liro
l0916	litigo
l0917	lito
l0927	luo
l0937	lituro
l0940	liueo
l0940_sc	liuesco
l0942	liuido
l0964	locito
l0965	loco
l0974	locupleto
l0976	lio
l0995	luto
l1007	longaeuito
l1017	longinquo
l1019	longio
l1021	longisco
l1028	longo
l1041	loquitor
l1042	loquo
l1051	lorico
l1065	lubrico
l1075	luceo
l1085	lucido
l1094	lucino
l1106	lucrifico
l1111	lucro
l1122	luctifico
l1125	luctito
l1126	lucto
l1131	lucubro
l1147	ludicror
l1153	ludifico
l1157	ludo
l1161	lugo
l1178	lumino
l1183	luno
l1185	luo
l1198	lupio
l1199	lupor
l1203	lurco
l1205	lureo
l1219	lusito
l1232	lustro
l1240	lutesco
l1243	lutito
l1244	luto
l1247	lutulento
l1252	luxo
l1255	luxurio
l1280	lympho
l1297	latesco
l1298	lateo
l8007	longaeuo
l8252	luxor
l9893	leuigo
l9894	leuo
l9915	lucrifacio
l9916	lucrifio
l9917	languesco
l9918	lucesco
l9921	lustror
m0012	maceresco
m0017	macero
m0018	maceo
m0018_sc	macisco
m0030	machinor
m0035	maciesco
m0038	macino
m0039	macio
m0042	macresco
m0053	macto
m0058	maculo
m0060	madefacio
m0061	madefio
m0062	madefacto
m0064	madeo
m0064_sc	madesco
m0065	madido
m0077	maereo
m0080	moestifico
m0083	maesto
m0105	magistro
m0122	magnifico
m0150	malacisso
m0158	malaxo
m0168	malefio
m0170	maleficio
m0187	maligno
m0206	malo
m0213	maltho
m0230	mammo
m0252	mancipo
m0260	mando
m0261	mando
m0269	manduco
m0273	maneo
m0279	mangonico
m0283	manico
m0291	manifesto
m0305	mano
m0309	mansito
m0313	mansuefacio
m0314	mansuefio
m0317	mansuesco
m0319	mansueto
m0330	manticulor
m0333	mantiscinor
m0334	manto
m0358	manuor
m0371	marceo
m0371_sc	marcesco
m0387	margino
m0396	marito
m0404	marmoro
m0419	masculesco
m0428	masso
m0434	mastico
m0441	masturbor
m0450	maturefio
m0456	materio
m0466	matresco
m0490	maturefacio
m0491	maturesco
m0493	maturo
m0493_sc	maturasco
m0525	medeor
m0547	medico
m0555	medio
m0572	meditor
m0578	medullo
m0588	mingo
m0627	melioro
m0651	mellifico
m0687	membror
m0693	memini
m0706	memoro
m0721	mendico
m0743	menstruo
m0754	mensuro
m0760	mentio
m0768	meo
m0784	miseresco
m0787	merco
m0791	merendo
m0792	mereo
m0797	meretricor
m0802	mergito
m0803	mergo
m0812	meridio
m0817	merito
m0825	mersito
m0826	merso
m0827	merto
m0893	metio
m0894	meto
m0897	meto
m0917	metuo
m0954	miccio
m0957	mico
m0963	mictito
m0966	micturio
m0973	migro
m0990	milito
m1024	mineo
m1032	minio
m1033	miniscor
m1042	ministro
m1046	minito
m1048	mino
m1051	minoro
m1054	mintrio
m1056	minuisco
m1057	minuo
m1058	minurrio
m1071	minuto
m1087	mirifico
m1092	miro
m1097	misceo
m1097_sc	misco
m1105	misereo
m1113	misero
m1119	missiculo
m1122	missito
m1127	mitesco
m1129	mitifico
m1135	mitigo
m1136	mitio
m1143	mitto
m1158	mobilito
m1167	modero
m1177	modifico
m1188	modulo
m1196	moechisso
m1198	moechor
m1212	molendo
m1215	molesto
m1223	molio
m1227	molleo
m1227_sc	mollesco
m1232	mollifico
m1236	mollio
m1245	molo
m1289	monefacio
m1292	moneo
m1299	monito
m1354	monstro
m1384	morbesco
m1385	morbido
m1389	morbifico
m1395	mordeo
m1400	mordico
m1407	morigero
m1411	morio
m1416	moro
m1423	morsico
m1433	mortifico
m1439	morturio
m1451	motito
m1453	moto
m1456	moueo
m1459	muceo
m1459_sc	mucesco
m1475	mugilo
m1476	muginor
m1477	mugio
m1485	mulceo
m1587	mulco
m1593	mulgeo
m1600	muliero
m1608	mullo
m1671	multiplico
m1683	multito
m1693	multo
m1707	mundifico
m1713	mundo
m1723	munero
m1724	mungo
m1732	munico
m1739	munifico
m1743	munio
m1747	munito
m1778	murmurillo
m1781	murmuro
m1782	muro
m1813	musco
m1823	musico
m1827	musinor
m1834	mussito
m1836	musso
m1853	mutesco
m1857	mutilo
m1862	mutito
m1864	muto
m1866	muttio
m1873	mutuitor
m1876	mutuo
m9603	magnifacio
m9604	malefacio
m9605	multifacio
m9606	maledico
m9607	manumitto
m9608	magnifio
m9609	multifio
n0009	nablizo
n0012	nancio
n0013	nanciscor
n0039	narro
n0044	nasco
n0064	natinor
n0069	nato
n0081	nauculor
n0087	naufrago
n0102	nauigo
n0108	nauo
n0112	nausco
n0117	nauseo
n0148	necesso
n0151	neco
n0160	necto
n0180	negito
n0184	neglego
n0185	nego
n0193	negotior
n0198	negumo
n0211	neo
n0226	nepotor
n0233	nequeo
n0249	nescio
n0269	nexo
n0275	nictio
n0276	nicto
n0281	nidifico
n0286	nidulor
n0293	nigrefio
n0294	nigreo
n0294_sc	nigresco
n0295	nigrico
n0298	nigrifico
n0301	nigro
n0313	ningo
n0322	nitor
n0325	niteo
n0329	nitido
n0335	niueo
n0335_sc	niuesco
n0338	niuit
n0442	nixor
n0443	nixurio
n0444	no
n0447	nobilito
n0448	noceo
n0453	noctesco
n0478	nodo
n0489	nolo
n0504	nominito
n0505	nomino
n0529	normo
n0533	noscito
n0534	nosco
n0543	notesco
n0548	notifico
n0552	noto
n0567	nouello
n0579	nouercor
n0586	nouo
n0602	nubilo
n0606	nubo
n0616	nucleo
n0627	nudo
n0641	nugor
n0647	nullifico
n0658	numero
n0676	nuncupo
n0684	nundino
n0689	nuntio
n0699	nupto
n0701	nupturio
n0710	nuto
n0712	nutrico
n0717	nutrifico
n0720	nutrio
n0750	nenior
n0756	nefacio
n9320	nitefio
n9322	nitefacio
n9701	nuptuio
n9823	nitesco
n9911	nigrefacio
o0003	obacerbo
o0004	obacero
o0005	obaemulor
o0008	obagito
o0010	obambulo
o0011	obardeo
o0011_sc	obardesco
o0012	obaresco
o0013	obarmo
o0014	obaro
o0017	obatresco
o0019	obaudio
o0022	obbibo
o0023	obbrutesco
o0025	obdo
o0026	obdormio
o0027	obdormito
o0028	obduco
o0030	obducto
o0031	obdulcesco
o0032	obdulco
o0034	obdurefacio
o0035	obduresco
o0038	obelo
o0040	obeo
o0041	obequito
o0042	oberro
o0045	obeso
o0047	obhaereo
o0048	obherbesco
o0049	obhorresco
o0050	obhumo
o0051	obiaceo
o0052	obicio
o0058	obiecto
o0061	obirascor
