token	linked_form
Q29699	L29275-F293
Q36349	L30062-F336
Q50780	L32615-F156
Q31876	L33290-F7
Q61088	L31793-F64
Q36289	L31025-F68
Q30867	L31025-F7
Q23871	L32822-F4
Q70231	L33349-F4
Q15092	L29049-F137
Q1236	L26769-F69
Q29388	L29618-F4
Q23008	L30225-F286
Q62446	L33992-F5
Q15582	L29049-F8
Q58512	L33992-F5
Q57975	L31793-F190
Q11049	L28578-F202
Q9369	L28346-F1
Q19679	L34272-F10
Q65852	L32187-F4
Q16723	L33891-F8
Q55962	L34272-F10
Q45371	L31793-F4
Q57567	L33992-F5
Q71213	L30229-F1
Q31478	L33992-F1
Q55930	L31793-F212
Q21341	L31793-F71
Q16935	L31870-F4
Q16974	L31793-F68
Q31907	L33992-F5
Q61301	L30378-F274
Q66307	L31793-F68
Q68303	L30378-F274
Q50783	L31793-F208
Q36647	L33992-F1
Q27931	L33992-F5
Q27627	L33992-F5
Q12779	L29049-F137
Q68399	L32308-F207
Q15240	L29049-F8
Q58413	L33992-F3
Q69734	L30229-F12
Q47112	L33992-F5
Q57613	L33039-F68
Q18937	L31793-F190
Q49274	L33597-F68
Q37899	L31793-F7
Q67862	L32308-F68
Q48955	L30269-F14
Q61212	L32358-F201
Q55728	L33039-F10
Q11111	L28578-F4
Q31061	L30772-F136
Q28166	L32358-F64
Q20191	L33039-F15
Q11145	L28578-F201
Q36487	L30572-F403
Q70640	L32308-F71
Q42764	L32358-F68
Q641	L26711-F541
Q25658	L33992-F1
Q13191	L29049-F337
Q60089	L33992-F5
Q7905	L28223-F203
Q43940	L33540-F234
Q36972	L33992-F5
Q33831	L31359-F118
Q58398	L29942-F223
Q31643	L33540-F234
Q18410	L33992-F5
Q26309	L29942-F109
Q16221	L31729-F11
Q43034	L32702-F138
Q34970	L33540-F234
Q47856	L33992-F5
Q33962	L31729-F11
Q69809	L31729-F11
Q7503	L28102-F267
Q66325	L33992-F5
Q20420	L32702-F138
Q54413	L33992-F5
Q15367	L29049-F137
Q23477	L33039-F89
Q61695	L33992-F5
Q646	L26711-F177
Q30884	L30572-F403
Q20292	L32358-F201
Q39065	L29261-F64
Q29577	L33992-F5
Q23824	L33693-F69
Q51884	L30491-F68
Q26629	L31618-F567
Q11741	L28844-F4
Q23549	L33992-F5
Q46473	L32358-F207
Q37880	L31901-F4
Q12867	L29049-F8
Q30108	L29942-F13
Q44863	L31006-F11
Q31509	L34338-F246
Q42006	L33992-F8
Q65537	L30402-F567
Q22566	L33992-F8
Q37701	L29191-F184
Q16156	L30402-F13
Q14281	L29049-F137
Q66984	L29142-F112
Q58062	L29942-F256
Q45468	L32857-F601
Q37472	L31618-F525
Q47996	L32358-F4
Q67764	L33992-F5
Q18500	L33039-F4
Q11141	L28578-F4
Q33469	L29098-F4
Q41717	L30491-F4
Q23436	L29942-F4
Q35824	L33992-F8
Q54097	L30229-F19
Q24205	L32308-F103
Q69471	L30491-F71
Q28940	L33992-F92
Q13183	L29049-F137
Q56475	L33992-F5
Q59901	L32308-F242
Q50610	L30402-F567
Q67432	L30772-F301
Q67432	L30772-F303
Q56105	L30491-F71
Q25275	L29942-F312
Q55492	L33992-F5
Q24203	L30772-F417
Q51379	L34272-F78
Q32004	L32308-F250
Q67419	L33992-F8
Q69214	L32358-F71
Q54069	L30229-F7
Q25871	L33992-F8
Q54686	L32308-F250
Q44241	L32476-F207
Q3266	L27148-F8
Q63603	L33992-F8
Q46675	L32358-F207
Q31404	L31793-F68
Q47452	L33761-F78
Q61921	L33264-F8
Q39162	L33992-F8
Q41214	L32358-F71
Q20282	L31793-F71
Q30550	L33992-F8
Q28754	L33992-F8
Q38465	L33992-F8
Q51753	L32308-F248
Q9815	L28393-F20
Q9881	L28393-F13
Q66576	L33992-F5
Q12382	L28987-F190
Q30226	L33992-F1
Q12433	L28987-F211
Q48249	L33585-F121
Q9282	L28296-F4
Q54217	L33992-F1
Q12375	L28987-F208
Q21936	L33992-F1
Q9599	L28393-F43
Q36455	L30229-F64
Q21521	L32321-F4
Q44463	L33992-F5
Q69092	L33992-F1
Q631	L26711-F1
Q19026	L33992-F8
Q44759	L33992-F5
Q8506	L28263-F1
Q47344	L33992-F8
Q11333	L28659-F4
Q19848	L33992-F5
Q54637	L33992-F14
Q66054	L33963-F4
Q41930	L33992-F8
Q22461	L31801-F68
Q59157	L33992-F8
Q9715	L28393-F22
Q8461	L28263-F64
Q19969	L32321-F4
Q61334	L34657-F134
Q25415	L31801-F218
Q21133	L33992-F5
Q21975	L30229-F4
Q43385	L33992-F5
Q71381	L33992-F5
Q9905	L28393-F16
Q58254	L32594-F75
Q3202	L27148-F8
Q12390	L28987-F190
Q60418	L32387-F189
Q49295	L33992-F8
Q9971	L28393-F19
Q26027	L33992-F5
Q29334	L33992-F5
Q16582	L33992-F41
Q67417	L30378-F202
Q41764	L33761-F64
Q30436	L33992-F1
Q61657	L33627-F7
Q63089	L33992-F8
Q10991	L28578-F4
Q50149	L32818-F1
Q62687	L33992-F5
Q44250	L31793-F191
Q27216	L33992-F5
Q40595	L30378-F223
Q56403	L31025-F75
Q44737	L32667-F75
Q9799	L28393-F7
Q30249	L34268-F7
Q33565	L30229-F7
Q62317	L33992-F8
Q39459	L31801-F218
Q57787	L33992-F5
Q51853	L31793-F68
Q18929	L33992-F8
Q40481	L30547-F137
Q53990	L30229-F7
Q51451	L33992-F8
Q66590	L31870-F4
Q42106	L33992-F8
Q38692	L33992-F8
Q66357	L31033-F194
Q34221	L33992-F5
Q13678	L29049-F137
Q45303	L33992-F8
Q65029	L32308-F250
Q27080	L29680-F68
Q14905	L29049-F54
Q32296	L29261-F71
Q32086	L33992-F5
Q42526	L31714-F75
Q37121	L33992-F5
Q1384	L26811-F10
Q36240	L34657-F134
Q29316	L34314-F68
Q69688	L33730-F68
Q36550	L32594-F10
Q14512	L29049-F143
Q21892	L29261-F71
Q19273	L32569-F35
Q48599	L33349-F78
Q31098	L33992-F5
Q1896	L26989-F32
Q67383	L29986-F75
Q61369	L33992-F1
Q39661	L32321-F10
Q56614	L33992-F5
Q17652	L31714-F68
Q3100	L27079-F284
Q27203	L30405-F126
Q49947	L32321-F69
Q58644	L29261-F68
Q22666	L33992-F5
Q14065	L29049-F8
Q18378	L30229-F3
Q51962	L29261-F14
Q24245	L34528-F164
Q58717	L33585-F144
Q37128	L34638-F4
Q19669	L33992-F1
Q66098	L34486-F14
Q38114	L34524-F28
Q3099	L27079-F284
Q36086	L29261-F68
Q52598	L33992-F5
Q13055	L29049-F137
Q21772	L29261-F2
Q46634	L30229-F2
Q3900	L27257-F32
Q32456	L33761-F4
Q47612	L32271-F10
Q57456	L33992-F5
Q65476	L33992-F5
Q54481	L33992-F8
Q63475	L33992-F8
Q35807	L32271-F10
Q67838	L29255-F304
Q58502	L33992-F5
Q69566	L33992-F5
Q16888	L33992-F5
Q23289	L29261-F68
Q3101	L27079-F284
Q6601	L27965-F14
Q2626	L26989-F10
Q12827	L29049-F137
Q68792	L31589-F43
Q63980	L32515-F234
Q23597	L33776-F15
Q32187	L32215-F7
Q19818	L33039-F120
Q7845	L28223-F200
Q67988	L30534-F4
Q45134	L32667-F287
Q35810	L34483-F19
Q63785	L32387-F184
Q39291	L34570-F71
Q19040	L29191-F1
Q8982	L28269-F7
Q22726	L33992-F18
Q44710	L33992-F8
Q9049	L28269-F7
Q67496	L34483-F149
Q16525	L32187-F1
Q25490	L34570-F71
Q15564	L29049-F8
Q22208	L34638-F4
Q20418	L33992-F1
Q67649	L34486-F14
Q44724	L34524-F28
Q17276	L30229-F3
Q27682	L29261-F14
Q24378	L33585-F144
Q9180	L28295-F17
Q42689	L31801-F7
Q25421	L33730-F23
Q33398	L32321-F7
Q15547	L29049-F129
Q44573	L33611-F7
Q15017	L29049-F137
Q7267	L28044-F217
Q62345	L29261-F228
Q48708	L32901-F94
Q31795	L33992-F5
Q43130	L30939-F203
Q34201	L30229-F166
Q6753	L27994-F335
Q6753	L28533-F335
Q560	L26651-F136
Q66119	L34524-F299
Q1815	L26949-F136
Q54847	L33992-F5
Q43928	L32327-F10
Q58649	L33992-F3
Q36277	L31223-F88
Q54702	L33992-F97
Q54702	L33992-F95
Q39583	L29986-F68
Q9257	L28296-F1
Q37574	L33992-F5
Q8125	L28259-F53
Q24997	L32321-F7
Q21184	L33327-F1
Q48793	L29986-F75
Q57281	L32387-F202
Q69706	L34645-F7
Q21057	L33992-F1
Q13919	L29049-F143
Q23320	L32387-F184
Q47644	L33992-F8
Q9013	L28269-F7
Q47735	L32387-F184
Q58976	L29191-F7
Q12753	L29048-F37
Q58292	L32387-F190
Q15610	L29049-F143
Q14422	L29049-F337
Q45445	L33992-F5
Q9053	L28269-F7
Q66050	L30419-F51
Q66709	L33992-F97
Q66709	L33992-F95
Q69607	L32760-F198
Q27735	L30417-F37
Q62224	L30939-F68
Q59889	L30772-F38
Q1827	L26953-F14
Q44184	L33992-F8
Q45039	L33585-F260
Q15598	L29049-F39
Q61824	L33992-F1
Q58962	L33992-F8
Q45547	L30547-F308
Q68364	L33264-F8
Q44445	L32819-F10
Q44648	L30761-F4
Q64051	L33992-F8
Q7783	L28213-F10
Q8490	L28263-F10
Q25172	L33992-F5
Q7788	L28213-F212
Q70337	L29182-F2
Q25546	L30939-F1
Q42988	L32321-F7
Q19885	L33992-F8
Q7792	L28213-F7
Q34763	L30939-F64
Q30589	L32321-F7
Q8531	L28263-F7
Q52691	L31870-F4
Q23997	L30939-F64
Q68220	L32321-F7
Q20862	L30534-F7
Q8472	L28263-F68
Q59576	L33992-F1
Q3483	L27160-F14
Q51098	L30229-F7
Q8512	L28263-F68
Q57147	L34272-F68
Q8551	L28263-F1
Q49005	L30646-F30
Q48501	L33923-F19
Q70451	L33992-F5
Q66275	L33992-F5
Q22578	L33992-F5
Q14357	L29049-F337
Q28828	L31025-F89
Q8545	L28263-F64
Q66385	L32321-F69
Q31350	L33992-F5
Q61437	L31025-F10
Q26355	L29986-F68
Q17717	L29986-F304
Q42045	L29942-F7
Q32236	L33992-F5
Q54233	L33992-F5
Q32512	L31135-F2
Q26299	L30229-F1
Q38951	L30547-F2
Q33789	L33992-F5
Q46822	L29261-F1
Q38028	L30534-F32
Q57210	L33992-F14
Q4495	L27364-F3
Q21205	L30229-F32
Q31658	L33992-F14
Q56095	L33992-F5
Q60990	L33992-F5
Q31690	L33992-F5
Q66296	L30229-F1
Q45497	L33992-F5
Q23768	L34603-F269
Q25702	L33992-F8
Q20060	L33992-F5
Q20877	L30547-F143
Q1697	L26902-F19
Q49942	L34603-F266
Q55928	L33992-F5
Q4088	L27275-F485
Q8930	L28269-F19
Q10174	L28454-F136
Q48576	L33992-F5
Q22044	L33338-F4
Q64554	L33338-F259
Q32410	L29261-F4
Q25780	L29261-F259
Q27463	L33338-F259
Q33474	L33338-F259
Q35886	L33992-F5
Q50365	L33338-F4
Q46792	L33992-F5
Q61722	L29261-F78
Q69383	L29942-F7
Q4032	L27275-F14
Q71663	L33992-F5
Q7675	L28154-F64
Q30693	L34570-F71
Q14680	L29049-F137
Q62418	L34419-F15
Q69684	L33504-F189
Q36164	L30322-F305
Q20656	L31447-F263
Q14684	L29049-F215
Q41321	L33992-F5
Q6773	L28003-F385
Q51311	L31895-F48
Q64322	L29261-F227
Q70133	L34608-F719
Q16015	L33585-F128
Q69091	L34570-F68
Q33996	L29831-F122
Q69622	L33992-F5
Q18179	L34608-F4
Q19327	L34646-F128
Q18360	L33992-F5
Q68724	L34608-F54
Q17942	L34608-F719
Q61093	L34524-F156
Q60320	L29255-F172
Q30141	L33992-F23
Q60445	L34570-F68
Q44258	L32819-F64
Q50541	L31618-F381
Q68119	L34570-F68
Q13365	L29049-F137
Q33888	L34524-F38
Q1794	L26947-F514
Q50422	L34524-F172
Q36964	L32308-F86
Q45682	L30229-F19
Q4082	L27275-F26
Q27520	L33992-F5
Q4118	L27275-F360
Q38337	L33992-F5
Q41529	L33963-F109
Q7603	L28141-F75
Q11763	L28848-F1
Q26488	L33992-F5
Q64884	L33157-F112
Q17033	L33992-F8
Q6397	L27858-F71
Q16058	L31418-F1
Q23369	L29182-F128
Q65044	L33994-F281
Q35777	L33049-F204
Q50754	L33992-F41
Q69028	L32819-F1
Q61985	L33992-F5
Q44716	L32819-F75
Q64183	L33992-F118
Q23493	L31618-F135
Q26226	L34608-F719
Q44856	L30229-F13
Q65553	L34570-F68
Q9694	L28393-F16
Q1802	L26947-F40
Q54774	L33992-F1
Q19457	L33963-F13
Q49916	L30229-F1
Q11760	L28848-F4
Q38636	L32667-F287
Q24580	L33992-F1
Q20546	L33634-F4
Q29771	L33992-F1
Q59703	L30229-F7
Q40366	L33992-F8
Q71210	L34570-F71
Q17510	L31167-F1
Q25826	L30229-F7
Q15019	L29049-F337
Q48639	L33992-F5
Q35918	L30378-F10
Q16331	L34570-F68
Q59610	L34608-F719
Q36929	L30378-F1
Q66315	L34608-F54
Q70546	L33992-F5
Q21232	L34608-F719
Q43924	L34638-F6
Q24436	L31261-F10
Q25273	L33992-F33
Q11610	L28825-F252
Q25079	L34608-F719
Q29877	L34570-F68
Q66889	L33992-F1
Q9601	L28393-F16
Q20540	L31618-F565
Q49540	L29114-F166
Q43174	L34608-F719
Q40402	L33585-F166
Q13621	L29049-F137
Q39309	L31261-F169
Q31746	L30220-F180
Q68963	L30229-F175
Q19597	L29261-F90
Q1187	L26766-F135
Q42780	L33992-F5
Q48037	L33992-F5
Q1198	L26766-F1
Q66465	L31057-F10
Q48236	L34570-F68
Q45399	L33143-F33
Q64845	L34220-F75
Q43718	L33992-F92
Q27026	L29114-F1
Q37825	L30229-F83
Q19554	L33992-F5
Q1181	L26766-F1
Q37860	L29191-F75
Q56859	L33585-F334
Q48456	L31135-F8
Q9284	L28310-F88
Q34250	L32760-F192
Q4054	L27275-F53
Q68400	L34608-F4
Q52340	L34570-F68
Q37548	L33992-F1
Q9554	L28393-F18
Q1211	L26766-F19
Q42287	L30229-F166
Q41577	L34657-F134
Q16019	L33264-F2
Q37670	L34570-F68
Q45009	L33992-F23
Q20887	L33994-F89
Q25271	L30229-F166
Q59408	L31355-F211
Q55212	L33176-F32
Q19308	L34570-F68
Q23551	L30798-F1
Q790	L26725-F7
Q790	L26732-F11
Q15310	L29049-F8
Q517	L33298-F15
Q7781	L28213-F7
Q45074	L31322-F7
Q8592	L28265-F29
Q10786	L28475-F7
Q59054	L31057-F7
Q24059	L31450-F7
Q61255	L34570-F68
Q51241	L34608-F719
Q5204	L27598-F7
Q5204	L28347-F4
Q23693	L30378-F188
Q20553	L32321-F72
Q4046	L27275-F83
Q26101	L30584-F64
Q39595	L33157-F92
Q12194	L28960-F183
Q59994	L32321-F13
Q30856	L34369-F2
Q57404	L33992-F8
Q33893	L31506-F207
Q42742	L30752-F183
Q53645	L33992-F8
Q12061	L28931-F19
Q56794	L34187-F8
Q40382	L34483-F349
Q40382	L34483-F351
Q11923	L28925-F7
Q11923	L28926-F7
Q28157	L33992-F8
Q68418	L31506-F207
Q25943	L33992-F35
Q4696	L27539-F544
Q60219	L33963-F4
Q30117	L32901-F708
Q52865	L29191-F89
Q25879	L30378-F265
Q25726	L29772-F7
Q1158	L26766-F1
Q60705	L32321-F7
Q18748	L31870-F4
Q1210	L26766-F1
Q38500	L33585-F180
Q9295	L28312-F92
Q30508	L33264-F14
Q65579	L33992-F8
Q58590	L30378-F316
Q22477	L34314-F269
Q34610	L33963-F4
Q36983	L32760-F198
Q13484	L29049-F20
Q26328	L33992-F5
Q19303	L29942-F197
Q653	L26711-F183
Q66366	L33992-F31
Q37332	L31714-F19
Q44147	L29261-F103
Q53706	L29261-F1
Q32175	L34483-F183
Q63594	L33992-F8
Q11951	L28928-F7
Q24630	L29942-F332
Q59817	L33992-F31
Q50547	L34314-F1
Q30203	L29272-F356
Q18882	L33992-F5
Q50966	L32760-F198
Q14764	L29049-F20
Q69209	L33992-F5
Q51155	L30229-F7
Q48768	L31057-F1
Q29333	L32901-F558
Q43033	L34657-F111
Q71168	L32321-F72
Q64201	L32901-F13
Q1186	L26766-F25
Q27252	L33992-F14
Q43106	L33992-F5
Q45679	L29272-F1
Q52635	L30939-F68
Q30844	L34608-F54
Q45286	L30572-F71
Q57403	L32683-F1
Q17085	L34638-F12
Q57022	L33338-F19
Q25370	L34608-F719
Q32140	L31121-F68
Q51569	L31333-F86
Q69823	L33585-F172
Q28804	L34608-F719
Q32266	L34570-F68
Q9549	L28393-F16
Q41360	L34570-F68
Q37413	L31618-F326
Q66011	L34608-F42
Q57312	L34570-F68
Q44839	L29114-F10
Q27043	L33220-F10
Q59043	L34570-F68
Q838	L26736-F10
Q13256	L29049-F8
Q32398	L33992-F5
Q35904	L31793-F168
Q1571	L26877-F14
Q38959	L34608-F54
Q11968	L28928-F7
Q16947	L31856-F71
Q12578	L29049-F8
Q46570	L34570-F68
Q813	L26736-F13
Q70177	L31333-F7
Q57233	L29261-F235
Q68112	L32976-F238
Q62402	L33597-F68
Q18486	L32321-F4
Q16436	L30572-F71
Q57970	L34608-F54
Q58975	L33596-F7
Q65607	L34221-F64
Q42266	L29261-F7
Q29479	L34570-F71
Q826	L26736-F1
Q68904	L34608-F719
Q17658	L34570-F68
Q50185	L33992-F1
Q70149	L30229-F4
Q57427	L32187-F39
Q58047	L34220-F10
Q52274	L33963-F10
Q55158	L33992-F8
Q38141	L31259-F4
Q69058	L33992-F5
Q36670	L34608-F719
Q4009	L27275-F26
Q36651	L29417-F38
Q20603	L33992-F8
Q20689	L34220-F64
Q23469	L32321-F7
Q46032	L33963-F1
Q4008	L27275-F14
Q70253	L29261-F71
Q11076	L28578-F13
Q45073	L34220-F64
Q54040	L33963-F13
Q66705	L33992-F18
Q36252	L32729-F196
Q38643	L33930-F236
Q32441	L31339-F80
Q23614	L33264-F136
Q54309	L32387-F179
Q66775	L33992-F5
Q70417	L34608-F719
Q55600	L30378-F10
Q49915	L34570-F68
Q6905	L28013-F1
Q6653	L27984-F7
Q7986	L28257-F238
Q49800	L31112-F264
Q26040	L29215-F528
Q56457	L34314-F218
Q47618	L34608-F719
Q37051	L30169-F68
Q54472	L32387-F203
Q23658	L34608-F16
Q48124	L32321-F4
Q44023	L33992-F1
Q39052	L34539-F60
Q20683	L31729-F1
Q70860	L30229-F5
Q11752	L28844-F4
Q27106	L29261-F23
Q11720	L28844-F4
Q38949	L29261-F10
Q63893	L34608-F719
Q60861	L32819-F68
Q22978	L29261-F71
Q28857	L34220-F64
Q11045	L28578-F7
Q42569	L29796-F26
Q66720	L33992-F5
Q40084	L32232-F13
Q9315	L28323-F135
Q64592	L33992-F5
Q4119	L27275-F14
Q20769	L34608-F719
Q19134	L33039-F4
Q68808	L31303-F41
Q26806	L34220-F64
Q16429	L30229-F7
Q37547	L29261-F7
Q1738	L26940-F13
Q55793	L30229-F64
Q32448	L29098-F64
Q4055	L27275-F14
Q60898	L30229-F7
Q70114	L33992-F8
Q28293	L34603-F270
Q15914	L29049-F8
Q652	L26711-F29
Q50062	L30102-F1
Q50062	L30102-F1
Q38977	L34570-F71
Q15888	L29049-F8
Q10959	L28578-F4
Q68878	L31303-F13
Q70962	L30229-F4
Q38646	L33992-F5
Q46099	L34608-F719
Q4126	L27275-F481
Q48803	L33349-F179
Q46201	L34483-F19
Q44541	L29261-F68
Q34596	L34608-F719
Q69777	L30229-F4
Q27195	L34657-F111
Q35034	L33992-F1
Q45484	L34570-F68
Q1190	L26766-F1
Q3984	L27275-F70
Q40226	L34570-F68
Q62981	L33992-F1
Q9872	L28393-F16
Q47515	L34570-F232
Q32253	L31112-F1
Q59377	L34638-F18
Q70212	L34570-F68
Q39866	L33992-F31
Q23873	L29942-F90
Q11863	L28906-F89
Q60393	L34605-F266
Q11858	L28906-F4
Q53481	L29261-F1
Q806	L26736-F1
Q59631	L30229-F4
Q14885	L29049-F337
Q44223	L33992-F5
Q29217	L33992-F5
Q42448	L33992-F5
Q69464	L31112-F266
Q62069	L31112-F68
Q9023	L28269-F7
Q9313	L28323-F135
Q16627	L33992-F1
Q9310	L28323-F135
Q56820	L33992-F97
Q56820	L33992-F95
Q59651	L33992-F1
Q27090	L30229-F255
Q17695	L31303-F264
Q26021	L31057-F264
Q44074	L33282-F264
Q52020	L29846-F1
Q15873	L29049-F173
Q16851	L31479-F12
Q4566	L34608-F47
Q4566	L27435-F12
Q21108	L30550-F79
Q29465	L33992-F1
Q29091	L31261-F12
Q31149	L31479-F12
Q5492	L27855-F1
Q5492	L28515-F1
Q52614	L34570-F68
Q14311	L29049-F137
Q49754	L33992-F8
Q62083	L31793-F194
Q45668	L33992-F5
Q20197	L34638-F1
Q17191	L32594-F1
Q18926	L32667-F4
Q42906	L31793-F68
Q55435	L32901-F564
Q11051	L28578-F7
Q26301	L30229-F1
Q25003	L34608-F4
Q38828	L32321-F7
Q54554	L33992-F5
Q32646	L34603-F266
Q33024	L30378-F10
Q1961	L26989-F10
Q67693	L30869-F75
Q40222	L29275-F300
Q6539	L27923-F401
Q51632	L32321-F4
Q33304	L29942-F272
Q63290	L30174-F16
Q18706	L34608-F4
Q29389	L32594-F242
Q50561	L33992-F5
Q21726	L33992-F8
Q70726	L33585-F121
Q3155	L27133-F1
Q38928	L30102-F1
Q38928	L30102-F1
Q4616	L27481-F38
Q21662	L31000-F78
Q35723	L29846-F1
Q35547	L32321-F4
Q15795	L29049-F2
Q61116	L34638-F18
Q2902	L27058-F2
Q54335	L33992-F5
Q62560	L34267-F2
Q38039	L33992-F5
Q69499	L33992-F14
Q48257	L33579-F244
Q55755	L33992-F14
Q8850	L28265-F21
Q66995	L32476-F201
Q66663	L31265-F149
Q48790	L31793-F71
Q34105	L33992-F5
Q33581	L34570-F180
Q65871	L33992-F5
Q22574	L33992-F18
Q973	L26736-F13
Q62993	L33992-F8
Q30225	L32683-F7
Q19753	L33992-F8
Q31483	L30378-F223
Q54493	L33992-F8
Q7268	L28044-F531
Q36158	L29666-F75
Q38477	L34657-F126
Q19845	L33992-F1
Q37694	L30229-F1
Q45478	L33349-F71
Q9299	L28314-F49
Q50516	L33992-F1
Q36314	L30229-F1
Q22577	L34220-F11
Q30528	L33930-F11
Q54340	L33992-F8
Q808	L26736-F13
Q66512	L33992-F8
Q23252	L33992-F5
Q45575	L33992-F18
Q29664	L30534-F7
Q18811	L33992-F18
Q19245	L33730-F4
Q57242	L33992-F5
Q17168	L33963-F4
Q13182	L29049-F8
Q28556	L30229-F19
Q20365	L34263-F76
Q9361	L28346-F181
Q54120	L33992-F15
Q34674	L30534-F7
Q69353	L33930-F236
Q10108	L28412-F246
Q41876	L33992-F5
Q19581	L30534-F7
Q19764	L30534-F4
Q53028	L33992-F5
Q55643	L34483-F19
Q68472	L32187-F1
Q29129	L34570-F68
Q42531	L30405-F141
Q18884	L33992-F5
Q30821	L31135-F8
Q65439	L29857-F366
Q24329	L33992-F8
Q55381	L31714-F195
Q30723	L34608-F372
Q55118	L33992-F5
Q4499	L27364-F12
Q49145	L32818-F4
Q61632	L32321-F4
Q44350	L32996-F64
Q4773	L27553-F16
Q61207	L32321-F4
Q63068	L34483-F1
Q28658	L33930-F68
Q20545	L32996-F64
Q30673	L32321-F4
Q51157	L33992-F5
Q34015	L33923-F1
Q10911	L28578-F4
Q30279	L33992-F5
Q61304	L33992-F8
Q56805	L29191-F184
Q32531	L31714-F78
Q49329	L34314-F4
Q9302	L28314-F4
Q45091	L31135-F384
Q4592	L27481-F7
Q15622	L29049-F8
Q42015	L31135-F378
Q55146	L34483-F7
Q19271	L33157-F10
Q69246	L34220-F261
Q38745	L33264-F142
Q24743	L33992-F5
Q69171	L31135-F8
Q22485	L30378-F202
Q34008	L30774-F10
Q53668	L33992-F5
Q70552	L32387-F208
Q35049	L33992-F5
Q57581	L31135-F136
Q56504	L33992-F8
Q36294	L32683-F7
Q71454	L33992-F5
Q45394	L33992-F5
Q65717	L34608-F719
Q42412	L29735-F7
Q22855	L33992-F118
Q49797	L30547-F315
Q41835	L29218-F1
Q51228	L33992-F5
Q17817	L34570-F207
Q53377	L32476-F200
Q27584	L30419-F135
Q20238	L33992-F8
Q34508	L32760-F83
Q63867	L31714-F64
Q66772	L30761-F13
Q7793	L28213-F261
Q70384	L33992-F5
Q67832	L33992-F1
Q22535	L33963-F1
Q21436	L32321-F69
Q44042	L33992-F5
Q24761	L33992-F18
Q67982	L33992-F8
Q20757	L33992-F5
Q57215	L34483-F25
Q621	L26706-F401
Q24129	L33992-F1
Q52674	L30534-F4
Q61197	L30491-F71
Q6441	L27893-F13
Q9091	L28295-F8
Q55841	L31714-F71
Q32579	L34483-F13
Q44154	L33923-F13
Q19674	L32649-F83
Q61517	L31870-F4
Q59437	L33143-F14
Q18045	L33157-F4
Q982	L26736-F13
Q28404	L34220-F272
Q54045	L32321-F5
Q14867	L29049-F8
Q32052	L30229-F68
Q52236	L30229-F68
Q37459	L32321-F5
Q20268	L33870-F7
Q48439	L33992-F1
Q16389	L33992-F5
Q56862	L33930-F1
Q8441	L28259-F311
Q70449	L33992-F8
Q1207	L26766-F19
Q59718	L32321-F4
Q61435	L33930-F1
Q38550	L29942-F4
Q31475	L33923-F7
Q7395	L28082-F166
Q23584	L33930-F232
Q55455	L31870-F4
Q60392	L33992-F8
Q48048	L31793-F71
Q51861	L32387-F208
Q63827	L31793-F75
Q53952	L32702-F8
Q69619	L33992-F1
Q32304	L33642-F69
Q33272	L33992-F5
Q65314	L31793-F71
Q40890	L32702-F8
Q37450	L31795-F49
Q52261	L34528-F7
Q46581	L33992-F8
Q43777	L32649-F7
Q68681	L31801-F1
Q33166	L31466-F138
Q35765	L33992-F5
Q70433	L34528-F7
Q8724	L28265-F533
Q19480	L33992-F5
Q852	L26736-F68
Q53354	L34345-F19
Q11434	L28659-F7
Q40798	L34272-F7
Q68561	L34528-F4
Q64084	L33264-F142
Q11919	L28925-F10
Q11919	L28926-F10
Q9490	L28359-F53
Q10888	L28578-F206
Q36977	L33597-F217
Q24394	L29942-F4
Q23954	L29942-F10
Q11000	L28578-F202
Q10935	L28578-F200
Q55449	L33597-F16
Q57499	L33143-F1
Q11154	L28578-F202
Q22167	L33992-F5
Q55719	L29796-F2
Q40305	L33642-F69
Q48593	L33992-F5
Q5184	L27598-F7
Q5184	L28347-F4
Q37273	L33992-F5
Q16152	L34120-F10
Q53334	L33992-F5
Q66202	L34268-F19
Q56364	L30547-F137
Q51095	L33992-F5
Q43020	L33634-F4
Q36233	L33992-F1
Q53144	L33992-F5
Q6420	L27858-F203
Q4084	L27275-F14
Q53112	L31547-F198
Q49442	L34608-F719
Q70814	L34608-F4
Q8866	L28265-F533
Q32037	L33992-F5
Q55313	L34524-F344
Q39134	L34608-F54
Q16828	L33992-F5
Q31541	L32819-F1
Q56665	L33992-F92
Q37988	L30008-F266
Q66441	L31980-F118
Q30634	L33992-F23
Q30736	L34608-F719
Q71313	L31121-F71
Q38596	L30746-F165
Q54337	L34350-F55
Q27939	L30746-F186
Q27939	L30746-F188
Q64693	L32625-F86
Q10938	L28578-F92
Q35637	L33992-F75
Q27258	L30747-F39
Q30992	L34608-F719
Q34814	L32321-F4
Q6585	L27965-F252
Q47519	L33992-F5
Q25095	L34608-F719
Q34396	L33261-F99
Q23277	L29417-F307
Q42357	L33992-F8
Q10109	L28412-F8
Q33973	L33992-F5
Q34925	L34608-F719
Q26984	L34570-F68
Q6582	L27965-F50
Q5140	L27598-F1
Q5140	L28347-F1
Q1436	L26813-F68
Q28456	L33992-F5
Q4085	L27275-F70
Q21875	L34608-F54
Q62231	L34608-F719
Q9847	L28393-F16
Q28114	L34268-F13
Q4128	L27275-F38
Q11761	L28848-F4
Q9022	L28269-F7
Q3088	L27069-F1
Q62931	L34570-F71
Q69025	L32973-F14
