flexeme	lexeme	lila_lemma	wikibase_entry
r1481_9470	r1481	122863	L8957
r1482_9471	r1482	122865	L8958
r1482_9472	r1482	122865	L8959
r1484_9473	r1484	122867	L8960
r1485_9474	r1485	122868	L8961
r1486_9475	r1486	122869	L8962
r1487_9476	r1487	122870	L8963
r1488_9477	r1488	122871	L8964
r1488_9478	r1488	122871	L8965
r1489_9479	r1489	122872	L8966
r1490_9480	r1490	122873	L8967
r1491_9481	r1491	122875	L8968
r1492_9482	r1492	122876	L8969
r1493_9483	r1493	122878	L8970
r1494_9484	r1494	122879	L8971
r1495_9485	r1495	122880	L8972
r1496_9486	r1496	122881	L8973
r1497_9487	r1497	122882	L8974
r1498_9488	r1498	122883	L8975
r1499_9489	r1499	122884	L8976
r1500_9490	r1500	122886	L8977
r1501_9491	r1501	122888	L8978
r1502_9492	r1502	122889	L8979
r1503_9493	r1503	122890	L8980
r1504_9494	r1504	122891	L8981
r1505_9495	r1505	122892	L8982
r1506_9496	r1506	122893	L8983
r7053_9497	r7053	122959	L8984
r8002_9498	r8002	122964	L8985
r8003_9499	r8003	122965	L8986
r8004_9500	r8004	122966	L8987
r8005_9501	r8005	122967	L8988
r8005_9502	r8005	122967	L8989
r8006_9503	r8006	122968	L8990
r8007_9504	r8007	122969	L8991
r8008_9505	r8008	122970	L8992
r8009_9508	r8009	122971	L8993
r8010_9509	r8010	122972	L8994
r8061_9510	r8061	122973	L8995
r8138_9511	r8138	122974	L8996
r8212_9512	r8212	122975	L8997
r9144_9513	r9144	122986	L8998
r9375_9515	r9375	122990	L8999
r9611_9517	r9611	122992	L9000
r9990_9518	r9990	123006	L9001
r9990_9519	r9990	123006	L9002
s0009_9520	s0009	123028	L9003
s0009_9521	s0009	123028	L9004
s0018_9522	s0018	123037	L9005
s0023_9523	s0023	123044	L9006
s0031_9524	s0031	123054	L9007
s0064_9525	s0064	123094	L9008
s0064_9526	s0064	123094	L9009
s0071_9528	s0071	123101	L9010
s0083_9529	s0083	123113	L9011
s0083_9530	s0083	123113	L9012
s0083_9531	s0083	123113	L9013
s0095_9532	s0095	123125	L9014
s0095_9533	s0095	123125	L9015
s0117_9534	s0117	123149	L9016
s0118_9535	s0118	123150	L9017
s0124_9536	s0124	123157	L9018
s0169_9537	s0169	123210	L9019
s0169_9538	s0169	123210	L9020
s0173_9539	s0173	123214	L9021
s0179_9540	s0179	123220	L9022
s0182_9541	s0182	123223	L9023
s0182_9542	s0182	123223	L9024
s0182_9543	s0182	123223	L9025
s0182_9544	s0182	123223	L9026
s0183_9545	s0183	123224	L9027
s0200_9546	s0200	123242	L9028
s0212_9547	s0212	123254	L9029
s0213_9548	s0213	123255	L9030
s0225_9549	s0225	123267	L9031
s0229_9550	s0229	123271	L9032
s0232_9551	s0232	123275	L9033
s0245_9552	s0245	123288	L9034
s0257_9553	s0257	123301	L9035
s0267_9554	s0267	123312	L9036
s0267_9555	s0267	123312	L9037
s0267_9556	s0267	123312	L9038
s0267_9557	s0267	123312	L9039
s0268_9559	s0268	123313	L9040
s0273_9560	s0273	123318	L9041
s0303_9561	s0303	123350	L9042
s0312_9562	s0312	123359	L9043
s0327_9563	s0327	123374	L9044
s0328_9564	s0328	123375	L9045
s0339_9565	s0339	123386	L9046
s0339_9566	s0339	123386	L9047
s0345_9567	s0345	123392	L9048
s0352_9568	s0352	123399	L9049
s0368_9569	s0368	123416	L9050
s0368_9570	s0368	123416	L9051
s0368_9571	s0368	123416	L9052
s0376_9572	s0376	123424	L9053
s0381_9573	s0381	123429	L9054
s0387_9574	s0387	123436	L9055
s0391_9575	s0391	123441	L9056
s0391_9576	s0391	123441	L9057
s0391_9577	s0391	123441	L9058
s0391_9578	s0391	123441	L9059
s0403_9579	s0403	123453	L9060
s0403_9580	s0403	123454	L9061
s0409_9581	s0409	123460	L9062
s0412_9582	s0412	123463	L9063
s0424_9583	s0424	123476	L9064
s0432_9584	s0432	123485	L9065
s0433_9585	s0433	123486	L9066
s0438_9587	s0438	123491	L9067
s0444_9588	s0444	123498	L9068
s0454_9589	s0454	123509	L9069
s0464_9590	s0464	123520	L9070
s0469_9591	s0469	123526	L9071
s0469_9592	s0469	123526	L9072
s0486_9593	s0486	123543	L9073
s0501_9594	s0501	123560	L9074
s0505_9595	s0505	123564	L9075
s0508_9596	s0508	123567	L9076
s0508_9597	s0508	123567	L9077
s0529_9598	s0529	123589	L9078
s0531_9599	s0531	123592	L9079
s0537_9600	s0537	123599	L9080
s0550_9601	s0550	123615	L9081
s0550_9602	s0550	123615	L9082
s0553_9603	s0553	123618	L9083
s0573_9604	s0573	123638	L9084
s0575_9605	s0575	123640	L9085
s0575_9606	s0575	123640	L9086
s0578_9607	s0578	123643	L9087
s0582_9608	s0582	123648	L9088
s0582_9609	s0582	123647	L9089
s0582_9610	s0582	123647	L9090
s0586_9611	s0586	123652	L9091
s0586_9612	s0586	123652	L9092
s0594_9613	s0594	123660	L9093
s0647_9614	s0647	123724	L9094
s0651_9616	s0651	123728	L9095
s0654_9617	s0654	123732	L9096
s0654_9618	s0654	123732	L9097
s0665_9620	s0665	123743	L9098
s0665_9621	s0665	123743	L9099
s0672_9622	s0672	123751	L9100
s0680_9623	s0680	123759	L9101
s0687_9624	s0687	123766	L9102
s0707_9625	s0707	123786	L9103
s0708_9626	s0708	123787	L9104
s0741_9627	s0741	123823	L9105
s0746_9628	s0746	123828	L9106
s0753_9629	s0753	123835	L9107
s0758_9630	s0758	123840	L9108
s0758_9631	s0758	123840	L9109
s0765_9632	s0765	123847	L9110
s0766_9633	s0766	123848	L9111
s0773_9634	s0773	123855	L9112
s0801_9635	s0801	123887	L9113
s0805_9636	s0805	123891	L9114
s0816_9637	s0816	123902	L9115
s0831_9638	s0831	123918	L9116
s0849_9639	s0849	123938	L9117
s0849_9640	s0849	123938	L9118
s0856_9641	s0856	123945	L9119
s0858_9642	s0858	123947	L9120
s0862_9643	s0862	123951	L9121
s0864_9644	s0864	123953	L9122
s0864_9645	s0864	123953	L9123
s0864_9646	s0864	123953	L9124
s0864_9647	s0864	123953	L9125
s0875_9649	s0875	123965	L9126
s0880_9650	s0880	123970	L9127
s0881_9651	s0881	123971	L9128
s0887_9652	s0887	123977	L9129
s0912_9653	s0912	124004	L9130
s0920_9654	s0920	124012	L9131
s0920_9655	s0920	124012	L9132
s0922_9656	s0922	124014	L9133
s0923_9657	s0923	124015	L9134
s0942_9658	s0942	124035	L9135
s0948_9659	s0948	124043	L9136
s0952_9660	s0952	124047	L9137
s0958_9661	s0958	124054	L9138
s0961_9662	s0961	124057	L9139
s0972_9663	s0972	124069	L9140
s0972_9664	s0972	124069	L9141
s0998_9665	s0998	124099	L9142
s1024_9666	s1024	124125	L9143
s1060_9667	s1060	124163	L9144
s1095_9668	s1095	124200	L9145
s1151_9669	s1151	124258	L9146
s1163_9670	s1163	124270	L9147
s1176_9671	s1176	124283	L9148
s1176_9672	s1176	124283	L9149
s1176_9673	s1176	124283	L9150
s1176_9674	s1176	124283	L9151
s1186_9678	s1186	124293	L9152
s1207_9680	s1207	124315	L9153
s1207_sc_9681	s1207_sc	124316	L9154
s1223_9682	s1223	124333	L9155
s1223_9683	s1223	124333	L9156
s1241_9684	s1241	124351	L9157
s1243_9685	s1243	124353	L9158
s1259_9686	s1259	124370	L9159
s1259_9687	s1259	124369	L9160
s1261_9688	s1261	124372	L9161
s1261_9689	s1261	124372	L9162
s1261_9690	s1261	124372	L9163
s1261_9691	s1261	124372	L9164
s1268_9695	s1268	124379	L9165
s1332_9697	s1332	124444	L9166
s1345_9698	s1345	124458	L9167
s1348_9699	s1348	124462	L9168
s1348_9700	s1348	124461	L9169
s1348_9701	s1348	124461	L9170
s1357_9703	s1357	124471	L9171
s1359_9704	s1359	124474	L9172
s1374_9705	s1374	124490	L9173
s1379_9706	s1379	124498	L9174
s1381_9707	s1381	124501	L9175
s1384_9708	s1384	124504	L9176
s1384_9709	s1384	124504	L9177
s1385_9710	s1385	124505	L9178
s1386_9711	s1386	124506	L9179
s1395_9712	s1395	124515	L9180
s1409_9713	s1409	124530	L9181
s1419_9714	s1419	124541	L9182
s1419_9715	s1419	124541	L9183
s1428_9716	s1428	124551	L9184
s1430_9717	s1430	124554	L9185
s1430_9718	s1430	124554	L9186
s1492_9719	s1492	124621	L9187
s1501_9720	s1501	124631	L9188
s1504_9721	s1504	124634	L9189
s1511_9722	s1511	124641	L9190
s1551_9723	s1551	124683	L9191
s1551_9724	s1551	124683	L9192
s1565_9725	s1565	124700	L9193
s1569_9726	s1569	124704	L9194
s1574_9727	s1574	124709	L9195
s1575_9728	s1575	124710	L9196
s1575_9729	s1575	124710	L9197
s1579_9730	s1579	124714	L9198
s1598_9731	s1598	124734	L9199
s1604_9732	s1604	124741	L9200
s1623_9733	s1623	124762	L9201
s1624_9734	s1624	124763	L9202
s1627_9735	s1627	124766	L9203
s1638_9736	s1638	124777	L9204
s1638_sc_9737	s1638_sc	124778	L9205
s1657_9738	s1657	124797	L9206
s1663_9739	s1663	124803	L9207
s1695_9740	s1695	124837	L9208
s1703_9741	s1703	124845	L9209
s1705_9742	s1705	124847	L9210
s1722_9743	s1722	124866	L9211
s1722_9744	s1722	124866	L9212
s1729_9746	s1729	124875	L9213
s1729_9747	s1729	124875	L9214
s1731_9748	s1731	124877	L9215
s1741_9749	s1741	124887	L9216
s1748_9750	s1748	124894	L9217
s1749_9751	s1749	124895	L9218
s1756_9752	s1756	124907	L9219
s1762_9755	s1762	124914	L9220
s1791_9756	s1791	124944	L9221
s1804_9757	s1804	124957	L9222
s1804_9758	s1804	124957	L9223
s1835_9759	s1835	124989	L9224
s1838_9760	s1838	124992	L9225
s1852_9761	s1852	125010	L9226
s1890_9762	s1890	125051	L9227
s1897_9763	s1897	125058	L9228
s1900_9764	s1900	125061	L9229
s1914_9765	s1914	125075	L9230
s1922_9766	s1922	125083	L9231
s1922_9767	s1922	125083	L9232
s1927_9768	s1927	125088	L9233
s1927_9769	s1927	125088	L9234
s1932_9770	s1932	125093	L9235
s1937_9771	s1937	125098	L9236
s1946_9772	s1946	125108	L9237
s1961_9773	s1961	125124	L9238
s1973_9774	s1973	125136	L9239
s1975_9775	s1975	125139	L9240
s1975_9776	s1975	125138	L9241
s1975_9777	s1975	125138	L9242
s1975_9778	s1975	125138	L9243
s1991_9779	s1991	125159	L9244
s1991_9780	s1991	125159	L9245
s1996_9781	s1996	125164	L9246
s1999_9782	s1999	125169	L9247
s1999_9783	s1999	125169	L9248
s1999_9784	s1999	125168	L9249
s2001_9785	s2001	125171	L9250
s2001_9786	s2001	125171	L9251
s2008_9787	s2008	125178	L9252
s2008_sc_9788	s2008_sc	125179	L9253
s2011_9789	s2011	125182	L9254
s2027_9790	s2027	125200	L9255
s2027_9791	s2027	125201	L9256
s2036_9792	s2036	125212	L9257
s2036_9793	s2036	125212	L9258
s2046_9794	s2046	125222	L9259
s2061_9795	s2061	125237	L9260
s2064_9796	s2064	125240	L9261
s2064_9797	s2064	125240	L9262
s2087_9798	s2087	125268	L9263
s2104_9799	s2104	125285	L9264
s2104_9800	s2104	125285	L9265
s2118_9801	s2118	125299	L9266
s2132_9802	s2132	125314	L9267
s2146_9803	s2146	125333	L9268
s2146_9804	s2146	125332	L9269
s2147_9805	s2147	125334	L9270
s2156_9806	s2156	125343	L9271
s2181_9807	s2181	125369	L9272
s2183_9808	s2183	125371	L9273
s2187_9809	s2187	125376	L9274
s2215_9810	s2215	125407	L9275
s2219_9811	s2219	125411	L9276
s2223_9812	s2223	125415	L9277
s2229_9813	s2229	125421	L9278
s2230_9814	s2230	125422	L9279
s2231_9815	s2231	125423	L9280
s2233_9816	s2233	125425	L9281
s2252_9817	s2252	125446	L9282
s2254_9818	s2254	125449	L9283
s2260_9819	s2260	125455	L9284
s2260_9820	s2260	125455	L9285
s2270_9822	s2270	125465	L9286
s2270_9823	s2270	125465	L9287
s2276_9824	s2276	125471	L9288
s2286_9825	s2286	125481	L9289
s2292_9826	s2292	125487	L9290
s2298_9827	s2298	125493	L9291
s2300_9828	s2300	125495	L9292
s2306_9829	s2306	125502	L9293
s2313_9830	s2313	125511	L9294
s2314_9831	s2314	125512	L9295
s2314_sc_9832	s2314_sc	125513	L9296
s2339_9833	s2339	125539	L9297
s2339_9834	s2339	125539	L9298
s2342_9835	s2342	125542	L9299
s2346_9836	s2346	125548	L9300
s2362_9837	s2362	125566	L9301
s2403_9838	s2403	125612	L9302
s2405_9839	s2405	125614	L9303
s2424_9840	s2424	125634	L9304
s2439_9841	s2439	125650	L9305
s2439_9842	s2439	125650	L9306
s2447_9843	s2447	125658	L9307
s2452_9844	s2452	125664	L9308
s2454_9845	s2454	125666	L9309
s2457_9846	s2457	125669	L9310
s2460_9847	s2460	125672	L9311
s2468_9848	s2468	125683	L9312
s2478_9849	s2478	125693	L9313
s2479_9850	s2479	125694	L9314
s2479_sc_9851	s2479_sc	125695	L9315
s2486_9852	s2486	125702	L9316
s2488_9853	s2488	125705	L9317
s2497_9854	s2497	125714	L9318
s2502_9855	s2502	125719	L9319
s2508_9856	s2508	125726	L9320
s2512_9857	s2512	125730	L9321
s2536_9858	s2536	125755	L9322
s2556_9859	s2556	125779	L9323
s2564_9860	s2564	125787	L9324
s2583_9861	s2583	125809	L9325
s2585_9862	s2585	125811	L9326
s2586_9863	s2586	125812	L9327
s2589_9864	s2589	125815	L9328
s2599_9865	s2599	125826	L9329
s2599_9866	s2599	125825	L9330
s2607_9867	s2607	125834	L9331
s2612_9868	s2612	125839	L9332
s2614_9869	s2614	125841	L9333
s2616_9870	s2616	125843	L9334
s2646_9871	s2646	125874	L9335
s2656_9872	s2656	125886	L9336
s2666_9874	s2666	125897	L9337
s2667_9875	s2667	125898	L9338
s2668_9876	s2668	125899	L9339
s2669_9877	s2669	125900	L9340
s2679_9878	s2679	125910	L9341
s2695_9879	s2695	125928	L9342
s2707_9880	s2707	125943	L9343
s2721_9881	s2721	125958	L9344
s2729_9882	s2729	125966	L9345
s2737_9884	s2737	125975	L9346
s2746_9885	s2746	125984	L9347
s2751_9886	s2751	125989	L9348
s2754_9887	s2754	125992	L9349
s2755_9888	s2755	125993	L9350
s2758_9889	s2758	125996	L9351
s2758_9890	s2758	125996	L9352
s2759_9891	s2759	125997	L9353
s2761_9892	s2761	125999	L9354
s2761_9893	s2761	125999	L9355
s2763_9894	s2763	126001	L9356
s2764_9895	s2764	126002	L9357
s2765_9896	s2765	126003	L9358
s2767_9897	s2767	126005	L9359
s2770_9898	s2770	126008	L9360
s2771_9899	s2771	126009	L9361
s2774_9900	s2774	126012	L9362
s2781_9901	s2781	126019	L9363
s2783_9902	s2783	126021	L9364
s2783_9903	s2783	126021	L9365
s2783_9904	s2783	126021	L9366
s2783_9905	s2783	126021	L9367
s2783_9906	s2783	126021	L9368
s2783_9907	s2783	126021	L9369
s2791_9908	s2791	126029	L9370
s2799_9909	s2799	126037	L9371
s2801_9910	s2801	126039	L9372
s2805_9911	s2805	126043	L9373
s2807_9912	s2807	126045	L9374
s2808_9913	s2808	126046	L9375
s2815_9914	s2815	126054	L9376
s2820_9915	s2820	126059	L9377
s2824_9916	s2824	126063	L9378
s2825_9917	s2825	126064	L9379
s2828_9918	s2828	126068	L9380
s2829_9919	s2829	126069	L9381
s2834_9920	s2834	126074	L9382
s2835_9921	s2835	126075	L9383
s2836_9922	s2836	126076	L9384
s2843_9923	s2843	126084	L9385
s2844_9924	s2844	126085	L9386
s2847_9927	s2847	126088	L9387
s2851_9928	s2851	126093	L9388
s2852_9929	s2852	126094	L9389
s2853_9930	s2853	126095	L9390
s2854_9931	s2854	126096	L9391
s2860_9932	s2860	126102	L9392
s2863_9933	s2863	126105	L9393
s2866_9934	s2866	126108	L9394
s2870_9935	s2870	126112	L9395
s2872_9936	s2872	126114	L9396
s2872_9937	s2872	126114	L9397
s2877_9938	s2877	126119	L9398
s2877_9939	s2877	126119	L9399
s2881_9940	s2881	126123	L9400
s2882_9941	s2882	126124	L9401
s2885_9942	s2885	126127	L9402
s2888_9943	s2888	126130	L9403
s2889_9944	s2889	126131	L9404
s2890_9945	s2890	126132	L9405
s2890_9946	s2890	126132	L9406
s2891_9948	s2891	126133	L9407
s2892_9949	s2892	126134	L9408
s2894_9950	s2894	126136	L9409
s2896_9951	s2896	126138	L9410
s2897_9952	s2897	126139	L9411
s2898_9953	s2898	126140	L9412
s2901_9954	s2901	126143	L9413
s2903_9955	s2903	126145	L9414
s2904_9956	s2904	126146	L9415
s2909_9957	s2909	126151	L9416
s2914_9958	s2914	126156	L9417
s2920_9959	s2920	126162	L9418
s2921_9960	s2921	126163	L9419
s2922_9961	s2922	126164	L9420
s2923_9962	s2923	126165	L9421
s2925_9963	s2925	126167	L9422
s2926_9964	s2926	126168	L9423
s2928_9965	s2928	126170	L9424
s2930_9966	s2930	126172	L9425
s2931_9967	s2931	126173	L9426
s2934_9968	s2934	126176	L9427
s2937_9969	s2937	126179	L9428
s2941_9970	s2941	126183	L9429
s2947_9971	s2947	126190	L9430
s2949_9972	s2949	126193	L9431
s2952_9973	s2952	126196	L9432
s2954_9974	s2954	126198	L9433
s2955_9975	s2955	126199	L9434
s2957_9976	s2957	126201	L9435
s2963_9977	s2963	126208	L9436
s2963_9978	s2963	126208	L9437
s2965_9979	s2965	126210	L9438
s2968_9980	s2968	126213	L9439
s2968_9981	s2968	126213	L9440
s2970_9982	s2970	126215	L9441
s2970_9983	s2970	126215	L9442
s2976_9984	s2976	126221	L9443
s2976_9985	s2976	126221	L9444
s2979_9986	s2979	126224	L9445
s2979_9987	s2979	126224	L9446
s2981_9988	s2981	126226	L9447
s2981_9989	s2981	126226	L9448
s2981_9990	s2981	126226	L9449
s2981_9991	s2981	126226	L9450
s2984_9992	s2984	126229	L9451
s2984_9993	s2984	126229	L9452
s2985_9996	s2985	126230	L9453
s2989_9997	s2989	126234	L9454
s2992_10000	s2992	126237	L9455
s2992_10001	s2992	126237	L9456
s2993_10002	s2993	126238	L9457
s2994_10003	s2994	126239	L9458
s2995_10004	s2995	126240	L9459
s2996_10005	s2996	126241	L9460
s2996_10006	s2996	126241	L9461
s2997_10007	s2997	126242	L9462
s2998_10008	s2998	126243	L9463
s3005_10009	s3005	126250	L9464
s3008_10010	s3008	126253	L9465
s3014_10011	s3014	126259	L9466
s3015_10012	s3015	126261	L9467
s3015_10013	s3015	126260	L9468
s3017_10014	s3017	126263	L9469
s3019_10015	s3019	126265	L9470
s3022_10016	s3022	126268	L9471
s3023_10017	s3023	126269	L9472
s3028_10022	s3028	126274	L9473
s3028_10023	s3028	126274	L9474
s3030_10024	s3030	126276	L9475
s3030_10025	s3030	126276	L9476
s3031_10026	s3031	126277	L9477
s3031_10027	s3031	126277	L9478
s3041_10028	s3041	126287	L9479
s3041_10029	s3041	126287	L9480
s3042_10030	s3042	126288	L9481
s3046_10031	s3046	126292	L9482
s3046_10032	s3046	126292	L9483
s3051_10033	s3051	126297	L9484
s3052_10034	s3052	126298	L9485
s3053_10035	s3053	126299	L9486
s3053_10036	s3053	126299	L9487
s3055_10037	s3055	126301	L9488
s3055_10038	s3055	126301	L9489
s3055_10040	s3055	126301	L9490
s3055_10041	s3055	126301	L9491
s3059_10043	s3059	126305	L9492
s3061_10044	s3061	126307	L9493
s3061_10045	s3061	126307	L9494
s3061_10046	s3061	126307	L9495
s3064_10047	s3064	126310	L9496
s3064_10048	s3064	126310	L9497
s3065_10049	s3065	126311	L9498
s3065_10050	s3065	126311	L9499
s3065_10051	s3065	126311	L9500
s3065_10052	s3065	126311	L9501
s3065_10053	s3065	126311	L9502
s3065_10054	s3065	126311	L9503
s3065_10055	s3065	126311	L9504
s3067_10056	s3067	126313	L9505
s3069_10057	s3069	126315	L9506
s3069_10058	s3069	126315	L9507
s3074_10059	s3074	126320	L9508
s3078_10060	s3078	126324	L9509
s3081_10061	s3081	126327	L9510
s3083_10062	s3083	126329	L9511
s3087_10063	s3087	126333	L9512
s3092_10064	s3092	126338	L9513
s3094_10065	s3094	126340	L9514
s3095_10066	s3095	126341	L9515
s3097_10067	s3097	126343	L9516
s3097_10068	s3097	126343	L9517
s3097_10069	s3097	126343	L9518
s3097_10070	s3097	126343	L9519
s3102_10071	s3102	126348	L9520
s3102_10072	s3102	126348	L9521
s3109_10073	s3109	126355	L9522
s3110_10074	s3110	126356	L9523
s3110_10075	s3110	126356	L9524
s3110_10076	s3110	126356	L9525
s3113_10077	s3113	126359	L9526
s3114_10078	s3114	126360	L9527
s3115_10079	s3115	126361	L9528
s3117_10080	s3117	126363	L9529
s3121_10081	s3121	126367	L9530
s3123_10082	s3123	126369	L9531
s3123_10083	s3123	126369	L9532
s3127_10084	s3127	126373	L9533
s3127_10085	s3127	126373	L9534
s3127_10086	s3127	126373	L9535
s3128_10087	s3128	126374	L9536
s3128_10088	s3128	126374	L9537
s3128_10089	s3128	126374	L9538
s3128_10090	s3128	126374	L9539
s3128_10091	s3128	126374	L9540
s3128_10092	s3128	126374	L9541
s3132_10093	s3132	126378	L9542
s3133_10094	s3133	126379	L9543
s3138_10095	s3138	126384	L9544
s3139_10096	s3139	126385	L9545
s3140_10097	s3140	126386	L9546
s3142_10098	s3142	126388	L9547
s3148_10099	s3148	126394	L9548
s3150_10100	s3150	126396	L9549
s3150_10101	s3150	126396	L9550
s3150_10102	s3150	126396	L9551
s3154_10103	s3154	126400	L9552
s3156_10104	s3156	126402	L9553
s3157_10105	s3157	126403	L9554
s3158_10106	s3158	126404	L9555
s3158_10107	s3158	126404	L9556
s3158_10108	s3158	126404	L9557
s3160_10109	s3160	126406	L9558
s3160_10110	s3160	126406	L9559
s3160_10111	s3160	126406	L9560
s3161_10112	s3161	126407	L9561
s3162_10113	s3162	126408	L9562
s3162_10114	s3162	126408	L9563
s3162_10115	s3162	126408	L9564
s3163_10116	s3163	126409	L9565
s3164_10118	s3164	126410	L9566
s3169_10119	s3169	126415	L9567
s3173_10120	s3173	126419	L9568
s3173_10121	s3173	126419	L9569
s3174_10122	s3174	126420	L9570
s3178_10123	s3178	126425	L9571
s3180_10124	s3180	126427	L9572
s3182_10125	s3182	126429	L9573
s3182_10126	s3182	126429	L9574
s3183_10127	s3183	126430	L9575
s3184_10128	s3184	126431	L9576
s3184_10129	s3184	126431	L9577
s3185_10130	s3185	126432	L9578
s3186_10131	s3186	126433	L9579
s3187_10132	s3187	126434	L9580
s3188_10133	s3188	126435	L9581
s3190_10134	s3190	126437	L9582
s3191_10135	s3191	126438	L9583
s3192_10136	s3192	126439	L9584
s3194_10137	s3194	126441	L9585
s3195_10138	s3195	126442	L9586
s3196_10139	s3196	126443	L9587
s3198_10140	s3198	126445	L9588
s3198_10141	s3198	126445	L9589
s3199_10142	s3199	126446	L9590
s3203_10143	s3203	126450	L9591
s3205_10144	s3205	126452	L9592
s3206_10145	s3206	126453	L9593
s3207_10146	s3207	126454	L9594
s3208_10147	s3208	126455	L9595
s3211_10148	s3211	126458	L9596
s3211_10149	s3211	126458	L9597
s3214_10150	s3214	126461	L9598
s3215_10151	s3215	126462	L9599
s3216_10152	s3216	126463	L9600
s3217_10153	s3217	126464	L9601
s3219_10154	s3219	126466	L9602
s3219_10155	s3219	126466	L9603
s3226_10156	s3226	126473	L9604
s3228_10157	s3228	126475	L9605
s3233_10158	s3233	126480	L9606
s3235_10159	s3235	126482	L9607
s3236_10160	s3236	126483	L9608
s3237_10161	s3237	126484	L9609
s3237_10162	s3237	126484	L9610
s3238_10163	s3238	126485	L9611
s3248_10164	s3248	126495	L9612
s3249_10165	s3249	126496	L9613
s3251_10166	s3251	126498	L9614
s3256_10167	s3256	126503	L9615
s3256_10168	s3256	126503	L9616
s3257_10169	s3257	126504	L9617
s3259_10170	s3259	126506	L9618
s3260_10171	s3260	126507	L9619
s3261_10172	s3261	126508	L9620
s3266_10173	s3266	126513	L9621
s3266_10174	s3266	126513	L9622
s3266_10175	s3266	126513	L9623
s3270_10176	s3270	126517	L9624
s3270_10177	s3270	126517	L9625
s3270_10178	s3270	126517	L9626
s3276_10179	s3276	126523	L9627
s3276_10180	s3276	126523	L9628
s3276_10181	s3276	126523	L9629
s3277_10182	s3277	126524	L9630
s3277_10183	s3277	126524	L9631
s3283_10184	s3283	126530	L9632
s3283_10185	s3283	126530	L9633
s3283_10186	s3283	126530	L9634
s3285_10187	s3285	126532	L9635
s3285_10188	s3285	126533	L9636
s3289_10189	s3289	126537	L9637
s3289_10190	s3289	126537	L9638
s3289_10191	s3289	126537	L9639
s3290_10192	s3290	126538	L9640
s3290_10193	s3290	126538	L9641
s3290_10194	s3290	126538	L9642
s3291_10195	s3291	126539	L9643
s3293_10196	s3293	126541	L9644
s3294_10197	s3294	126542	L9645
s3294_10198	s3294	126542	L9646
s3294_10199	s3294	126542	L9647
s3297_10200	s3297	126545	L9648
s3297_10201	s3297	126545	L9649
s3297_10202	s3297	126545	L9650
s3300_10203	s3300	126548	L9651
s3300_10204	s3300	126548	L9652
s3300_10205	s3300	126548	L9653
s3302_10206	s3302	126550	L9654
s3306_10208	s3306	126554	L9655
s3308_10209	s3308	126556	L9656
s3310_10210	s3310	126558	L9657
s3310_10211	s3310	126558	L9658
s3324_10212	s3324	126573	L9659
s3330_10213	s3330	126580	L9660
s3338_10214	s3338	126588	L9661
s3341_10215	s3341	126591	L9662
s3341_10216	s3341	126591	L9663
s3345_10217	s3345	126595	L9664
s3345_10218	s3345	126595	L9665
s3346_10220	s3346	126596	L9666
s3346_10221	s3346	126596	L9667
s3347_10222	s3347	126597	L9668
s3351_10223	s3351	126601	L9669
s3352_10224	s3352	126602	L9670
s3354_10225	s3354	126604	L9671
s3356_10226	s3356	126606	L9672
s3356_10227	s3356	126606	L9673
s3362_10228	s3362	126612	L9674
s3363_10229	s3363	126613	L9675
s3366_10230	s3366	126616	L9676
s3369_10231	s3369	126619	L9677
s3370_10232	s3370	126620	L9678
s3370_10233	s3370	126620	L9679
s3381_10234	s3381	126632	L9680
s3384_10235	s3384	126635	L9681
s3385_10236	s3385	126636	L9682
s3385_10237	s3385	126636	L9683
s3386_10238	s3386	126637	L9684
s3387_10239	s3387	126638	L9685
s3387_10240	s3387	126638	L9686
s3389_10241	s3389	126640	L9687
s3390_10242	s3390	126641	L9688
s3390_10243	s3390	126641	L9689
s3393_10244	s3393	126644	L9690
s3393_10245	s3393	126644	L9691
s3394_10246	s3394	126645	L9692
s3394_10247	s3394	126645	L9693
s3395_10248	s3395	126646	L9694
s3395_10249	s3395	126646	L9695
s3396_10250	s3396	126647	L9696
s3397_10251	s3397	126648	L9697
s3397_10252	s3397	126648	L9698
s3402_10253	s3402	126653	L9699
s3402_10254	s3402	126653	L9700
s3405_10255	s3405	126656	L9701
s3405_10256	s3405	126656	L9702
s3405_10257	s3405	126656	L9703
s3406_10258	s3406	126657	L9704
s3407_10259	s3407	126658	L9705
s3412_10260	s3412	126663	L9706
s3412_10261	s3412	126663	L9707
s3414_10262	s3414	126665	L9708
s3425_10263	s3425	126676	L9709
s3427_10264	s3427	126679	L9710
s3436_10265	s3436	126689	L9711
s3436_sc_10266	s3436_sc	126689	L9712
s3447_10267	s3447	126701	L9713
s3452_10268	s3452	126707	L9714
s3452_10269	s3452	126707	L9715
s3454_10270	s3454	126709	L9716
s3454_10271	s3454	126709	L9717
s3459_10272	s3459	126714	L9718
s3465_10273	s3465	126721	L9719
s3466_10274	s3466	126722	L9720
s3467_10275	s3467	126723	L9721
s3468_10276	s3468	126724	L9722
s3469_10277	s3469	126725	L9723
s3472_10278	s3472	126728	L9724
s3473_10279	s3473	126729	L9725
s3474_10280	s3474	126730	L9726
s3475_10281	s3475	126731	L9727
s3478_10282	s3478	126734	L9728
s3479_10283	s3479	126735	L9729
s3480_10284	s3480	126736	L9730
